"C","Day-Ahead Energy Market Hourly Demand Report"
"C","Filename: da_hourlydemand_20111212_20111226.csv"
"C","Report for: 12/12/2011 - 12/26/2011"
"C","Report generated: 03/13/2016 17:28:41 EDT"
"H","Date","Hour Ending","Day-Ahead Cleared Demand"
"H","Date","HE","MWh"
"D","12/12/2011","01",11328.0
"D","12/12/2011","02",11557.0
"D","12/12/2011","03",11628.0
"D","12/12/2011","04",11660.0
"D","12/12/2011","05",12027.0
"D","12/12/2011","06",12895.0
"D","12/12/2011","07",14569.0
"D","12/12/2011","08",14823.0
"D","12/12/2011","09",14888.0
"D","12/12/2011","10",15114.0
"D","12/12/2011","11",14999.0
"D","12/12/2011","12",15024.0
"D","12/12/2011","13",14843.0
"D","12/12/2011","14",14676.0
"D","12/12/2011","15",14571.0
"D","12/12/2011","16",14607.0
"D","12/12/2011","17",16064.0
"D","12/12/2011","18",16755.0
"D","12/12/2011","19",16441.0
"D","12/12/2011","20",16280.0
"D","12/12/2011","21",15662.0
"D","12/12/2011","22",14880.0
"D","12/12/2011","23",13316.0
"D","12/12/2011","24",12077.0
"D","12/13/2011","01",12025.0
"D","12/13/2011","02",11952.0
"D","12/13/2011","03",11697.0
"D","12/13/2011","04",11707.0
"D","12/13/2011","05",11994.0
"D","12/13/2011","06",12535.0
"D","12/13/2011","07",14743.0
"D","12/13/2011","08",15300.0
"D","12/13/2011","09",15431.0
"D","12/13/2011","10",15466.0
"D","12/13/2011","11",15423.0
"D","12/13/2011","12",15256.0
"D","12/13/2011","13",14998.0
"D","12/13/2011","14",14861.0
"D","12/13/2011","15",14774.0
"D","12/13/2011","16",14991.0
"D","12/13/2011","17",16597.0
"D","12/13/2011","18",17400.0
"D","12/13/2011","19",17208.0
"D","12/13/2011","20",16707.0
"D","12/13/2011","21",16170.0
"D","12/13/2011","22",15047.0
"D","12/13/2011","23",13542.0
"D","12/13/2011","24",12157.0
"D","12/14/2011","01",11638.0
"D","12/14/2011","02",11761.0
"D","12/14/2011","03",11546.0
"D","12/14/2011","04",11533.0
"D","12/14/2011","05",11803.0
"D","12/14/2011","06",12432.0
"D","12/14/2011","07",14778.0
"D","12/14/2011","08",15678.0
"D","12/14/2011","09",15391.0
"D","12/14/2011","10",15341.0
"D","12/14/2011","11",15340.0
"D","12/14/2011","12",15247.0
"D","12/14/2011","13",14962.0
"D","12/14/2011","14",14895.0
"D","12/14/2011","15",14769.0
"D","12/14/2011","16",14956.0
"D","12/14/2011","17",16868.0
"D","12/14/2011","18",17735.0
"D","12/14/2011","19",17297.0
"D","12/14/2011","20",16831.0
"D","12/14/2011","21",16103.0
"D","12/14/2011","22",15001.0
"D","12/14/2011","23",13550.0
"D","12/14/2011","24",12145.0
"D","12/15/2011","01",11763.0
"D","12/15/2011","02",11604.0
"D","12/15/2011","03",11563.0
"D","12/15/2011","04",11529.0
"D","12/15/2011","05",11481.0
"D","12/15/2011","06",11831.0
"D","12/15/2011","07",14093.0
"D","12/15/2011","08",15393.0
"D","12/15/2011","09",15554.0
"D","12/15/2011","10",15501.0
"D","12/15/2011","11",15454.0
"D","12/15/2011","12",15392.0
"D","12/15/2011","13",15157.0
"D","12/15/2011","14",15100.0
"D","12/15/2011","15",14911.0
"D","12/15/2011","16",15166.0
"D","12/15/2011","17",16550.0
"D","12/15/2011","18",17448.0
"D","12/15/2011","19",16896.0
"D","12/15/2011","20",16414.0
"D","12/15/2011","21",15834.0
"D","12/15/2011","22",14581.0
"D","12/15/2011","23",12973.0
"D","12/15/2011","24",11516.0
"D","12/16/2011","01",10604.0
"D","12/16/2011","02",10375.0
"D","12/16/2011","03",10340.0
"D","12/16/2011","04",10256.0
"D","12/16/2011","05",10574.0
"D","12/16/2011","06",10875.0
"D","12/16/2011","07",13330.0
"D","12/16/2011","08",14584.0
"D","12/16/2011","09",14601.0
"D","12/16/2011","10",14673.0
"D","12/16/2011","11",14637.0
"D","12/16/2011","12",14518.0
"D","12/16/2011","13",14316.0
"D","12/16/2011","14",14247.0
"D","12/16/2011","15",14169.0
"D","12/16/2011","16",14369.0
"D","12/16/2011","17",15973.0
"D","12/16/2011","18",16613.0
"D","12/16/2011","19",16306.0
"D","12/16/2011","20",15921.0
"D","12/16/2011","21",15426.0
"D","12/16/2011","22",14766.0
"D","12/16/2011","23",13486.0
"D","12/16/2011","24",12237.0
"D","12/17/2011","01",10990.0
"D","12/17/2011","02",11010.0
"D","12/17/2011","03",10738.0
"D","12/17/2011","04",10687.0
"D","12/17/2011","05",10775.0
"D","12/17/2011","06",11125.0
"D","12/17/2011","07",11399.0
"D","12/17/2011","08",12346.0
"D","12/17/2011","09",13289.0
"D","12/17/2011","10",14086.0
"D","12/17/2011","11",14107.0
"D","12/17/2011","12",14278.0
"D","12/17/2011","13",13989.0
"D","12/17/2011","14",13711.0
"D","12/17/2011","15",13641.0
"D","12/17/2011","16",13909.0
"D","12/17/2011","17",15575.0
"D","12/17/2011","18",16482.0
"D","12/17/2011","19",16050.0
"D","12/17/2011","20",15766.0
"D","12/17/2011","21",15378.0
"D","12/17/2011","22",14745.0
"D","12/17/2011","23",13609.0
"D","12/17/2011","24",12617.0
"D","12/18/2011","01",11894.0
"D","12/18/2011","02",11544.0
"D","12/18/2011","03",11544.0
"D","12/18/2011","04",11379.0
"D","12/18/2011","05",11508.0
"D","12/18/2011","06",11784.0
"D","12/18/2011","07",12263.0
"D","12/18/2011","08",12995.0
"D","12/18/2011","09",13983.0
"D","12/18/2011","10",14591.0
"D","12/18/2011","11",14723.0
"D","12/18/2011","12",14637.0
"D","12/18/2011","13",14351.0
"D","12/18/2011","14",14261.0
"D","12/18/2011","15",14101.0
"D","12/18/2011","16",14388.0
"D","12/18/2011","17",16561.0
"D","12/18/2011","18",17614.0
"D","12/18/2011","19",17107.0
"D","12/18/2011","20",16751.0
"D","12/18/2011","21",16330.0
"D","12/18/2011","22",15419.0
"D","12/18/2011","23",13968.0
"D","12/18/2011","24",12723.0
"D","12/19/2011","01",12185.0
"D","12/19/2011","02",12123.0
"D","12/19/2011","03",12221.0
"D","12/19/2011","04",12114.0
"D","12/19/2011","05",12393.0
"D","12/19/2011","06",12837.0
"D","12/19/2011","07",15038.0
"D","12/19/2011","08",15939.0
"D","12/19/2011","09",15916.0
"D","12/19/2011","10",15827.0
"D","12/19/2011","11",15760.0
"D","12/19/2011","12",15560.0
"D","12/19/2011","13",15194.0
"D","12/19/2011","14",15014.0
"D","12/19/2011","15",14869.0
"D","12/19/2011","16",15133.0
"D","12/19/2011","17",16757.0
"D","12/19/2011","18",17917.0
"D","12/19/2011","19",17326.0
"D","12/19/2011","20",16946.0
"D","12/19/2011","21",16215.0
"D","12/19/2011","22",14685.0
"D","12/19/2011","23",13391.0
"D","12/19/2011","24",12346.0
"D","12/20/2011","01",12003.0
"D","12/20/2011","02",11772.0
