"C","Day-Ahead Energy Market Hourly Demand Report"
"C","Filename: da_hourlydemand_20110731_20110814.csv"
"C","Report for: 07/31/2011 - 08/14/2011"
"C","Report generated: 03/13/2016 17:25:15 EDT"
"H","Date","Hour Ending","Day-Ahead Cleared Demand"
"H","Date","HE","MWh"
"D","07/31/2011","01",13200.0
"D","07/31/2011","02",12666.0
"D","07/31/2011","03",12518.0
"D","07/31/2011","04",12022.0
"D","07/31/2011","05",11917.0
"D","07/31/2011","06",11876.0
"D","07/31/2011","07",12092.0
"D","07/31/2011","08",12390.0
"D","07/31/2011","09",13964.0
"D","07/31/2011","10",15211.0
"D","07/31/2011","11",16327.0
"D","07/31/2011","12",17021.0
"D","07/31/2011","13",17604.0
"D","07/31/2011","14",17881.0
"D","07/31/2011","15",17973.0
"D","07/31/2011","16",18109.0
"D","07/31/2011","17",18464.0
"D","07/31/2011","18",18435.0
"D","07/31/2011","19",17977.0
"D","07/31/2011","20",17519.0
"D","07/31/2011","21",17731.0
"D","07/31/2011","22",16896.0
"D","07/31/2011","23",15439.0
"D","07/31/2011","24",13848.0
"D","08/01/2011","01",13018.0
"D","08/01/2011","02",12436.0
"D","08/01/2011","03",11949.0
"D","08/01/2011","04",11881.0
"D","08/01/2011","05",12047.0
"D","08/01/2011","06",12517.0
"D","08/01/2011","07",13827.0
"D","08/01/2011","08",15849.0
"D","08/01/2011","09",17316.0
"D","08/01/2011","10",18711.0
"D","08/01/2011","11",19741.0
"D","08/01/2011","12",20612.0
"D","08/01/2011","13",21098.0
"D","08/01/2011","14",21720.0
"D","08/01/2011","15",21782.0
"D","08/01/2011","16",21754.0
"D","08/01/2011","17",21600.0
"D","08/01/2011","18",21431.0
"D","08/01/2011","19",20935.0
"D","08/01/2011","20",20283.0
"D","08/01/2011","21",20079.0
"D","08/01/2011","22",19249.0
"D","08/01/2011","23",17263.0
"D","08/01/2011","24",15328.0
"D","08/02/2011","01",14986.0
"D","08/02/2011","02",14027.0
"D","08/02/2011","03",13972.0
"D","08/02/2011","04",13535.0
"D","08/02/2011","05",13631.0
"D","08/02/2011","06",14192.0
"D","08/02/2011","07",15022.0
"D","08/02/2011","08",16102.0
"D","08/02/2011","09",17475.0
"D","08/02/2011","10",18697.0
