Date,Hour Ending,Day-Ahead Cleared Demand
01/01/2013,01,11828.0
01/01/2013,02,11785.0
01/01/2013,03,11600.0
01/01/2013,04,11252.0
01/01/2013,05,11399.0
01/01/2013,06,11758.0
01/01/2013,07,12470.0
01/01/2013,08,13036.0
01/01/2013,09,13575.0
01/01/2013,10,14229.0
01/01/2013,11,14551.0
01/01/2013,12,14824.0
01/01/2013,13,14801.0
01/01/2013,14,14444.0
01/01/2013,15,14295.0
01/01/2013,16,14653.0
01/01/2013,17,15788.0
01/01/2013,18,16476.0
01/01/2013,19,16313.0
01/01/2013,20,15969.0
01/01/2013,21,15354.0
01/01/2013,22,15204.0
01/01/2013,23,13963.0
01/01/2013,24,12774.0
01/02/2013,01,12715.0
01/02/2013,02,12854.0
01/02/2013,03,12650.0
01/02/2013,04,12722.0
01/02/2013,05,12802.0
01/02/2013,06,13038.0
01/02/2013,07,14718.0
01/02/2013,08,15914.0
01/02/2013,09,16296.0
01/02/2013,10,16321.0
01/02/2013,11,16387.0
01/02/2013,12,16610.0
01/02/2013,13,16242.0
01/02/2013,14,15917.0
01/02/2013,15,15752.0
01/02/2013,16,15938.0
01/02/2013,17,17458.0
01/02/2013,18,18318.0
01/02/2013,19,18207.0
01/02/2013,20,17906.0
01/02/2013,21,17421.0
01/02/2013,22,16191.0
01/02/2013,23,14668.0
01/02/2013,24,13312.0
01/03/2013,01,12924.0
01/03/2013,02,12856.0
01/03/2013,03,12859.0
01/03/2013,04,12739.0
01/03/2013,05,12950.0
01/03/2013,06,13285.0
01/03/2013,07,15419.0
01/03/2013,08,16595.0
01/03/2013,09,16634.0
01/03/2013,10,16590.0
01/03/2013,11,16702.0
01/03/2013,12,16607.0
01/03/2013,13,16384.0
01/03/2013,14,16193.0
01/03/2013,15,16070.0
01/03/2013,16,16154.0
01/03/2013,17,17636.0
01/03/2013,18,18436.0
01/03/2013,19,18146.0
01/03/2013,20,17675.0
01/03/2013,21,17150.0
01/03/2013,22,16171.0
01/03/2013,23,14657.0
01/03/2013,24,13197.0
01/04/2013,01,12371.0
01/04/2013,02,12082.0
01/04/2013,03,12033.0
01/04/2013,04,11962.0
01/04/2013,05,12225.0
01/04/2013,06,12822.0
01/04/2013,07,14777.0
01/04/2013,08,15661.0
01/04/2013,09,15743.0
01/04/2013,10,15806.0
01/04/2013,11,15805.0
01/04/2013,12,15681.0
01/04/2013,13,15437.0
01/04/2013,14,15215.0
01/04/2013,15,15124.0
01/04/2013,16,15224.0
01/04/2013,17,16170.0
01/04/2013,18,17026.0
01/04/2013,19,16753.0
01/04/2013,20,16240.0
01/04/2013,21,15567.0
01/04/2013,22,15038.0
01/04/2013,23,13940.0
01/04/2013,24,12529.0
01/05/2013,01,12155.0
01/05/2013,02,11838.0
01/05/2013,03,11711.0
01/05/2013,04,11629.0
01/05/2013,05,11469.0
01/05/2013,06,11707.0
01/05/2013,07,12097.0
01/05/2013,08,13018.0
01/05/2013,09,14125.0
01/05/2013,10,14608.0
01/05/2013,11,14935.0
01/05/2013,12,14794.0
01/05/2013,13,14531.0
01/05/2013,14,14256.0
01/05/2013,15,13885.0
01/05/2013,16,14073.0
01/05/2013,17,15460.0
01/05/2013,18,16809.0
01/05/2013,19,16442.0
01/05/2013,20,16073.0
01/05/2013,21,15668.0
01/05/2013,22,14902.0
01/05/2013,23,13860.0
01/05/2013,24,12739.0
01/06/2013,01,11809.0
01/06/2013,02,11442.0
01/06/2013,03,11411.0
01/06/2013,04,11227.0
01/06/2013,05,11282.0
01/06/2013,06,11384.0
01/06/2013,07,11508.0
01/06/2013,08,12361.0
