Date,Hour Ending,Day-Ahead Cleared Demand
02/16/2010,01,12156.0
02/16/2010,02,12063.0
02/16/2010,03,12189.0
02/16/2010,04,12220.0
02/16/2010,05,12385.0
02/16/2010,06,12873.0
02/16/2010,07,14381.0
02/16/2010,08,15172.0
02/16/2010,09,15568.0
02/16/2010,10,15577.0
02/16/2010,11,15755.0
02/16/2010,12,15528.0
02/16/2010,13,15168.0
02/16/2010,14,15097.0
02/16/2010,15,15002.0
02/16/2010,16,15037.0
02/16/2010,17,15564.0
02/16/2010,18,16973.0
02/16/2010,19,16950.0
02/16/2010,20,16689.0
02/16/2010,21,15786.0
02/16/2010,22,14515.0
02/16/2010,23,13114.0
02/16/2010,24,12289.0
02/17/2010,01,12010.0
02/17/2010,02,12473.0
02/17/2010,03,12506.0
02/17/2010,04,12683.0
02/17/2010,05,12817.0
02/17/2010,06,12763.0
02/17/2010,07,15255.0
02/17/2010,08,16142.0
02/17/2010,09,16462.0
02/17/2010,10,16491.0
02/17/2010,11,16515.0
02/17/2010,12,16376.0
02/17/2010,13,16036.0
02/17/2010,14,15442.0
02/17/2010,15,15231.0
02/17/2010,16,15179.0
02/17/2010,17,15904.0
02/17/2010,18,17891.0
02/17/2010,19,17834.0
02/17/2010,20,17407.0
02/17/2010,21,16595.0
02/17/2010,22,15114.0
02/17/2010,23,13549.0
02/17/2010,24,12907.0
02/18/2010,01,12511.0
02/18/2010,02,12369.0
02/18/2010,03,12008.0
02/18/2010,04,11978.0
02/18/2010,05,12562.0
02/18/2010,06,13100.0
02/18/2010,07,14421.0
02/18/2010,08,14971.0
02/18/2010,09,15693.0
02/18/2010,10,15692.0
02/18/2010,11,15626.0
02/18/2010,12,15506.0
02/18/2010,13,15137.0
02/18/2010,14,14896.0
02/18/2010,15,14568.0
02/18/2010,16,14527.0
02/18/2010,17,15102.0
02/18/2010,18,16680.0
02/18/2010,19,16540.0
02/18/2010,20,16554.0
02/18/2010,21,15960.0
02/18/2010,22,14350.0
02/18/2010,23,12982.0
02/18/2010,24,12584.0
02/19/2010,01,11765.0
02/19/2010,02,11674.0
02/19/2010,03,11665.0
02/19/2010,04,11664.0
02/19/2010,05,11890.0
02/19/2010,06,12335.0
02/19/2010,07,14336.0
02/19/2010,08,15226.0
02/19/2010,09,15380.0
02/19/2010,10,15309.0
02/19/2010,11,15393.0
02/19/2010,12,15089.0
02/19/2010,13,15008.0
02/19/2010,14,14941.0
02/19/2010,15,14616.0
02/19/2010,16,14474.0
02/19/2010,17,14941.0
02/19/2010,18,16235.0
02/19/2010,19,16299.0
02/19/2010,20,16155.0
02/19/2010,21,15352.0
02/19/2010,22,14178.0
02/19/2010,23,12868.0
02/19/2010,24,11963.0
02/20/2010,01,11443.0
02/20/2010,02,11577.0
02/20/2010,03,11176.0
02/20/2010,04,10831.0
02/20/2010,05,11113.0
02/20/2010,06,11339.0
02/20/2010,07,11597.0
02/20/2010,08,12826.0
02/20/2010,09,14264.0
02/20/2010,10,14781.0
02/20/2010,11,14587.0
02/20/2010,12,14494.0
02/20/2010,13,14262.0
02/20/2010,14,13826.0
02/20/2010,15,13463.0
02/20/2010,16,13501.0
02/20/2010,17,14142.0
02/20/2010,18,15415.0
02/20/2010,19,15582.0
02/20/2010,20,15302.0
02/20/2010,21,14808.0
02/20/2010,22,13960.0
02/20/2010,23,12847.0
02/20/2010,24,12058.0
02/21/2010,01,11566.0
02/21/2010,02,11256.0
02/21/2010,03,11267.0
02/21/2010,04,11213.0
02/21/2010,05,11234.0
02/21/2010,06,11631.0
02/21/2010,07,11611.0
02/21/2010,08,12463.0
02/21/2010,09,13141.0
02/21/2010,10,13734.0
02/21/2010,11,13901.0
02/21/2010,12,14067.0
02/21/2010,13,13988.0
02/21/2010,14,13722.0
02/21/2010,15,13559.0
02/21/2010,16,13497.0
02/21/2010,17,14184.0
02/21/2010,18,15560.0
02/21/2010,19,15733.0
02/21/2010,20,15443.0
02/21/2010,21,14717.0
02/21/2010,22,13844.0
02/21/2010,23,12698.0
02/21/2010,24,11791.0
02/22/2010,01,11837.0
02/22/2010,02,11845.0
02/22/2010,03,11723.0
02/22/2010,04,11736.0
02/22/2010,05,11884.0
02/22/2010,06,12342.0
02/22/2010,07,13639.0
02/22/2010,08,15227.0
02/22/2010,09,15387.0
02/22/2010,10,15448.0
02/22/2010,11,15293.0
02/22/2010,12,15209.0
02/22/2010,13,15119.0
02/22/2010,14,15066.0
02/22/2010,15,14803.0
02/22/2010,16,14821.0
02/22/2010,17,15276.0
02/22/2010,18,16605.0
02/22/2010,19,16729.0
02/22/2010,20,16574.0
02/22/2010,21,15521.0
02/22/2010,22,14424.0
02/22/2010,23,13126.0
02/22/2010,24,12213.0
02/23/2010,01,11480.0
02/23/2010,02,11715.0
02/23/2010,03,11486.0
02/23/2010,04,11375.0
02/23/2010,05,11868.0
02/23/2010,06,11900.0
02/23/2010,07,14241.0
02/23/2010,08,15493.0
02/23/2010,09,15432.0
02/23/2010,10,15482.0
02/23/2010,11,15740.0
02/23/2010,12,15529.0
02/23/2010,13,15249.0
02/23/2010,14,15181.0
02/23/2010,15,15034.0
02/23/2010,16,15027.0
02/23/2010,17,15717.0
02/23/2010,18,17025.0
02/23/2010,19,17034.0
02/23/2010,20,17007.0
02/23/2010,21,16057.0
02/23/2010,22,14558.0
02/23/2010,23,12977.0
02/23/2010,24,12082.0
02/24/2010,01,11694.0
02/24/2010,02,11827.0
02/24/2010,03,11843.0
02/24/2010,04,11958.0
02/24/2010,05,12290.0
02/24/2010,06,12265.0
02/24/2010,07,13705.0
02/24/2010,08,15103.0
02/24/2010,09,15835.0
02/24/2010,10,16149.0
02/24/2010,11,16101.0
02/24/2010,12,15953.0
02/24/2010,13,15906.0
02/24/2010,14,15729.0
02/24/2010,15,15615.0
02/24/2010,16,15839.0
02/24/2010,17,16140.0
02/24/2010,18,17323.0
02/24/2010,19,17201.0
02/24/2010,20,16863.0
02/24/2010,21,16087.0
02/24/2010,22,14651.0
02/24/2010,23,13060.0
02/24/2010,24,12096.0
02/25/2010,01,12250.0
02/25/2010,02,11977.0
02/25/2010,03,11939.0
02/25/2010,04,11923.0
02/25/2010,05,11975.0
02/25/2010,06,12378.0
02/25/2010,07,13986.0
02/25/2010,08,15372.0
02/25/2010,09,15658.0
02/25/2010,10,15791.0
02/25/2010,11,16081.0
02/25/2010,12,16139.0
02/25/2010,13,15866.0
02/25/2010,14,15739.0
02/25/2010,15,15644.0
02/25/2010,16,15557.0
02/25/2010,17,16078.0
02/25/2010,18,17485.0
02/25/2010,19,17070.0
02/25/2010,20,16484.0
02/25/2010,21,16009.0
02/25/2010,22,14410.0
02/25/2010,23,12960.0
02/25/2010,24,12044.0
02/26/2010,01,11732.0
02/26/2010,02,11888.0
02/26/2010,03,11539.0
02/26/2010,04,11552.0
02/26/2010,05,11806.0
02/26/2010,06,12326.0
02/26/2010,07,13715.0
02/26/2010,08,15051.0
02/26/2010,09,15362.0
02/26/2010,10,15586.0
02/26/2010,11,15582.0
02/26/2010,12,15500.0
02/26/2010,13,15311.0
02/26/2010,14,15358.0
02/26/2010,15,15127.0
02/26/2010,16,15081.0
02/26/2010,17,15403.0
02/26/2010,18,16885.0
02/26/2010,19,16683.0
02/26/2010,20,16185.0
02/26/2010,21,15127.0
02/26/2010,22,14076.0
02/26/2010,23,12996.0
02/26/2010,24,12097.0
02/27/2010,01,11291.0
02/27/2010,02,11227.0
02/27/2010,03,11359.0
02/27/2010,04,11257.0
02/27/2010,05,11230.0
02/27/2010,06,11287.0
02/27/2010,07,11760.0
02/27/2010,08,12300.0
02/27/2010,09,14095.0
02/27/2010,10,14544.0
02/27/2010,11,14316.0
02/27/2010,12,14258.0
02/27/2010,13,14068.0
02/27/2010,14,13849.0
02/27/2010,15,13571.0
02/27/2010,16,13604.0
02/27/2010,17,14001.0
02/27/2010,18,15120.0
02/27/2010,19,15258.0
02/27/2010,20,14934.0
02/27/2010,21,14260.0
02/27/2010,22,13680.0
02/27/2010,23,12397.0
02/27/2010,24,11579.0
02/28/2010,01,10851.0
02/28/2010,02,10981.0
02/28/2010,03,11053.0
02/28/2010,04,11000.0
02/28/2010,05,10886.0
02/28/2010,06,11051.0
02/28/2010,07,11243.0
02/28/2010,08,11890.0
02/28/2010,09,12483.0
02/28/2010,10,13307.0
02/28/2010,11,13626.0
02/28/2010,12,13778.0
02/28/2010,13,13771.0
02/28/2010,14,13460.0
02/28/2010,15,13233.0
02/28/2010,16,13237.0
02/28/2010,17,13899.0
02/28/2010,18,15355.0
02/28/2010,19,15596.0
02/28/2010,20,14962.0
02/28/2010,21,14374.0
02/28/2010,22,13313.0
02/28/2010,23,12206.0
02/28/2010,24,11408.0
