Date,Hour Ending,Day-Ahead Cleared Demand
06/13/2010,01,10529.0
06/13/2010,02,10421.0
06/13/2010,03,10108.0
06/13/2010,04,9803.0
06/13/2010,05,9685.0
06/13/2010,06,9801.0
06/13/2010,07,9951.0
06/13/2010,08,10583.0
06/13/2010,09,11830.0
06/13/2010,10,12885.0
06/13/2010,11,13675.0
06/13/2010,12,14091.0
06/13/2010,13,14152.0
06/13/2010,14,14186.0
06/13/2010,15,14256.0
06/13/2010,16,14298.0
06/13/2010,17,14540.0
06/13/2010,18,14570.0
06/13/2010,19,14592.0
06/13/2010,20,14428.0
06/13/2010,21,14845.0
06/13/2010,22,13994.0
06/13/2010,23,12403.0
06/13/2010,24,11264.0
06/14/2010,01,10828.0
06/14/2010,02,10293.0
06/14/2010,03,10274.0
06/14/2010,04,10227.0
06/14/2010,05,10218.0
06/14/2010,06,10299.0
06/14/2010,07,11773.0
06/14/2010,08,13604.0
06/14/2010,09,14783.0
06/14/2010,10,15648.0
06/14/2010,11,16251.0
06/14/2010,12,16467.0
06/14/2010,13,16717.0
06/14/2010,14,17038.0
06/14/2010,15,17070.0
06/14/2010,16,17186.0
06/14/2010,17,17084.0
06/14/2010,18,16510.0
06/14/2010,19,16181.0
06/14/2010,20,15927.0
06/14/2010,21,16182.0
06/14/2010,22,14813.0
06/14/2010,23,13059.0
06/14/2010,24,11827.0
06/15/2010,01,10117.0
06/15/2010,02,9740.0
06/15/2010,03,9471.0
06/15/2010,04,9373.0
06/15/2010,05,9486.0
06/15/2010,06,9787.0
06/15/2010,07,11048.0
06/15/2010,08,12783.0
06/15/2010,09,13824.0
06/15/2010,10,14349.0
06/15/2010,11,14924.0
06/15/2010,12,15385.0
06/15/2010,13,15717.0
06/15/2010,14,15949.0
06/15/2010,15,15955.0
06/15/2010,16,15775.0
06/15/2010,17,15851.0
06/15/2010,18,15469.0
06/15/2010,19,15040.0
06/15/2010,20,14635.0
06/15/2010,21,14840.0
06/15/2010,22,13849.0
06/15/2010,23,12015.0
06/15/2010,24,10919.0
06/16/2010,01,10760.0
06/16/2010,02,10163.0
06/16/2010,03,10083.0
06/16/2010,04,10153.0
06/16/2010,05,10146.0
06/16/2010,06,10541.0
06/16/2010,07,12103.0
06/16/2010,08,13455.0
06/16/2010,09,14317.0
06/16/2010,10,14805.0
06/16/2010,11,15199.0
06/16/2010,12,15467.0
06/16/2010,13,15658.0
06/16/2010,14,15686.0
06/16/2010,15,15711.0
06/16/2010,16,15605.0
06/16/2010,17,15507.0
06/16/2010,18,15042.0
06/16/2010,19,14272.0
06/16/2010,20,14209.0
06/16/2010,21,14473.0
06/16/2010,22,13721.0
06/16/2010,23,12279.0
06/16/2010,24,10981.0
06/17/2010,01,11398.0
06/17/2010,02,11151.0
06/17/2010,03,10879.0
06/17/2010,04,10827.0
06/17/2010,05,10959.0
06/17/2010,06,11406.0
06/17/2010,07,12559.0
06/17/2010,08,14227.0
06/17/2010,09,15273.0
06/17/2010,10,15929.0
06/17/2010,11,16477.0
06/17/2010,12,16752.0
06/17/2010,13,16886.0
06/17/2010,14,16655.0
06/17/2010,15,16752.0
06/17/2010,16,16600.0
06/17/2010,17,16456.0
06/17/2010,18,16404.0
06/17/2010,19,15792.0
06/17/2010,20,15478.0
06/17/2010,21,15702.0
06/17/2010,22,15037.0
06/17/2010,23,13171.0
06/17/2010,24,11775.0
06/18/2010,01,11310.0
06/18/2010,02,11070.0
06/18/2010,03,10741.0
06/18/2010,04,10754.0
06/18/2010,05,10933.0
06/18/2010,06,11375.0
06/18/2010,07,12628.0
06/18/2010,08,14595.0
06/18/2010,09,15631.0
06/18/2010,10,16809.0
06/18/2010,11,17603.0
06/18/2010,12,17907.0
06/18/2010,13,18102.0
06/18/2010,14,18366.0
06/18/2010,15,18509.0
06/18/2010,16,18375.0
06/18/2010,17,18323.0
06/18/2010,18,17998.0
06/18/2010,19,17640.0
06/18/2010,20,17092.0
06/18/2010,21,17178.0
06/18/2010,22,16501.0
06/18/2010,23,14839.0
06/18/2010,24,13205.0
06/19/2010,01,11762.0
06/19/2010,02,11032.0
06/19/2010,03,10760.0
06/19/2010,04,10561.0
06/19/2010,05,10533.0
06/19/2010,06,10560.0
06/19/2010,07,10523.0
06/19/2010,08,11752.0
06/19/2010,09,13580.0
06/19/2010,10,14989.0
06/19/2010,11,15791.0
06/19/2010,12,16457.0
06/19/2010,13,16758.0
06/19/2010,14,17317.0
06/19/2010,15,17409.0
06/19/2010,16,17404.0
06/19/2010,17,17460.0
06/19/2010,18,16726.0
06/19/2010,19,16070.0
06/19/2010,20,15611.0
06/19/2010,21,16026.0
06/19/2010,22,15287.0
06/19/2010,23,14210.0
06/19/2010,24,12747.0
06/20/2010,01,11411.0
06/20/2010,02,10951.0
06/20/2010,03,10589.0
06/20/2010,04,10482.0
06/20/2010,05,10145.0
06/20/2010,06,10374.0
06/20/2010,07,10485.0
06/20/2010,08,11382.0
06/20/2010,09,12994.0
06/20/2010,10,14319.0
06/20/2010,11,15503.0
06/20/2010,12,16368.0
06/20/2010,13,16835.0
06/20/2010,14,16937.0
06/20/2010,15,17125.0
06/20/2010,16,17139.0
06/20/2010,17,17189.0
06/20/2010,18,17065.0
06/20/2010,19,16732.0
06/20/2010,20,16495.0
06/20/2010,21,16884.0
06/20/2010,22,15840.0
06/20/2010,23,13971.0
06/20/2010,24,12112.0
06/21/2010,01,11604.0
06/21/2010,02,11452.0
06/21/2010,03,11045.0
06/21/2010,04,10782.0
06/21/2010,05,10915.0
06/21/2010,06,11525.0
06/21/2010,07,13181.0
06/21/2010,08,15422.0
06/21/2010,09,16467.0
06/21/2010,10,17581.0
06/21/2010,11,18123.0
06/21/2010,12,18586.0
06/21/2010,13,18654.0
06/21/2010,14,18837.0
06/21/2010,15,18894.0
06/21/2010,16,19152.0
06/21/2010,17,19044.0
06/21/2010,18,18493.0
06/21/2010,19,17983.0
06/21/2010,20,17697.0
06/21/2010,21,17864.0
06/21/2010,22,16936.0
06/21/2010,23,14980.0
06/21/2010,24,13005.0
06/22/2010,01,12356.0
06/22/2010,02,12083.0
06/22/2010,03,11655.0
06/22/2010,04,11355.0
06/22/2010,05,11568.0
06/22/2010,06,11979.0
06/22/2010,07,13342.0
06/22/2010,08,14996.0
06/22/2010,09,16057.0
06/22/2010,10,17365.0
06/22/2010,11,18132.0
06/22/2010,12,18581.0
06/22/2010,13,18613.0
06/22/2010,14,18703.0
06/22/2010,15,18794.0
06/22/2010,16,18829.0
06/22/2010,17,18742.0
06/22/2010,18,18472.0
06/22/2010,19,18250.0
06/22/2010,20,17814.0
06/22/2010,21,17813.0
06/22/2010,22,16562.0
06/22/2010,23,14651.0
06/22/2010,24,12753.0
06/23/2010,01,12621.0
06/23/2010,02,11915.0
06/23/2010,03,11747.0
06/23/2010,04,11505.0
06/23/2010,05,11694.0
06/23/2010,06,11784.0
06/23/2010,07,13369.0
06/23/2010,08,15654.0
06/23/2010,09,16912.0
06/23/2010,10,17786.0
06/23/2010,11,18473.0
06/23/2010,12,18949.0
06/23/2010,13,19206.0
06/23/2010,14,19517.0
06/23/2010,15,19797.0
06/23/2010,16,19882.0
06/23/2010,17,19901.0
06/23/2010,18,19406.0
06/23/2010,19,18594.0
06/23/2010,20,18322.0
06/23/2010,21,18442.0
06/23/2010,22,17719.0
06/23/2010,23,15777.0
06/23/2010,24,14073.0
06/24/2010,01,14019.0
06/24/2010,02,13300.0
06/24/2010,03,12895.0
06/24/2010,04,12667.0
06/24/2010,05,12839.0
06/24/2010,06,13086.0
06/24/2010,07,14373.0
06/24/2010,08,16910.0
06/24/2010,09,18116.0
06/24/2010,10,18687.0
06/24/2010,11,19487.0
06/24/2010,12,19976.0
06/24/2010,13,20030.0
06/24/2010,14,20172.0
06/24/2010,15,20126.0
06/24/2010,16,20394.0
06/24/2010,17,20412.0
06/24/2010,18,20029.0
06/24/2010,19,19423.0
06/24/2010,20,19156.0
06/24/2010,21,19283.0
06/24/2010,22,18731.0
06/24/2010,23,16773.0
06/24/2010,24,14949.0
06/25/2010,01,13406.0
06/25/2010,02,12653.0
06/25/2010,03,11757.0
06/25/2010,04,11527.0
06/25/2010,05,11640.0
06/25/2010,06,11962.0
06/25/2010,07,13211.0
06/25/2010,08,14894.0
06/25/2010,09,16444.0
06/25/2010,10,17579.0
06/25/2010,11,18149.0
06/25/2010,12,18436.0
06/25/2010,13,18657.0
06/25/2010,14,19086.0
06/25/2010,15,19136.0
06/25/2010,16,19184.0
06/25/2010,17,19282.0
06/25/2010,18,18543.0
06/25/2010,19,17886.0
06/25/2010,20,17248.0
06/25/2010,21,17103.0
06/25/2010,22,16188.0
06/25/2010,23,14217.0
06/25/2010,24,13184.0
06/26/2010,01,12245.0
06/26/2010,02,11516.0
06/26/2010,03,11146.0
06/26/2010,04,10827.0
06/26/2010,05,10666.0
06/26/2010,06,10617.0
06/26/2010,07,11123.0
06/26/2010,08,12225.0
06/26/2010,09,13994.0
06/26/2010,10,15155.0
06/26/2010,11,16113.0
06/26/2010,12,16678.0
06/26/2010,13,16854.0
06/26/2010,14,16784.0
06/26/2010,15,16885.0
06/26/2010,16,17022.0
06/26/2010,17,16920.0
06/26/2010,18,16853.0
06/26/2010,19,16257.0
06/26/2010,20,16014.0
06/26/2010,21,16317.0
06/26/2010,22,15620.0
06/26/2010,23,14495.0
06/26/2010,24,12809.0
06/27/2010,01,11635.0
06/27/2010,02,11181.0
06/27/2010,03,10667.0
06/27/2010,04,10404.0
06/27/2010,05,10429.0
06/27/2010,06,10438.0
06/27/2010,07,10635.0
06/27/2010,08,11197.0
06/27/2010,09,12801.0
06/27/2010,10,13895.0
06/27/2010,11,15072.0
06/27/2010,12,15923.0
06/27/2010,13,16517.0
06/27/2010,14,16546.0
06/27/2010,15,16577.0
06/27/2010,16,16613.0
06/27/2010,17,16704.0
06/27/2010,18,16697.0
06/27/2010,19,16256.0
06/27/2010,20,16025.0
06/27/2010,21,16739.0
06/27/2010,22,15635.0
06/27/2010,23,13830.0
06/27/2010,24,12325.0
