"C","Day-Ahead Energy Market Hourly Demand Report"
"C","Filename: da_hourlydemand_20131110_20131124.csv"
"C","Report for: 11/10/2013 - 11/24/2013"
"C","Report generated: 03/14/2016 09:17:00 EDT"
"H","Date","Hour Ending","Day-Ahead Cleared Demand"
"H","Date","HE","MWh"
"D","11/10/2013","01",10426.0
"D","11/10/2013","02",10195.0
"D","11/10/2013","03",10589.0
"D","11/10/2013","04",10482.0
"D","11/10/2013","05",10314.0
"D","11/10/2013","06",10545.0
"D","11/10/2013","07",10640.0
"D","11/10/2013","08",11251.0
"D","11/10/2013","09",12187.0
"D","11/10/2013","10",12760.0
"D","11/10/2013","11",12949.0
"D","11/10/2013","12",12760.0
"D","11/10/2013","13",12632.0
"D","11/10/2013","14",12545.0
"D","11/10/2013","15",12390.0
"D","11/10/2013","16",12697.0
"D","11/10/2013","17",13974.0
"D","11/10/2013","18",15218.0
"D","11/10/2013","19",14814.0
"D","11/10/2013","20",14342.0
"D","11/10/2013","21",13855.0
"D","11/10/2013","22",13041.0
"D","11/10/2013","23",11785.0
"D","11/10/2013","24",11042.0
"D","11/11/2013","01",10976.0
"D","11/11/2013","02",10802.0
"D","11/11/2013","03",10808.0
"D","11/11/2013","04",10826.0
"D","11/11/2013","05",11225.0
"D","11/11/2013","06",12416.0
"D","11/11/2013","07",13367.0
"D","11/11/2013","08",14066.0
"D","11/11/2013","09",14363.0
"D","11/11/2013","10",14471.0
"D","11/11/2013","11",14352.0
"D","11/11/2013","12",14232.0
"D","11/11/2013","13",14025.0
"D","11/11/2013","14",13917.0
"D","11/11/2013","15",13703.0
"D","11/11/2013","16",13878.0
"D","11/11/2013","17",15480.0
"D","11/11/2013","18",16426.0
"D","11/11/2013","19",16052.0
"D","11/11/2013","20",15740.0
"D","11/11/2013","21",14979.0
"D","11/11/2013","22",13912.0
"D","11/11/2013","23",12633.0
"D","11/11/2013","24",11533.0
"D","11/12/2013","01",10378.0
"D","11/12/2013","02",10546.0
"D","11/12/2013","03",10702.0
"D","11/12/2013","04",10658.0
"D","11/12/2013","05",10761.0
"D","11/12/2013","06",11671.0
