"C","Day-Ahead Energy Market Hourly Demand Report"
"C","Filename: da_hourlydemand_20131225_20131231.csv"
"C","Report for: 12/25/2013 - 12/31/2013"
"C","Report generated: 03/14/2016 09:18:16 EDT"
"H","Date","Hour Ending","Day-Ahead Cleared Demand"
"H","Date","HE","MWh"
"D","12/25/2013","01",12696.0
"D","12/25/2013","02",12691.0
"D","12/25/2013","03",12862.0
"D","12/25/2013","04",12661.0
"D","12/25/2013","05",12802.0
"D","12/25/2013","06",13003.0
"D","12/25/2013","07",13317.0
"D","12/25/2013","08",14206.0
"D","12/25/2013","09",14859.0
"D","12/25/2013","10",15252.0
"D","12/25/2013","11",15527.0
"D","12/25/2013","12",15388.0
"D","12/25/2013","13",15114.0
"D","12/25/2013","14",14796.0
"D","12/25/2013","15",14604.0
"D","12/25/2013","16",14636.0
"D","12/25/2013","17",15950.0
"D","12/25/2013","18",16753.0
"D","12/25/2013","19",16541.0
"D","12/25/2013","20",16310.0
"D","12/25/2013","21",15519.0
"D","12/25/2013","22",14919.0
"D","12/25/2013","23",14049.0
"D","12/25/2013","24",13318.0
"D","12/26/2013","01",12821.0
"D","12/26/2013","02",12471.0
"D","12/26/2013","03",12383.0
"D","12/26/2013","04",12417.0
"D","12/26/2013","05",12572.0
"D","12/26/2013","06",13408.0
"D","12/26/2013","07",14763.0
"D","12/26/2013","08",15563.0
"D","12/26/2013","09",16273.0
"D","12/26/2013","10",16351.0
"D","12/26/2013","11",16486.0
"D","12/26/2013","12",16203.0
"D","12/26/2013","13",15996.0
"D","12/26/2013","14",15882.0
"D","12/26/2013","15",15685.0
"D","12/26/2013","16",16004.0
"D","12/26/2013","17",17269.0
"D","12/26/2013","18",18028.0
"D","12/26/2013","19",17674.0
"D","12/26/2013","20",17296.0
"D","12/26/2013","21",16616.0
"D","12/26/2013","22",15615.0
"D","12/26/2013","23",14392.0
"D","12/26/2013","24",13292.0
"D","12/27/2013","01",13032.0
"D","12/27/2013","02",12822.0
"D","12/27/2013","03",12786.0
"D","12/27/2013","04",12739.0
"D","12/27/2013","05",12938.0
"D","12/27/2013","06",13637.0
"D","12/27/2013","07",14866.0
"D","12/27/2013","08",15797.0
"D","12/27/2013","09",15997.0
"D","12/27/2013","10",15944.0
"D","12/27/2013","11",15926.0
"D","12/27/2013","12",15702.0
"D","12/27/2013","13",15448.0
"D","12/27/2013","14",15310.0
"D","12/27/2013","15",15259.0
"D","12/27/2013","16",15503.0
"D","12/27/2013","17",16845.0
"D","12/27/2013","18",17805.0
"D","12/27/2013","19",17430.0
"D","12/27/2013","20",16920.0
"D","12/27/2013","21",16427.0
"D","12/27/2013","22",15610.0
"D","12/27/2013","23",14394.0
"D","12/27/2013","24",12931.0
"D","12/28/2013","01",12625.0
"D","12/28/2013","02",12539.0
"D","12/28/2013","03",12567.0
"D","12/28/2013","04",12480.0
"D","12/28/2013","05",12834.0
"D","12/28/2013","06",12993.0
"D","12/28/2013","07",13595.0
"D","12/28/2013","08",14124.0
"D","12/28/2013","09",14821.0
"D","12/28/2013","10",15108.0
"D","12/28/2013","11",15133.0
"D","12/28/2013","12",14904.0
"D","12/28/2013","13",14555.0
"D","12/28/2013","14",14301.0
"D","12/28/2013","15",14149.0
"D","12/28/2013","16",14566.0
"D","12/28/2013","17",15743.0
