"C","Day-Ahead Energy Market Hourly Demand Report"
"C","Filename: da_hourlydemand_20131026_20131108.csv"
"C","Report for: 10/26/2013 - 11/08/2013"
"C","Report generated: 03/14/2016 09:15:52 EDT"
"H","Date","Hour Ending","Day-Ahead Cleared Demand"
"H","Date","HE","MWh"
"D","10/26/2013","01",10678.0
"D","10/26/2013","02",10500.0
"D","10/26/2013","03",10284.0
"D","10/26/2013","04",10205.0
"D","10/26/2013","05",10209.0
"D","10/26/2013","06",10583.0
"D","10/26/2013","07",11260.0
"D","10/26/2013","08",12237.0
"D","10/26/2013","09",13261.0
"D","10/26/2013","10",13300.0
"D","10/26/2013","11",13252.0
"D","10/26/2013","12",13076.0
"D","10/26/2013","13",12791.0
"D","10/26/2013","14",12667.0
"D","10/26/2013","15",12422.0
"D","10/26/2013","16",12425.0
"D","10/26/2013","17",12678.0
"D","10/26/2013","18",13747.0
"D","10/26/2013","19",14315.0
"D","10/26/2013","20",13904.0
"D","10/26/2013","21",13545.0
"D","10/26/2013","22",12563.0
"D","10/26/2013","23",11469.0
"D","10/26/2013","24",10519.0
"D","10/27/2013","01",10172.0
"D","10/27/2013","02",9888.0
"D","10/27/2013","03",9650.0
"D","10/27/2013","04",9402.0
"D","10/27/2013","05",9371.0
"D","10/27/2013","06",9541.0
"D","10/27/2013","07",9920.0
"D","10/27/2013","08",10715.0
"D","10/27/2013","09",11829.0
"D","10/27/2013","10",12401.0
"D","10/27/2013","11",12467.0
"D","10/27/2013","12",12531.0
"D","10/27/2013","13",12454.0
"D","10/27/2013","14",12340.0
"D","10/27/2013","15",12153.0
"D","10/27/2013","16",12182.0
"D","10/27/2013","17",12652.0
"D","10/27/2013","18",13724.0
"D","10/27/2013","19",14507.0
"D","10/27/2013","20",14113.0
"D","10/27/2013","21",13759.0
"D","10/27/2013","22",12784.0
"D","10/27/2013","23",11497.0
"D","10/27/2013","24",10510.0
"D","10/28/2013","01",10267.0
"D","10/28/2013","02",10135.0
"D","10/28/2013","03",10077.0
"D","10/28/2013","04",9984.0
"D","10/28/2013","05",10126.0
"D","10/28/2013","06",11223.0
"D","10/28/2013","07",13135.0
"D","10/28/2013","08",14346.0
"D","10/28/2013","09",14643.0
"D","10/28/2013","10",14761.0
"D","10/28/2013","11",14679.0
"D","10/28/2013","12",14358.0
"D","10/28/2013","13",14235.0
"D","10/28/2013","14",14140.0
"D","10/28/2013","15",14142.0
"D","10/28/2013","16",14117.0
"D","10/28/2013","17",14394.0
"D","10/28/2013","18",15419.0
"D","10/28/2013","19",16184.0
"D","10/28/2013","20",15627.0
"D","10/28/2013","21",15047.0
"D","10/28/2013","22",13674.0
"D","10/28/2013","23",12255.0
"D","10/28/2013","24",11106.0
"D","10/29/2013","01",10695.0
"D","10/29/2013","02",10510.0
"D","10/29/2013","03",10493.0
"D","10/29/2013","04",10501.0
"D","10/29/2013","05",10702.0
"D","10/29/2013","06",11648.0
"D","10/29/2013","07",13587.0
"D","10/29/2013","08",14709.0
"D","10/29/2013","09",14897.0
"D","10/29/2013","10",14854.0
"D","10/29/2013","11",14600.0
"D","10/29/2013","12",14391.0
"D","10/29/2013","13",14278.0
"D","10/29/2013","14",14132.0
"D","10/29/2013","15",13989.0
"D","10/29/2013","16",13990.0
"D","10/29/2013","17",14378.0
"D","10/29/2013","18",15678.0
"D","10/29/2013","19",16225.0
"D","10/29/2013","20",15766.0
"D","10/29/2013","21",15257.0
"D","10/29/2013","22",14059.0
"D","10/29/2013","23",12595.0
"D","10/29/2013","24",11274.0
"D","10/30/2013","01",10629.0
"D","10/30/2013","02",10456.0
"D","10/30/2013","03",10261.0
"D","10/30/2013","04",10264.0
"D","10/30/2013","05",10508.0
"D","10/30/2013","06",11050.0
"D","10/30/2013","07",13581.0
"D","10/30/2013","08",14535.0
"D","10/30/2013","09",14699.0
"D","10/30/2013","10",14802.0
"D","10/30/2013","11",14871.0
"D","10/30/2013","12",14503.0
"D","10/30/2013","13",14352.0
"D","10/30/2013","14",14111.0
"D","10/30/2013","15",13959.0
"D","10/30/2013","16",13896.0
"D","10/30/2013","17",14362.0
"D","10/30/2013","18",15235.0
"D","10/30/2013","19",16124.0
"D","10/30/2013","20",15772.0
"D","10/30/2013","21",14798.0
"D","10/30/2013","22",13380.0
"D","10/30/2013","23",12262.0
"D","10/30/2013","24",11047.0
"D","10/31/2013","01",10947.0
"D","10/31/2013","02",10730.0
"D","10/31/2013","03",10409.0
"D","10/31/2013","04",10320.0
"D","10/31/2013","05",10594.0
"D","10/31/2013","06",11341.0
"D","10/31/2013","07",13443.0
"D","10/31/2013","08",14666.0
"D","10/31/2013","09",14573.0
"D","10/31/2013","10",14554.0
"D","10/31/2013","11",14734.0
"D","10/31/2013","12",14434.0
"D","10/31/2013","13",14376.0
"D","10/31/2013","14",14242.0
"D","10/31/2013","15",14024.0
"D","10/31/2013","16",13883.0
"D","10/31/2013","17",14273.0
"D","10/31/2013","18",15140.0
"D","10/31/2013","19",15602.0
"D","10/31/2013","20",15364.0
"D","10/31/2013","21",14630.0
"D","10/31/2013","22",13414.0
"D","10/31/2013","23",12036.0
"D","10/31/2013","24",10865.0
"D","11/01/2013","01",10650.0
"D","11/01/2013","02",10593.0
"D","11/01/2013","03",10364.0
"D","11/01/2013","04",10263.0
"D","11/01/2013","05",10406.0
"D","11/01/2013","06",11022.0
"D","11/01/2013","07",13028.0
"D","11/01/2013","08",14298.0
"D","11/01/2013","09",14579.0
"D","11/01/2013","10",14623.0
"D","11/01/2013","11",14884.0
"D","11/01/2013","12",14776.0
"D","11/01/2013","13",14511.0
"D","11/01/2013","14",14330.0
"D","11/01/2013","15",14205.0
"D","11/01/2013","16",14172.0
"D","11/01/2013","17",14339.0
