"C","Day-Ahead Energy Market Hourly Demand Report"
"C","Filename: da_hourlydemand_20130415_20130429.csv"
"C","Report for: 04/15/2013 - 04/29/2013"
"C","Report generated: 03/14/2016 09:09:47 EDT"
"H","Date","Hour Ending","Day-Ahead Cleared Demand"
"H","Date","HE","MWh"
"D","04/15/2013","01",10640.0
"D","04/15/2013","02",10527.0
"D","04/15/2013","03",10403.0
"D","04/15/2013","04",10365.0
"D","04/15/2013","05",10695.0
"D","04/15/2013","06",11085.0
"D","04/15/2013","07",12465.0
"D","04/15/2013","08",13420.0
"D","04/15/2013","09",13683.0
"D","04/15/2013","10",14042.0
"D","04/15/2013","11",14184.0
"D","04/15/2013","12",14288.0
"D","04/15/2013","13",13983.0
"D","04/15/2013","14",13800.0
"D","04/15/2013","15",13356.0
"D","04/15/2013","16",13264.0
"D","04/15/2013","17",13283.0
"D","04/15/2013","18",13623.0
"D","04/15/2013","19",13885.0
"D","04/15/2013","20",14737.0
"D","04/15/2013","21",14434.0
"D","04/15/2013","22",13423.0
"D","04/15/2013","23",12442.0
"D","04/15/2013","24",11285.0
"D","04/16/2013","01",10435.0
"D","04/16/2013","02",10430.0
"D","04/16/2013","03",10475.0
"D","04/16/2013","04",10141.0
"D","04/16/2013","05",10503.0
"D","04/16/2013","06",11105.0
"D","04/16/2013","07",12930.0
"D","04/16/2013","08",13535.0
"D","04/16/2013","09",13725.0
"D","04/16/2013","10",13985.0
"D","04/16/2013","11",14050.0
"D","04/16/2013","12",14074.0
"D","04/16/2013","13",14033.0
"D","04/16/2013","14",13930.0
"D","04/16/2013","15",13722.0
"D","04/16/2013","16",13592.0
"D","04/16/2013","17",13592.0
"D","04/16/2013","18",13651.0
"D","04/16/2013","19",13729.0
"D","04/16/2013","20",14468.0
"D","04/16/2013","21",14526.0
"D","04/16/2013","22",13357.0
"D","04/16/2013","23",12030.0
"D","04/16/2013","24",10967.0
"D","04/17/2013","01",9818.0
"D","04/17/2013","02",9861.0
"D","04/17/2013","03",9563.0
"D","04/17/2013","04",9558.0
"D","04/17/2013","05",9797.0
"D","04/17/2013","06",10199.0
"D","04/17/2013","07",12322.0
"D","04/17/2013","08",13353.0
"D","04/17/2013","09",13362.0
"D","04/17/2013","10",13556.0
"D","04/17/2013","11",13454.0
"D","04/17/2013","12",13547.0
"D","04/17/2013","13",13466.0
"D","04/17/2013","14",13330.0
"D","04/17/2013","15",13178.0
"D","04/17/2013","16",13026.0
"D","04/17/2013","17",12981.0
"D","04/17/2013","18",13033.0
"D","04/17/2013","19",13294.0
"D","04/17/2013","20",14139.0
"D","04/17/2013","21",14015.0
"D","04/17/2013","22",13027.0
"D","04/17/2013","23",11624.0
"D","04/17/2013","24",10495.0
"D","04/18/2013","01",9920.0
"D","04/18/2013","02",9714.0
"D","04/18/2013","03",9432.0
"D","04/18/2013","04",9473.0
"D","04/18/2013","05",9784.0
"D","04/18/2013","06",10343.0
"D","04/18/2013","07",12070.0
"D","04/18/2013","08",13066.0
"D","04/18/2013","09",13373.0
"D","04/18/2013","10",13446.0
"D","04/18/2013","11",13680.0
"D","04/18/2013","12",13685.0
"D","04/18/2013","13",13728.0
"D","04/18/2013","14",13557.0
"D","04/18/2013","15",13288.0
"D","04/18/2013","16",13328.0
"D","04/18/2013","17",13334.0
"D","04/18/2013","18",13354.0
"D","04/18/2013","19",13455.0
"D","04/18/2013","20",14231.0
"D","04/18/2013","21",14058.0
"D","04/18/2013","22",13276.0
"D","04/18/2013","23",12024.0
"D","04/18/2013","24",10800.0
"D","04/19/2013","01",10583.0
"D","04/19/2013","02",10391.0
"D","04/19/2013","03",10191.0
"D","04/19/2013","04",10175.0
"D","04/19/2013","05",10349.0
"D","04/19/2013","06",10903.0
"D","04/19/2013","07",12066.0
"D","04/19/2013","08",13237.0
"D","04/19/2013","09",13703.0
"D","04/19/2013","10",13774.0
"D","04/19/2013","11",13967.0
"D","04/19/2013","12",13981.0
"D","04/19/2013","13",13966.0
"D","04/19/2013","14",13874.0
"D","04/19/2013","15",13687.0
"D","04/19/2013","16",13600.0
"D","04/19/2013","17",13588.0
"D","04/19/2013","18",13577.0
"D","04/19/2013","19",13506.0
"D","04/19/2013","20",13852.0
"D","04/19/2013","21",13806.0
"D","04/19/2013","22",13009.0
"D","04/19/2013","23",11799.0
"D","04/19/2013","24",10665.0
"D","04/20/2013","01",9693.0
"D","04/20/2013","02",9422.0
"D","04/20/2013","03",8994.0
"D","04/20/2013","04",8797.0
"D","04/20/2013","05",8805.0
"D","04/20/2013","06",9144.0
"D","04/20/2013","07",9574.0
"D","04/20/2013","08",10316.0
"D","04/20/2013","09",11445.0
"D","04/20/2013","10",12158.0
"D","04/20/2013","11",12319.0
"D","04/20/2013","12",12284.0
"D","04/20/2013","13",12104.0
"D","04/20/2013","14",11889.0
"D","04/20/2013","15",11711.0
"D","04/20/2013","16",11623.0
"D","04/20/2013","17",11701.0
"D","04/20/2013","18",11791.0
"D","04/20/2013","19",12024.0
"D","04/20/2013","20",12426.0
"D","04/20/2013","21",12621.0
"D","04/20/2013","22",12088.0
"D","04/20/2013","23",11084.0
"D","04/20/2013","24",10180.0
"D","04/21/2013","01",9603.0
"D","04/21/2013","02",9583.0
"D","04/21/2013","03",9324.0
"D","04/21/2013","04",9289.0
"D","04/21/2013","05",9255.0
"D","04/21/2013","06",9478.0
"D","04/21/2013","07",9726.0
"D","04/21/2013","08",10365.0
"D","04/21/2013","09",11242.0
"D","04/21/2013","10",12053.0
"D","04/21/2013","11",12195.0
"D","04/21/2013","12",12095.0
"D","04/21/2013","13",12084.0
"D","04/21/2013","14",11807.0
"D","04/21/2013","15",11473.0
"D","04/21/2013","16",11371.0
"D","04/21/2013","17",11559.0
"D","04/21/2013","18",11831.0
"D","04/21/2013","19",12117.0
"D","04/21/2013","20",12803.0
