"C","Day-Ahead Energy Market Hourly Demand Report"
"C","Filename: da_hourlydemand_20121225_20121231.csv"
"C","Report for: 12/25/2012 - 12/31/2012"
"C","Report generated: 03/14/2016 09:04:29 EDT"
"H","Date","Hour Ending","Day-Ahead Cleared Demand"
"H","Date","HE","MWh"
"D","12/25/2012","01",11340.0
"D","12/25/2012","02",10848.0
"D","12/25/2012","03",10749.0
"D","12/25/2012","04",10551.0
"D","12/25/2012","05",10758.0
"D","12/25/2012","06",10974.0
"D","12/25/2012","07",12039.0
"D","12/25/2012","08",12835.0
"D","12/25/2012","09",13578.0
"D","12/25/2012","10",14009.0
"D","12/25/2012","11",14271.0
"D","12/25/2012","12",14280.0
"D","12/25/2012","13",14046.0
"D","12/25/2012","14",13703.0
"D","12/25/2012","15",13506.0
"D","12/25/2012","16",13603.0
"D","12/25/2012","17",14962.0
"D","12/25/2012","18",15891.0
"D","12/25/2012","19",15693.0
"D","12/25/2012","20",15326.0
"D","12/25/2012","21",15056.0
"D","12/25/2012","22",14204.0
"D","12/25/2012","23",13078.0
"D","12/25/2012","24",11904.0
"D","12/26/2012","01",11682.0
"D","12/26/2012","02",11397.0
"D","12/26/2012","03",11348.0
"D","12/26/2012","04",11465.0
"D","12/26/2012","05",11821.0
"D","12/26/2012","06",11962.0
"D","12/26/2012","07",13628.0
"D","12/26/2012","08",14755.0
"D","12/26/2012","09",15360.0
"D","12/26/2012","10",15627.0
"D","12/26/2012","11",15749.0
"D","12/26/2012","12",15504.0
"D","12/26/2012","13",15327.0
"D","12/26/2012","14",15178.0
"D","12/26/2012","15",15036.0
"D","12/26/2012","16",15352.0
"D","12/26/2012","17",16868.0
"D","12/26/2012","18",17711.0
"D","12/26/2012","19",17436.0
"D","12/26/2012","20",16975.0
"D","12/26/2012","21",16372.0
"D","12/26/2012","22",15241.0
"D","12/26/2012","23",13674.0
"D","12/26/2012","24",12272.0
"D","12/27/2012","01",12332.0
"D","12/27/2012","02",12045.0
"D","12/27/2012","03",11758.0
"D","12/27/2012","04",11687.0
"D","12/27/2012","05",11935.0
"D","12/27/2012","06",12409.0
"D","12/27/2012","07",13288.0
"D","12/27/2012","08",14384.0
"D","12/27/2012","09",15191.0
"D","12/27/2012","10",15810.0
"D","12/27/2012","11",15936.0
"D","12/27/2012","12",15912.0
"D","12/27/2012","13",15696.0
"D","12/27/2012","14",15524.0
"D","12/27/2012","15",15488.0
"D","12/27/2012","16",15598.0
"D","12/27/2012","17",16934.0
"D","12/27/2012","18",18029.0
"D","12/27/2012","19",17322.0
"D","12/27/2012","20",16900.0
"D","12/27/2012","21",16262.0
"D","12/27/2012","22",15237.0
"D","12/27/2012","23",13799.0
"D","12/27/2012","24",12597.0
"D","12/28/2012","01",11885.0
"D","12/28/2012","02",11757.0
"D","12/28/2012","03",11513.0
"D","12/28/2012","04",11432.0
"D","12/28/2012","05",11779.0
"D","12/28/2012","06",12030.0
"D","12/28/2012","07",13705.0
"D","12/28/2012","08",14764.0
"D","12/28/2012","09",15284.0
"D","12/28/2012","10",15555.0
"D","12/28/2012","11",15667.0
"D","12/28/2012","12",15562.0
"D","12/28/2012","13",15216.0
"D","12/28/2012","14",15066.0
"D","12/28/2012","15",14861.0
"D","12/28/2012","16",15009.0
"D","12/28/2012","17",16429.0
"D","12/28/2012","18",17635.0
"D","12/28/2012","19",17105.0
"D","12/28/2012","20",16691.0
"D","12/28/2012","21",16156.0
"D","12/28/2012","22",15140.0
"D","12/28/2012","23",14043.0
"D","12/28/2012","24",12782.0
"D","12/29/2012","01",12095.0
"D","12/29/2012","02",11824.0
"D","12/29/2012","03",11632.0
"D","12/29/2012","04",11755.0
"D","12/29/2012","05",11766.0
"D","12/29/2012","06",11693.0
"D","12/29/2012","07",12051.0
"D","12/29/2012","08",12878.0
"D","12/29/2012","09",14067.0
"D","12/29/2012","10",14721.0
"D","12/29/2012","11",14929.0
"D","12/29/2012","12",15130.0
"D","12/29/2012","13",15016.0
"D","12/29/2012","14",14691.0
"D","12/29/2012","15",14442.0
"D","12/29/2012","16",14491.0
"D","12/29/2012","17",15844.0
"D","12/29/2012","18",16511.0
"D","12/29/2012","19",16325.0
"D","12/29/2012","20",15693.0
"D","12/29/2012","21",15068.0
"D","12/29/2012","22",14307.0
"D","12/29/2012","23",13193.0
"D","12/29/2012","24",12249.0
"D","12/30/2012","01",11607.0
"D","12/30/2012","02",11398.0
"D","12/30/2012","03",11329.0
"D","12/30/2012","04",11185.0
"D","12/30/2012","05",11273.0
"D","12/30/2012","06",11407.0
"D","12/30/2012","07",11902.0
"D","12/30/2012","08",12377.0
"D","12/30/2012","09",13568.0
"D","12/30/2012","10",14278.0
"D","12/30/2012","11",14646.0
"D","12/30/2012","12",14703.0
"D","12/30/2012","13",14455.0
"D","12/30/2012","14",14322.0
"D","12/30/2012","15",14233.0
"D","12/30/2012","16",14579.0
"D","12/30/2012","17",16274.0
"D","12/30/2012","18",16754.0
"D","12/30/2012","19",16472.0
"D","12/30/2012","20",16381.0
"D","12/30/2012","21",15954.0
"D","12/30/2012","22",15632.0
"D","12/30/2012","23",14249.0
"D","12/30/2012","24",12943.0
"D","12/31/2012","01",12290.0
"D","12/31/2012","02",12134.0
"D","12/31/2012","03",12048.0
"D","12/31/2012","04",11987.0
"D","12/31/2012","05",11961.0
"D","12/31/2012","06",12341.0
"D","12/31/2012","07",13827.0
"D","12/31/2012","08",14853.0
"D","12/31/2012","09",15460.0
"D","12/31/2012","10",15841.0
"D","12/31/2012","11",16077.0
"D","12/31/2012","12",16041.0
"D","12/31/2012","13",15696.0
"D","12/31/2012","14",15451.0
"D","12/31/2012","15",15341.0
"D","12/31/2012","16",15451.0
"D","12/31/2012","17",16935.0
"D","12/31/2012","18",17431.0
"D","12/31/2012","19",17134.0
"D","12/31/2012","20",16935.0
"D","12/31/2012","21",16121.0
"D","12/31/2012","22",15090.0
"D","12/31/2012","23",13813.0
"D","12/31/2012","24",12783.0
"T","168 lines"
