"C","Day-Ahead Energy Market Hourly Demand Report"
"C","Filename: da_hourlydemand_20121110_20121124.csv"
"C","Report for: 11/10/2012 - 11/24/2012"
"C","Report generated: 03/14/2016 09:03:26 EDT"
"H","Date","Hour Ending","Day-Ahead Cleared Demand"
"H","Date","HE","MWh"
"D","11/10/2012","01",10737.0
"D","11/10/2012","02",10810.0
"D","11/10/2012","03",10455.0
"D","11/10/2012","04",10327.0
"D","11/10/2012","05",10412.0
"D","11/10/2012","06",10532.0
"D","11/10/2012","07",11144.0
"D","11/10/2012","08",11804.0
"D","11/10/2012","09",12960.0
"D","11/10/2012","10",13024.0
"D","11/10/2012","11",13168.0
"D","11/10/2012","12",13042.0
"D","11/10/2012","13",13086.0
"D","11/10/2012","14",12781.0
"D","11/10/2012","15",12510.0
"D","11/10/2012","16",12630.0
"D","11/10/2012","17",13346.0
"D","11/10/2012","18",14324.0
"D","11/10/2012","19",14253.0
"D","11/10/2012","20",13796.0
"D","11/10/2012","21",13161.0
"D","11/10/2012","22",12725.0
"D","11/10/2012","23",11744.0
"D","11/10/2012","24",10913.0
"D","11/11/2012","01",10420.0
"D","11/11/2012","02",10304.0
"D","11/11/2012","03",9993.0
"D","11/11/2012","04",9948.0
"D","11/11/2012","05",9812.0
"D","11/11/2012","06",9979.0
"D","11/11/2012","07",10309.0
"D","11/11/2012","08",11012.0
"D","11/11/2012","09",11980.0
"D","11/11/2012","10",12411.0
"D","11/11/2012","11",12423.0
"D","11/11/2012","12",12565.0
"D","11/11/2012","13",12564.0
"D","11/11/2012","14",12251.0
"D","11/11/2012","15",12090.0
"D","11/11/2012","16",12436.0
"D","11/11/2012","17",13084.0
"D","11/11/2012","18",14179.0
"D","11/11/2012","19",14153.0
"D","11/11/2012","20",13583.0
"D","11/11/2012","21",13141.0
"D","11/11/2012","22",12469.0
"D","11/11/2012","23",11394.0
"D","11/11/2012","24",10412.0
"D","11/12/2012","01",10369.0
"D","11/12/2012","02",10376.0
"D","11/12/2012","03",10281.0
"D","11/12/2012","04",10258.0
"D","11/12/2012","05",10230.0
"D","11/12/2012","06",11321.0
"D","11/12/2012","07",12357.0
"D","11/12/2012","08",13310.0
"D","11/12/2012","09",13872.0
"D","11/12/2012","10",14150.0
"D","11/12/2012","11",14229.0
"D","11/12/2012","12",14235.0
"D","11/12/2012","13",14137.0
"D","11/12/2012","14",14062.0
"D","11/12/2012","15",13819.0
"D","11/12/2012","16",13893.0
"D","11/12/2012","17",14737.0
"D","11/12/2012","18",15405.0
"D","11/12/2012","19",15623.0
"D","11/12/2012","20",15013.0
"D","11/12/2012","21",14435.0
"D","11/12/2012","22",13372.0
"D","11/12/2012","23",12094.0
"D","11/12/2012","24",11180.0
"D","11/13/2012","01",10209.0
"D","11/13/2012","02",10059.0
"D","11/13/2012","03",10016.0
"D","11/13/2012","04",9960.0
"D","11/13/2012","05",10212.0
"D","11/13/2012","06",10921.0
"D","11/13/2012","07",12771.0
"D","11/13/2012","08",13653.0
"D","11/13/2012","09",14055.0
"D","11/13/2012","10",14346.0
"D","11/13/2012","11",14322.0
"D","11/13/2012","12",14391.0
"D","11/13/2012","13",14425.0
"D","11/13/2012","14",14365.0
"D","11/13/2012","15",14125.0
"D","11/13/2012","16",14310.0
"D","11/13/2012","17",15484.0
"D","11/13/2012","18",15956.0
"D","11/13/2012","19",15773.0
"D","11/13/2012","20",15249.0
"D","11/13/2012","21",14702.0
"D","11/13/2012","22",13563.0
"D","11/13/2012","23",12284.0
"D","11/13/2012","24",11241.0
"D","11/14/2012","01",11228.0
"D","11/14/2012","02",11166.0
"D","11/14/2012","03",10809.0
"D","11/14/2012","04",10657.0
"D","11/14/2012","05",10660.0
"D","11/14/2012","06",11645.0
"D","11/14/2012","07",13446.0
"D","11/14/2012","08",14285.0
"D","11/14/2012","09",14428.0
"D","11/14/2012","10",14516.0
"D","11/14/2012","11",14546.0
"D","11/14/2012","12",14481.0
"D","11/14/2012","13",14206.0
"D","11/14/2012","14",14147.0
"D","11/14/2012","15",13939.0
"D","11/14/2012","16",14178.0
"D","11/14/2012","17",15392.0
"D","11/14/2012","18",15865.0
"D","11/14/2012","19",15856.0
"D","11/14/2012","20",15460.0
"D","11/14/2012","21",15058.0
"D","11/14/2012","22",14008.0
"D","11/14/2012","23",12805.0
"D","11/14/2012","24",11496.0
"D","11/15/2012","01",11209.0
"D","11/15/2012","02",11201.0
"D","11/15/2012","03",11162.0
"D","11/15/2012","04",11064.0
"D","11/15/2012","05",10953.0
"D","11/15/2012","06",11845.0
"D","11/15/2012","07",13783.0
"D","11/15/2012","08",14620.0
"D","11/15/2012","09",14558.0
"D","11/15/2012","10",14673.0
"D","11/15/2012","11",14553.0
"D","11/15/2012","12",14434.0
"D","11/15/2012","13",14388.0
"D","11/15/2012","14",14106.0
"D","11/15/2012","15",14187.0
"D","11/15/2012","16",14270.0
"D","11/15/2012","17",15501.0
"D","11/15/2012","18",16037.0
"D","11/15/2012","19",15814.0
"D","11/15/2012","20",15485.0
"D","11/15/2012","21",14678.0
"D","11/15/2012","22",13632.0
"D","11/15/2012","23",12711.0
"D","11/15/2012","24",11395.0
"D","11/16/2012","01",11293.0
"D","11/16/2012","02",11197.0
"D","11/16/2012","03",10954.0
"D","11/16/2012","04",11073.0
"D","11/16/2012","05",11041.0
"D","11/16/2012","06",11422.0
"D","11/16/2012","07",13695.0
"D","11/16/2012","08",14488.0
"D","11/16/2012","09",14457.0
"D","11/16/2012","10",14487.0
"D","11/16/2012","11",14493.0
"D","11/16/2012","12",14289.0
"D","11/16/2012","13",14090.0
"D","11/16/2012","14",13893.0
"D","11/16/2012","15",13574.0
"D","11/16/2012","16",13805.0
"D","11/16/2012","17",15067.0
"D","11/16/2012","18",15908.0
"D","11/16/2012","19",15470.0
"D","11/16/2012","20",14851.0
"D","11/16/2012","21",14143.0
"D","11/16/2012","22",13342.0
"D","11/16/2012","23",12311.0
"D","11/16/2012","24",11298.0
"D","11/17/2012","01",10809.0
"D","11/17/2012","02",10759.0
"D","11/17/2012","03",10841.0
"D","11/17/2012","04",10936.0
"D","11/17/2012","05",10804.0
"D","11/17/2012","06",11031.0
"D","11/17/2012","07",11445.0
"D","11/17/2012","08",12013.0
"D","11/17/2012","09",12921.0
"D","11/17/2012","10",13300.0
"D","11/17/2012","11",13064.0
"D","11/17/2012","12",13021.0
"D","11/17/2012","13",12824.0
"D","11/17/2012","14",12575.0
"D","11/17/2012","15",12344.0
"D","11/17/2012","16",12662.0
"D","11/17/2012","17",14001.0
