"C","Day-Ahead Energy Market Hourly Demand Report"
"C","Filename: da_hourlydemand_20121125_20121209.csv"
"C","Report for: 11/25/2012 - 12/09/2012"
"C","Report generated: 03/14/2016 09:03:49 EDT"
"H","Date","Hour Ending","Day-Ahead Cleared Demand"
"H","Date","HE","MWh"
"D","11/25/2012","01",11415.0
"D","11/25/2012","02",11441.0
"D","11/25/2012","03",11238.0
"D","11/25/2012","04",11133.0
"D","11/25/2012","05",10890.0
"D","11/25/2012","06",11065.0
"D","11/25/2012","07",11332.0
"D","11/25/2012","08",12116.0
"D","11/25/2012","09",13089.0
"D","11/25/2012","10",13586.0
"D","11/25/2012","11",13672.0
"D","11/25/2012","12",13521.0
"D","11/25/2012","13",13254.0
"D","11/25/2012","14",13102.0
"D","11/25/2012","15",13006.0
"D","11/25/2012","16",13253.0
"D","11/25/2012","17",15134.0
"D","11/25/2012","18",16161.0
"D","11/25/2012","19",15703.0
"D","11/25/2012","20",15419.0
"D","11/25/2012","21",14876.0
"D","11/25/2012","22",13634.0
"D","11/25/2012","23",12682.0
"D","11/25/2012","24",11433.0
"D","11/26/2012","01",11253.0
"D","11/26/2012","02",11192.0
"D","11/26/2012","03",11185.0
"D","11/26/2012","04",11188.0
"D","11/26/2012","05",11133.0
"D","11/26/2012","06",12124.0
"D","11/26/2012","07",14501.0
"D","11/26/2012","08",15199.0
"D","11/26/2012","09",15219.0
"D","11/26/2012","10",15328.0
"D","11/26/2012","11",15166.0
"D","11/26/2012","12",15070.0
"D","11/26/2012","13",14791.0
"D","11/26/2012","14",14697.0
"D","11/26/2012","15",14460.0
"D","11/26/2012","16",14694.0
"D","11/26/2012","17",16595.0
"D","11/26/2012","18",17485.0
"D","11/26/2012","19",16724.0
"D","11/26/2012","20",16167.0
"D","11/26/2012","21",15740.0
"D","11/26/2012","22",14634.0
"D","11/26/2012","23",13444.0
"D","11/26/2012","24",12432.0
"D","11/27/2012","01",11223.0
"D","11/27/2012","02",11015.0
"D","11/27/2012","03",10906.0
"D","11/27/2012","04",10934.0
"D","11/27/2012","05",10851.0
"D","11/27/2012","06",11663.0
"D","11/27/2012","07",13535.0
"D","11/27/2012","08",14668.0
"D","11/27/2012","09",14659.0
"D","11/27/2012","10",14831.0
"D","11/27/2012","11",14909.0
"D","11/27/2012","12",14901.0
"D","11/27/2012","13",14674.0
"D","11/27/2012","14",14705.0
"D","11/27/2012","15",14582.0
"D","11/27/2012","16",14771.0
"D","11/27/2012","17",16274.0
"D","11/27/2012","18",16627.0
"D","11/27/2012","19",16534.0
"D","11/27/2012","20",15822.0
"D","11/27/2012","21",15099.0
"D","11/27/2012","22",14132.0
"D","11/27/2012","23",13124.0
"D","11/27/2012","24",11471.0
"D","11/28/2012","01",11692.0
"D","11/28/2012","02",11479.0
"D","11/28/2012","03",11133.0
"D","11/28/2012","04",11100.0
"D","11/28/2012","05",11310.0
"D","11/28/2012","06",12029.0
"D","11/28/2012","07",13935.0
"D","11/28/2012","08",15089.0
"D","11/28/2012","09",15254.0
"D","11/28/2012","10",15315.0
"D","11/28/2012","11",15339.0
"D","11/28/2012","12",15102.0
"D","11/28/2012","13",14819.0
"D","11/28/2012","14",14741.0
"D","11/28/2012","15",14563.0
"D","11/28/2012","16",14855.0
"D","11/28/2012","17",16479.0
"D","11/28/2012","18",17515.0
"D","11/28/2012","19",16909.0
"D","11/28/2012","20",16410.0
"D","11/28/2012","21",15707.0
"D","11/28/2012","22",14429.0
"D","11/28/2012","23",13170.0
"D","11/28/2012","24",11851.0
"D","11/29/2012","01",12160.0
"D","11/29/2012","02",11923.0
"D","11/29/2012","03",11702.0
"D","11/29/2012","04",11601.0
"D","11/29/2012","05",11875.0
"D","11/29/2012","06",12694.0
"D","11/29/2012","07",14401.0
"D","11/29/2012","08",15444.0
"D","11/29/2012","09",15554.0
"D","11/29/2012","10",15532.0
"D","11/29/2012","11",15481.0
"D","11/29/2012","12",15260.0
"D","11/29/2012","13",14923.0
"D","11/29/2012","14",14799.0
"D","11/29/2012","15",14503.0
"D","11/29/2012","16",14783.0
"D","11/29/2012","17",16604.0
"D","11/29/2012","18",17636.0
"D","11/29/2012","19",17136.0
"D","11/29/2012","20",16701.0
"D","11/29/2012","21",16230.0
"D","11/29/2012","22",15031.0
"D","11/29/2012","23",13786.0
"D","11/29/2012","24",12939.0
"D","11/30/2012","01",12442.0
"D","11/30/2012","02",12257.0
"D","11/30/2012","03",12286.0
"D","11/30/2012","04",12291.0
"D","11/30/2012","05",12251.0
"D","11/30/2012","06",12356.0
"D","11/30/2012","07",14603.0
"D","11/30/2012","08",15580.0
"D","11/30/2012","09",15552.0
"D","11/30/2012","10",15665.0
"D","11/30/2012","11",15716.0
"D","11/30/2012","12",15665.0
"D","11/30/2012","13",15452.0
"D","11/30/2012","14",15356.0
"D","11/30/2012","15",15090.0
"D","11/30/2012","16",15246.0
"D","11/30/2012","17",16868.0
"D","11/30/2012","18",17553.0
"D","11/30/2012","19",17143.0
"D","11/30/2012","20",16628.0
"D","11/30/2012","21",16055.0
"D","11/30/2012","22",14977.0
"D","11/30/2012","23",14009.0
"D","11/30/2012","24",12875.0
"D","12/01/2012","01",11717.0
"D","12/01/2012","02",11145.0
"D","12/01/2012","03",11128.0
