"C","Day-Ahead Energy Market Hourly Demand Report"
"C","Filename: da_hourlydemand_20110601_20110615.csv"
"C","Report for: 06/01/2011 - 06/15/2011"
"C","Report generated: 03/13/2016 17:23:47 EDT"
"H","Date","Hour Ending","Day-Ahead Cleared Demand"
"H","Date","HE","MWh"
"D","06/01/2011","01",12138.0
"D","06/01/2011","02",11415.0
"D","06/01/2011","03",10960.0
"D","06/01/2011","04",10777.0
"D","06/01/2011","05",11039.0
"D","06/01/2011","06",11625.0
"D","06/01/2011","07",12618.0
"D","06/01/2011","08",14549.0
"D","06/01/2011","09",15433.0
"D","06/01/2011","10",16464.0
"D","06/01/2011","11",17563.0
"D","06/01/2011","12",18097.0
"D","06/01/2011","13",18156.0
"D","06/01/2011","14",18272.0
"D","06/01/2011","15",18231.0
"D","06/01/2011","16",18327.0
"D","06/01/2011","17",18168.0
"D","06/01/2011","18",17951.0
"D","06/01/2011","19",17538.0
"D","06/01/2011","20",17226.0
"D","06/01/2011","21",17588.0
"D","06/01/2011","22",16209.0
"D","06/01/2011","23",14252.0
"D","06/01/2011","24",12376.0
"D","06/02/2011","01",11416.0
"D","06/02/2011","02",10986.0
"D","06/02/2011","03",10473.0
"D","06/02/2011","04",10449.0
"D","06/02/2011","05",10588.0
"D","06/02/2011","06",11066.0
"D","06/02/2011","07",12154.0
"D","06/02/2011","08",13633.0
"D","06/02/2011","09",14313.0
"D","06/02/2011","10",14887.0
"D","06/02/2011","11",15107.0
"D","06/02/2011","12",15424.0
"D","06/02/2011","13",15718.0
"D","06/02/2011","14",15775.0
"D","06/02/2011","15",15681.0
"D","06/02/2011","16",15469.0
"D","06/02/2011","17",15452.0
"D","06/02/2011","18",15429.0
"D","06/02/2011","19",15053.0
"D","06/02/2011","20",14425.0
"D","06/02/2011","21",14987.0
"D","06/02/2011","22",13964.0
"D","06/02/2011","23",12612.0
"D","06/02/2011","24",10989.0
"D","06/03/2011","01",10853.0
"D","06/03/2011","02",10245.0
"D","06/03/2011","03",9714.0
"D","06/03/2011","04",9671.0
"D","06/03/2011","05",9768.0
"D","06/03/2011","06",10479.0
"D","06/03/2011","07",11499.0
"D","06/03/2011","08",13060.0
"D","06/03/2011","09",13385.0
"D","06/03/2011","10",14150.0
"D","06/03/2011","11",14378.0
"D","06/03/2011","12",14750.0
"D","06/03/2011","13",14392.0
"D","06/03/2011","14",14416.0
"D","06/03/2011","15",14327.0
"D","06/03/2011","16",14183.0
"D","06/03/2011","17",13866.0
"D","06/03/2011","18",13783.0
"D","06/03/2011","19",13638.0
"D","06/03/2011","20",13758.0
"D","06/03/2011","21",14034.0
"D","06/03/2011","22",13282.0
"D","06/03/2011","23",12184.0
"D","06/03/2011","24",10781.0
