"C","Day-Ahead Energy Market Hourly Demand Report"
"C","Filename: da_hourlydemand_20110716_20110730.csv"
"C","Report for: 07/16/2011 - 07/30/2011"
"C","Report generated: 03/13/2016 17:24:55 EDT"
"H","Date","Hour Ending","Day-Ahead Cleared Demand"
"H","Date","HE","MWh"
"D","07/16/2011","01",12180.0
"D","07/16/2011","02",11439.0
"D","07/16/2011","03",11293.0
"D","07/16/2011","04",10939.0
"D","07/16/2011","05",10924.0
"D","07/16/2011","06",11092.0
"D","07/16/2011","07",11088.0
"D","07/16/2011","08",12296.0
"D","07/16/2011","09",13980.0
"D","07/16/2011","10",15203.0
"D","07/16/2011","11",16146.0
"D","07/16/2011","12",16829.0
"D","07/16/2011","13",17231.0
"D","07/16/2011","14",17474.0
"D","07/16/2011","15",17571.0
"D","07/16/2011","16",18064.0
"D","07/16/2011","17",18082.0
"D","07/16/2011","18",18058.0
"D","07/16/2011","19",17569.0
"D","07/16/2011","20",16889.0
"D","07/16/2011","21",16863.0
"D","07/16/2011","22",16425.0
"D","07/16/2011","23",15034.0
"D","07/16/2011","24",13731.0
"D","07/17/2011","01",12307.0
"D","07/17/2011","02",11527.0
"D","07/17/2011","03",11172.0
"D","07/17/2011","04",11014.0
"D","07/17/2011","05",10899.0
"D","07/17/2011","06",10941.0
"D","07/17/2011","07",11066.0
"D","07/17/2011","08",11810.0
"D","07/17/2011","09",13526.0
"D","07/17/2011","10",14973.0
"D","07/17/2011","11",16141.0
"D","07/17/2011","12",17051.0
"D","07/17/2011","13",17779.0
"D","07/17/2011","14",18120.0
"D","07/17/2011","15",18260.0
"D","07/17/2011","16",18573.0
"D","07/17/2011","17",18985.0
"D","07/17/2011","18",19032.0
"D","07/17/2011","19",18438.0
"D","07/17/2011","20",18242.0
"D","07/17/2011","21",18236.0
"D","07/17/2011","22",17739.0
"D","07/17/2011","23",15986.0
"D","07/17/2011","24",14348.0
"D","07/18/2011","01",13916.0
"D","07/18/2011","02",13657.0
"D","07/18/2011","03",13287.0
"D","07/18/2011","04",12930.0
"D","07/18/2011","05",13009.0
"D","07/18/2011","06",13773.0
"D","07/18/2011","07",14543.0
"D","07/18/2011","08",16894.0
"D","07/18/2011","09",18629.0
"D","07/18/2011","10",19999.0
"D","07/18/2011","11",20730.0
"D","07/18/2011","12",21427.0
"D","07/18/2011","13",22055.0
"D","07/18/2011","14",22177.0
"D","07/18/2011","15",22424.0
"D","07/18/2011","16",22376.0
"D","07/18/2011","17",22181.0
"D","07/18/2011","18",21825.0
"D","07/18/2011","19",21203.0
"D","07/18/2011","20",20700.0
"D","07/18/2011","21",20716.0
"D","07/18/2011","22",19733.0
"D","07/18/2011","23",17814.0
"D","07/18/2011","24",15775.0
"D","07/19/2011","01",15344.0
"D","07/19/2011","02",14690.0
"D","07/19/2011","03",14105.0
"D","07/19/2011","04",13774.0
"D","07/19/2011","05",13816.0
"D","07/19/2011","06",14452.0
"D","07/19/2011","07",15699.0
"D","07/19/2011","08",16051.0
"D","07/19/2011","09",17354.0
"D","07/19/2011","10",18811.0
"D","07/19/2011","11",20035.0
"D","07/19/2011","12",20380.0
"D","07/19/2011","13",21211.0
"D","07/19/2011","14",21563.0
"D","07/19/2011","15",21509.0
"D","07/19/2011","16",21561.0
"D","07/19/2011","17",21493.0
"D","07/19/2011","18",21238.0
"D","07/19/2011","19",20089.0
"D","07/19/2011","20",19899.0
"D","07/19/2011","21",19412.0
"D","07/19/2011","22",18593.0
"D","07/19/2011","23",16404.0
"D","07/19/2011","24",14970.0
"D","07/20/2011","01",14517.0
"D","07/20/2011","02",14004.0
"D","07/20/2011","03",13402.0
"D","07/20/2011","04",13088.0
"D","07/20/2011","05",13177.0
"D","07/20/2011","06",13781.0
"D","07/20/2011","07",14993.0
"D","07/20/2011","08",16633.0
"D","07/20/2011","09",17621.0
"D","07/20/2011","10",18082.0
"D","07/20/2011","11",19329.0
"D","07/20/2011","12",20545.0
"D","07/20/2011","13",21144.0
"D","07/20/2011","14",21279.0
"D","07/20/2011","15",21520.0
"D","07/20/2011","16",21650.0
"D","07/20/2011","17",21612.0
"D","07/20/2011","18",21452.0
"D","07/20/2011","19",20932.0
"D","07/20/2011","20",20309.0
"D","07/20/2011","21",20279.0
"D","07/20/2011","22",19090.0
"D","07/20/2011","23",17584.0
"D","07/20/2011","24",16358.0
"D","07/21/2011","01",15551.0
"D","07/21/2011","02",15043.0
"D","07/21/2011","03",14393.0
"D","07/21/2011","04",14146.0
"D","07/21/2011","05",14258.0
"D","07/21/2011","06",14917.0
"D","07/21/2011","07",15956.0
"D","07/21/2011","08",16843.0
"D","07/21/2011","09",18324.0
"D","07/21/2011","10",19469.0
"D","07/21/2011","11",20593.0
"D","07/21/2011","12",21364.0
"D","07/21/2011","13",22201.0
"D","07/21/2011","14",22877.0
"D","07/21/2011","15",23296.0
"D","07/21/2011","16",23442.0
"D","07/21/2011","17",23573.0
"D","07/21/2011","18",23252.0
"D","07/21/2011","19",22066.0
"D","07/21/2011","20",21568.0
"D","07/21/2011","21",21465.0
"D","07/21/2011","22",20335.0
"D","07/21/2011","23",19305.0
"D","07/21/2011","24",17970.0
"D","07/22/2011","01",16889.0
"D","07/22/2011","02",16291.0
"D","07/22/2011","03",15641.0
"D","07/22/2011","04",15230.0
"D","07/22/2011","05",15287.0
"D","07/22/2011","06",15967.0
"D","07/22/2011","07",17137.0
"D","07/22/2011","08",18824.0
"D","07/22/2011","09",19989.0
"D","07/22/2011","10",20892.0
"D","07/22/2011","11",22067.0
"D","07/22/2011","12",23449.0
"D","07/22/2011","13",23886.0
"D","07/22/2011","14",24114.0
"D","07/22/2011","15",24375.0
"D","07/22/2011","16",24342.0
"D","07/22/2011","17",24225.0
"D","07/22/2011","18",23730.0
"D","07/22/2011","19",23300.0
"D","07/22/2011","20",22530.0
"D","07/22/2011","21",22309.0
"D","07/22/2011","22",21252.0
"D","07/22/2011","23",19585.0
"D","07/22/2011","24",17827.0
"D","07/23/2011","01",17150.0
"D","07/23/2011","02",16359.0
"D","07/23/2011","03",15625.0
