Date,Hour Ending,Day-Ahead Cleared Demand
10/14/2011,01,11204.0
10/14/2011,02,10973.0
10/14/2011,03,10716.0
10/14/2011,04,10639.0
10/14/2011,05,10893.0
10/14/2011,06,11515.0
10/14/2011,07,12977.0
10/14/2011,08,13610.0
10/14/2011,09,13909.0
10/14/2011,10,13852.0
10/14/2011,11,14227.0
10/14/2011,12,14452.0
10/14/2011,13,14230.0
10/14/2011,14,14323.0
10/14/2011,15,14233.0
10/14/2011,16,13925.0
10/14/2011,17,14232.0
10/14/2011,18,14709.0
10/14/2011,19,15191.0
10/14/2011,20,14919.0
10/14/2011,21,14238.0
10/14/2011,22,13257.0
10/14/2011,23,11984.0
10/14/2011,24,11203.0
10/15/2011,01,10340.0
10/15/2011,02,10154.0
10/15/2011,03,9833.0
10/15/2011,04,9767.0
10/15/2011,05,9851.0
10/15/2011,06,10252.0
10/15/2011,07,10502.0
10/15/2011,08,10884.0
10/15/2011,09,12012.0
10/15/2011,10,12621.0
10/15/2011,11,12956.0
10/15/2011,12,12976.0
10/15/2011,13,12888.0
10/15/2011,14,12612.0
10/15/2011,15,12426.0
10/15/2011,16,12388.0
10/15/2011,17,12626.0
10/15/2011,18,13079.0
10/15/2011,19,13876.0
10/15/2011,20,13561.0
10/15/2011,21,12980.0
10/15/2011,22,11916.0
10/15/2011,23,10959.0
10/15/2011,24,10254.0
10/16/2011,01,9999.0
10/16/2011,02,9893.0
10/16/2011,03,9565.0
10/16/2011,04,9384.0
10/16/2011,05,9391.0
10/16/2011,06,9678.0
10/16/2011,07,10003.0
10/16/2011,08,10229.0
10/16/2011,09,11001.0
10/16/2011,10,11875.0
10/16/2011,11,12258.0
10/16/2011,12,12460.0
10/16/2011,13,12318.0
10/16/2011,14,12220.0
10/16/2011,15,11968.0
10/16/2011,16,12027.0
10/16/2011,17,12306.0
10/16/2011,18,13272.0
10/16/2011,19,14091.0
10/16/2011,20,13898.0
10/16/2011,21,13302.0
10/16/2011,22,11997.0
10/16/2011,23,10982.0
10/16/2011,24,9965.0
10/17/2011,01,9644.0
10/17/2011,02,9490.0
10/17/2011,03,9289.0
10/17/2011,04,9247.0
10/17/2011,05,9417.0
10/17/2011,06,10144.0
10/17/2011,07,12433.0
10/17/2011,08,13498.0
10/17/2011,09,13550.0
10/17/2011,10,13839.0
10/17/2011,11,13964.0
10/17/2011,12,14062.0
10/17/2011,13,14151.0
10/17/2011,14,14147.0
10/17/2011,15,13807.0
10/17/2011,16,13810.0
10/17/2011,17,13948.0
10/17/2011,18,14191.0
10/17/2011,19,14432.0
10/17/2011,20,14512.0
10/17/2011,21,14079.0
10/17/2011,22,12971.0
10/17/2011,23,11803.0
10/17/2011,24,10591.0
10/18/2011,01,10398.0
10/18/2011,02,10294.0
10/18/2011,03,10243.0
10/18/2011,04,10233.0
10/18/2011,05,9960.0
10/18/2011,06,10336.0
10/18/2011,07,12522.0
10/18/2011,08,13616.0
10/18/2011,09,13887.0
10/18/2011,10,13970.0
10/18/2011,11,14060.0
10/18/2011,12,14170.0
10/18/2011,13,14197.0
10/18/2011,14,14177.0
10/18/2011,15,13697.0
10/18/2011,16,13555.0
10/18/2011,17,13817.0
10/18/2011,18,14181.0
10/18/2011,19,14565.0
10/18/2011,20,14689.0
10/18/2011,21,13901.0
10/18/2011,22,12904.0
10/18/2011,23,11442.0
10/18/2011,24,10507.0
10/19/2011,01,10186.0
10/19/2011,02,10164.0
10/19/2011,03,10152.0
10/19/2011,04,10092.0
10/19/2011,05,9869.0
