"C","Day-Ahead Energy Market Hourly Demand Report"
"C","Filename: da_hourlydemand_20100316_20100330.csv"
"C","Report for: 03/16/2010 - 03/30/2010"
"C","Report generated: 03/13/2016 17:09:06 EDT"
"H","Date","Hour Ending","Day-Ahead Cleared Demand"
"H","Date","HE","MWh"
"D","03/16/2010","01",10949.0
"D","03/16/2010","02",10836.0
"D","03/16/2010","03",11012.0
"D","03/16/2010","04",11246.0
"D","03/16/2010","05",11572.0
"D","03/16/2010","06",11618.0
"D","03/16/2010","07",14052.0
"D","03/16/2010","08",14430.0
"D","03/16/2010","09",14751.0
"D","03/16/2010","10",14849.0
"D","03/16/2010","11",14963.0
"D","03/16/2010","12",14886.0
"D","03/16/2010","13",14795.0
"D","03/16/2010","14",14694.0
"D","03/16/2010","15",14243.0
"D","03/16/2010","16",14064.0
"D","03/16/2010","17",14208.0
"D","03/16/2010","18",15084.0
"D","03/16/2010","19",15781.0
"D","03/16/2010","20",15689.0
"D","03/16/2010","21",15742.0
"D","03/16/2010","22",14088.0
"D","03/16/2010","23",12715.0
"D","03/16/2010","24",11292.0
"D","03/17/2010","01",10853.0
"D","03/17/2010","02",10690.0
"D","03/17/2010","03",10450.0
"D","03/17/2010","04",10547.0
"D","03/17/2010","05",10896.0
"D","03/17/2010","06",11313.0
"D","03/17/2010","07",13518.0
"D","03/17/2010","08",14497.0
"D","03/17/2010","09",14550.0
"D","03/17/2010","10",14662.0
"D","03/17/2010","11",14744.0
"D","03/17/2010","12",14724.0
"D","03/17/2010","13",14524.0
"D","03/17/2010","14",14336.0
"D","03/17/2010","15",13864.0
"D","03/17/2010","16",13708.0
"D","03/17/2010","17",13767.0
"D","03/17/2010","18",14469.0
"D","03/17/2010","19",15224.0
"D","03/17/2010","20",15985.0
"D","03/17/2010","21",14473.0
"D","03/17/2010","22",13382.0
"D","03/17/2010","23",11675.0
"D","03/17/2010","24",10563.0
"D","03/18/2010","01",10804.0
"D","03/18/2010","02",10604.0
"D","03/18/2010","03",10879.0
"D","03/18/2010","04",10881.0
"D","03/18/2010","05",10993.0
"D","03/18/2010","06",10839.0
"D","03/18/2010","07",13389.0
"D","03/18/2010","08",14000.0
"D","03/18/2010","09",14297.0
"D","03/18/2010","10",14250.0
"D","03/18/2010","11",14222.0
"D","03/18/2010","12",14182.0
"D","03/18/2010","13",14186.0
"D","03/18/2010","14",13950.0
"D","03/18/2010","15",13742.0
"D","03/18/2010","16",13566.0
"D","03/18/2010","17",13666.0
"D","03/18/2010","18",14000.0
"D","03/18/2010","19",14696.0
"D","03/18/2010","20",15239.0
"D","03/18/2010","21",14249.0
"D","03/18/2010","22",13271.0
"D","03/18/2010","23",11611.0
"D","03/18/2010","24",10403.0
"D","03/19/2010","01",10523.0
"D","03/19/2010","02",10444.0
"D","03/19/2010","03",10526.0
"D","03/19/2010","04",10528.0
"D","03/19/2010","05",10593.0
"D","03/19/2010","06",10538.0
"D","03/19/2010","07",12985.0
"D","03/19/2010","08",13980.0
"D","03/19/2010","09",14203.0
"D","03/19/2010","10",14232.0
"D","03/19/2010","11",14205.0
