"C","Day-Ahead Energy Market Hourly Demand Report"
"C","Filename: da_hourlydemand_20100812_20100826.csv"
"C","Report for: 08/12/2010 - 08/26/2010"
"C","Report generated: 03/13/2016 17:14:51 EDT"
"H","Date","Hour Ending","Day-Ahead Cleared Demand"
"H","Date","HE","MWh"
"D","08/12/2010","01",12956.0
"D","08/12/2010","02",12432.0
"D","08/12/2010","03",12040.0
"D","08/12/2010","04",11843.0
"D","08/12/2010","05",11974.0
"D","08/12/2010","06",12657.0
"D","08/12/2010","07",13679.0
"D","08/12/2010","08",15025.0
"D","08/12/2010","09",16135.0
"D","08/12/2010","10",17158.0
"D","08/12/2010","11",17712.0
"D","08/12/2010","12",18370.0
"D","08/12/2010","13",18660.0
"D","08/12/2010","14",18839.0
"D","08/12/2010","15",18888.0
"D","08/12/2010","16",18980.0
"D","08/12/2010","17",18771.0
"D","08/12/2010","18",18285.0
"D","08/12/2010","19",17686.0
"D","08/12/2010","20",17358.0
"D","08/12/2010","21",17605.0
"D","08/12/2010","22",16360.0
"D","08/12/2010","23",14798.0
"D","08/12/2010","24",13301.0
"D","08/13/2010","01",12211.0
"D","08/13/2010","02",11913.0
"D","08/13/2010","03",11600.0
"D","08/13/2010","04",11320.0
"D","08/13/2010","05",11442.0
"D","08/13/2010","06",11969.0
"D","08/13/2010","07",12846.0
"D","08/13/2010","08",14001.0
"D","08/13/2010","09",15318.0
"D","08/13/2010","10",16330.0
"D","08/13/2010","11",16978.0
"D","08/13/2010","12",17318.0
"D","08/13/2010","13",17705.0
"D","08/13/2010","14",17827.0
"D","08/13/2010","15",17915.0
"D","08/13/2010","16",17913.0
"D","08/13/2010","17",17532.0
"D","08/13/2010","18",17293.0
"D","08/13/2010","19",16521.0
"D","08/13/2010","20",16021.0
"D","08/13/2010","21",16411.0
"D","08/13/2010","22",15167.0
"D","08/13/2010","23",13756.0
"D","08/13/2010","24",12471.0
"D","08/14/2010","01",11647.0
"D","08/14/2010","02",10935.0
"D","08/14/2010","03",10447.0
"D","08/14/2010","04",10176.0
"D","08/14/2010","05",10199.0
"D","08/14/2010","06",10202.0
"D","08/14/2010","07",10315.0
"D","08/14/2010","08",11276.0
"D","08/14/2010","09",13014.0
"D","08/14/2010","10",14083.0
"D","08/14/2010","11",14790.0
"D","08/14/2010","12",15330.0
"D","08/14/2010","13",15517.0
"D","08/14/2010","14",15453.0
"D","08/14/2010","15",15572.0
"D","08/14/2010","16",15789.0
"D","08/14/2010","17",15602.0
"D","08/14/2010","18",15367.0
"D","08/14/2010","19",15024.0
"D","08/14/2010","20",14846.0
"D","08/14/2010","21",15640.0
"D","08/14/2010","22",14411.0
"D","08/14/2010","23",13473.0
"D","08/14/2010","24",12262.0
"D","08/15/2010","01",11614.0
"D","08/15/2010","02",10822.0
"D","08/15/2010","03",10714.0
"D","08/15/2010","04",10655.0
"D","08/15/2010","05",10555.0
"D","08/15/2010","06",10593.0
"D","08/15/2010","07",10626.0
"D","08/15/2010","08",11116.0
"D","08/15/2010","09",12392.0
"D","08/15/2010","10",13605.0
"D","08/15/2010","11",14081.0
"D","08/15/2010","12",15170.0
"D","08/15/2010","13",15678.0
"D","08/15/2010","14",15781.0
"D","08/15/2010","15",15827.0
"D","08/15/2010","16",16269.0
"D","08/15/2010","17",16376.0
"D","08/15/2010","18",16238.0
"D","08/15/2010","19",16259.0
"D","08/15/2010","20",15829.0
"D","08/15/2010","21",16350.0
"D","08/15/2010","22",15263.0
"D","08/15/2010","23",13981.0
"D","08/15/2010","24",12765.0
"D","08/16/2010","01",12005.0
"D","08/16/2010","02",11485.0
"D","08/16/2010","03",11218.0
"D","08/16/2010","04",10970.0
"D","08/16/2010","05",11168.0
"D","08/16/2010","06",11925.0
"D","08/16/2010","07",13189.0
"D","08/16/2010","08",15086.0
"D","08/16/2010","09",16314.0
"D","08/16/2010","10",17405.0
"D","08/16/2010","11",18174.0
"D","08/16/2010","12",18662.0
