"C","Day-Ahead Energy Market Hourly Demand Report"
"C","Filename: da_hourlydemand_20100628_20100712.csv"
"C","Report for: 06/28/2010 - 07/12/2010"
"C","Report generated: 03/13/2016 17:13:30 EDT"
"H","Date","Hour Ending","Day-Ahead Cleared Demand"
"H","Date","HE","MWh"
"D","06/28/2010","01",12617.0
"D","06/28/2010","02",12260.0
"D","06/28/2010","03",11657.0
"D","06/28/2010","04",11457.0
"D","06/28/2010","05",11639.0
"D","06/28/2010","06",12464.0
"D","06/28/2010","07",13932.0
"D","06/28/2010","08",16553.0
"D","06/28/2010","09",18173.0
"D","06/28/2010","10",19723.0
"D","06/28/2010","11",20920.0
"D","06/28/2010","12",21099.0
"D","06/28/2010","13",20959.0
"D","06/28/2010","14",21408.0
"D","06/28/2010","15",21497.0
"D","06/28/2010","16",21636.0
"D","06/28/2010","17",21457.0
"D","06/28/2010","18",21103.0
"D","06/28/2010","19",20389.0
"D","06/28/2010","20",20413.0
"D","06/28/2010","21",20317.0
"D","06/28/2010","22",19011.0
"D","06/28/2010","23",16907.0
"D","06/28/2010","24",14171.0
"D","06/29/2010","01",14656.0
"D","06/29/2010","02",13744.0
"D","06/29/2010","03",12935.0
"D","06/29/2010","04",12648.0
"D","06/29/2010","05",12736.0
"D","06/29/2010","06",13519.0
"D","06/29/2010","07",14955.0
"D","06/29/2010","08",16783.0
"D","06/29/2010","09",18245.0
"D","06/29/2010","10",19258.0
"D","06/29/2010","11",20088.0
"D","06/29/2010","12",20678.0
"D","06/29/2010","13",21027.0
"D","06/29/2010","14",21319.0
"D","06/29/2010","15",21325.0
"D","06/29/2010","16",21315.0
"D","06/29/2010","17",21212.0
"D","06/29/2010","18",20513.0
"D","06/29/2010","19",19689.0
"D","06/29/2010","20",19037.0
"D","06/29/2010","21",18798.0
"D","06/29/2010","22",17714.0
"D","06/29/2010","23",15602.0
"D","06/29/2010","24",13668.0
"D","06/30/2010","01",12116.0
"D","06/30/2010","02",11347.0
"D","06/30/2010","03",11161.0
"D","06/30/2010","04",10945.0
"D","06/30/2010","05",11031.0
"D","06/30/2010","06",11563.0
"D","06/30/2010","07",12664.0
"D","06/30/2010","08",14356.0
"D","06/30/2010","09",15584.0
"D","06/30/2010","10",16545.0
"D","06/30/2010","11",17234.0
"D","06/30/2010","12",17732.0
"D","06/30/2010","13",17824.0
"D","06/30/2010","14",18034.0
"D","06/30/2010","15",18055.0
"D","06/30/2010","16",18034.0
"D","06/30/2010","17",18030.0
"D","06/30/2010","18",17549.0
"D","06/30/2010","19",16701.0
"D","06/30/2010","20",16391.0
"D","06/30/2010","21",16614.0
"D","06/30/2010","22",15544.0
"D","06/30/2010","23",14057.0
"D","06/30/2010","24",12381.0
"D","07/01/2010","01",11115.0
"D","07/01/2010","02",10407.0
"D","07/01/2010","03",9996.0
"D","07/01/2010","04",9847.0
"D","07/01/2010","05",10143.0
"D","07/01/2010","06",10539.0
"D","07/01/2010","07",11744.0
"D","07/01/2010","08",13297.0
"D","07/01/2010","09",14498.0
"D","07/01/2010","10",15324.0
"D","07/01/2010","11",15857.0
"D","07/01/2010","12",16160.0
"D","07/01/2010","13",16235.0
"D","07/01/2010","14",16468.0
"D","07/01/2010","15",16451.0
"D","07/01/2010","16",16357.0
"D","07/01/2010","17",16234.0
"D","07/01/2010","18",15862.0
"D","07/01/2010","19",15235.0
"D","07/01/2010","20",14759.0
"D","07/01/2010","21",15109.0
"D","07/01/2010","22",14175.0
"D","07/01/2010","23",12807.0
"D","07/01/2010","24",11616.0
"D","07/02/2010","01",11141.0
"D","07/02/2010","02",10633.0
"D","07/02/2010","03",10073.0
"D","07/02/2010","04",9971.0
"D","07/02/2010","05",10132.0
"D","07/02/2010","06",10513.0
"D","07/02/2010","07",11629.0
"D","07/02/2010","08",13529.0
"D","07/02/2010","09",14526.0
"D","07/02/2010","10",15426.0
"D","07/02/2010","11",15811.0
"D","07/02/2010","12",16169.0
"D","07/02/2010","13",16231.0
"D","07/02/2010","14",16540.0
"D","07/02/2010","15",16587.0
"D","07/02/2010","16",16616.0
"D","07/02/2010","17",16463.0
"D","07/02/2010","18",16032.0
"D","07/02/2010","19",15449.0
"D","07/02/2010","20",15077.0
"D","07/02/2010","21",14959.0
"D","07/02/2010","22",14433.0
"D","07/02/2010","23",13258.0
"D","07/02/2010","24",11769.0
"D","07/03/2010","01",11453.0
"D","07/03/2010","02",10754.0
"D","07/03/2010","03",10457.0
"D","07/03/2010","04",10191.0
"D","07/03/2010","05",9934.0
"D","07/03/2010","06",9871.0
"D","07/03/2010","07",10055.0
"D","07/03/2010","08",11704.0
"D","07/03/2010","09",13397.0
"D","07/03/2010","10",14652.0
"D","07/03/2010","11",15770.0
"D","07/03/2010","12",16373.0
"D","07/03/2010","13",16674.0
"D","07/03/2010","14",16672.0
"D","07/03/2010","15",16911.0
"D","07/03/2010","16",17116.0
"D","07/03/2010","17",17112.0
"D","07/03/2010","18",17098.0
"D","07/03/2010","19",16402.0
"D","07/03/2010","20",15944.0
"D","07/03/2010","21",16332.0
"D","07/03/2010","22",16157.0
"D","07/03/2010","23",14487.0
"D","07/03/2010","24",13103.0
"D","07/04/2010","01",12346.0
"D","07/04/2010","02",11578.0
"D","07/04/2010","03",11263.0
"D","07/04/2010","04",10715.0
"D","07/04/2010","05",10622.0
"D","07/04/2010","06",10582.0
"D","07/04/2010","07",10745.0
"D","07/04/2010","08",12360.0
"D","07/04/2010","09",13764.0
"D","07/04/2010","10",15496.0
"D","07/04/2010","11",16870.0
"D","07/04/2010","12",18292.0
"D","07/04/2010","13",18922.0
"D","07/04/2010","14",19109.0
"D","07/04/2010","15",19046.0
"D","07/04/2010","16",19069.0
"D","07/04/2010","17",19294.0
"D","07/04/2010","18",19267.0
"D","07/04/2010","19",18988.0
"D","07/04/2010","20",18612.0
"D","07/04/2010","21",18967.0
"D","07/04/2010","22",18094.0
"D","07/04/2010","23",16054.0
"D","07/04/2010","24",14302.0
"D","07/05/2010","01",13058.0
"D","07/05/2010","02",12676.0
"D","07/05/2010","03",12090.0
"D","07/05/2010","04",11493.0
"D","07/05/2010","05",11445.0
"D","07/05/2010","06",11527.0
"D","07/05/2010","07",11738.0
"D","07/05/2010","08",13732.0
"D","07/05/2010","09",15088.0
"D","07/05/2010","10",16698.0
"D","07/05/2010","11",18070.0
"D","07/05/2010","12",19357.0
"D","07/05/2010","13",20059.0
"D","07/05/2010","14",20512.0
"D","07/05/2010","15",20918.0
"D","07/05/2010","16",20938.0
"D","07/05/2010","17",20903.0
"D","07/05/2010","18",20861.0
"D","07/05/2010","19",20508.0
"D","07/05/2010","20",19797.0
"D","07/05/2010","21",19802.0
"D","07/05/2010","22",18675.0
"D","07/05/2010","23",16539.0
"D","07/05/2010","24",14685.0
"D","07/06/2010","01",14668.0
"D","07/06/2010","02",14024.0
"D","07/06/2010","03",13482.0
"D","07/06/2010","04",13266.0
"D","07/06/2010","05",13373.0
"D","07/06/2010","06",14069.0
"D","07/06/2010","07",15250.0
"D","07/06/2010","08",17675.0
"D","07/06/2010","09",19154.0
"D","07/06/2010","10",20330.0
"D","07/06/2010","11",21822.0
"D","07/06/2010","12",22617.0
"D","07/06/2010","13",23262.0
"D","07/06/2010","14",23422.0
"D","07/06/2010","15",23500.0
"D","07/06/2010","16",23666.0
"D","07/06/2010","17",23616.0
"D","07/06/2010","18",23261.0
"D","07/06/2010","19",22946.0
"D","07/06/2010","20",22100.0
"D","07/06/2010","21",21568.0
"D","07/06/2010","22",20290.0
"D","07/06/2010","23",18089.0
"D","07/06/2010","24",15835.0
"D","07/07/2010","01",16521.0
"D","07/07/2010","02",15512.0
"D","07/07/2010","03",14950.0
"D","07/07/2010","04",14497.0
"D","07/07/2010","05",14474.0
"D","07/07/2010","06",15089.0
