Date,Hour Ending,Day-Ahead Cleared Demand
08/13/2012,01,13780.0
08/13/2012,02,13604.0
08/13/2012,03,13067.0
08/13/2012,04,12634.0
08/13/2012,05,12781.0
08/13/2012,06,13223.0
08/13/2012,07,13881.0
08/13/2012,08,15229.0
08/13/2012,09,16529.0
08/13/2012,10,17571.0
08/13/2012,11,18645.0
08/13/2012,12,19348.0
08/13/2012,13,19856.0
08/13/2012,14,20497.0
08/13/2012,15,20826.0
08/13/2012,16,20854.0
08/13/2012,17,20906.0
08/13/2012,18,20553.0
08/13/2012,19,19574.0
08/13/2012,20,19479.0
08/13/2012,21,19428.0
08/13/2012,22,18141.0
08/13/2012,23,16380.0
08/13/2012,24,14606.0
08/14/2012,01,14518.0
08/14/2012,02,13925.0
08/14/2012,03,13276.0
08/14/2012,04,13002.0
08/14/2012,05,13116.0
08/14/2012,06,13779.0
08/14/2012,07,14654.0
08/14/2012,08,15424.0
08/14/2012,09,16753.0
08/14/2012,10,18112.0
08/14/2012,11,19122.0
08/14/2012,12,19827.0
08/14/2012,13,20336.0
08/14/2012,14,20971.0
08/14/2012,15,21237.0
08/14/2012,16,21239.0
08/14/2012,17,21228.0
08/14/2012,18,20806.0
08/14/2012,19,19882.0
08/14/2012,20,19433.0
08/14/2012,21,19632.0
08/14/2012,22,18519.0
08/14/2012,23,16699.0
08/14/2012,24,15057.0
08/15/2012,01,14060.0
08/15/2012,02,13566.0
08/15/2012,03,13027.0
08/15/2012,04,12779.0
08/15/2012,05,12893.0
08/15/2012,06,13609.0
08/15/2012,07,14433.0
08/15/2012,08,15342.0
08/15/2012,09,16495.0
08/15/2012,10,17607.0
08/15/2012,11,18413.0
08/15/2012,12,18887.0
08/15/2012,13,19375.0
08/15/2012,14,19949.0
08/15/2012,15,20013.0
08/15/2012,16,19953.0
08/15/2012,17,19939.0
08/15/2012,18,19595.0
08/15/2012,19,19019.0
08/15/2012,20,18540.0
08/15/2012,21,18811.0
08/15/2012,22,17670.0
08/15/2012,23,16049.0
08/15/2012,24,14630.0
08/16/2012,01,14198.0
08/16/2012,02,13608.0
08/16/2012,03,12854.0
08/16/2012,04,12642.0
08/16/2012,05,12628.0
08/16/2012,06,13208.0
08/16/2012,07,14581.0
08/16/2012,08,15190.0
08/16/2012,09,16132.0
08/16/2012,10,17209.0
08/16/2012,11,18370.0
08/16/2012,12,19212.0
08/16/2012,13,19606.0
08/16/2012,14,20037.0
08/16/2012,15,20008.0
08/16/2012,16,20160.0
08/16/2012,17,20050.0
08/16/2012,18,19654.0
08/16/2012,19,18865.0
08/16/2012,20,18532.0
08/16/2012,21,18778.0
08/16/2012,22,17513.0
08/16/2012,23,15787.0
08/16/2012,24,14692.0
08/17/2012,01,14062.0
08/17/2012,02,13527.0
08/17/2012,03,12919.0
08/17/2012,04,12653.0
08/17/2012,05,12745.0
08/17/2012,06,13361.0
08/17/2012,07,14354.0
08/17/2012,08,15338.0
08/17/2012,09,16625.0
08/17/2012,10,17762.0
08/17/2012,11,18927.0
08/17/2012,12,20132.0
08/17/2012,13,20749.0
08/17/2012,14,21122.0
08/17/2012,15,21224.0
08/17/2012,16,21302.0
08/17/2012,17,21211.0
08/17/2012,18,20566.0
08/17/2012,19,19707.0
08/17/2012,20,19194.0
08/17/2012,21,19384.0
08/17/2012,22,18003.0
08/17/2012,23,16434.0
08/17/2012,24,14745.0
08/18/2012,01,13507.0
08/18/2012,02,12892.0
08/18/2012,03,12445.0
08/18/2012,04,12437.0
08/18/2012,05,12395.0
08/18/2012,06,12398.0
08/18/2012,07,12488.0
08/18/2012,08,12899.0
08/18/2012,09,14194.0
08/18/2012,10,15386.0
08/18/2012,11,16219.0
08/18/2012,12,16671.0
08/18/2012,13,16725.0
08/18/2012,14,16675.0
08/18/2012,15,16635.0
08/18/2012,16,16766.0
08/18/2012,17,16702.0
08/18/2012,18,16545.0
08/18/2012,19,16194.0
08/18/2012,20,16005.0
08/18/2012,21,16045.0
08/18/2012,22,15240.0
08/18/2012,23,13925.0
08/18/2012,24,12749.0
08/19/2012,01,11540.0
08/19/2012,02,11052.0
08/19/2012,03,11046.0
08/19/2012,04,10802.0
08/19/2012,05,10746.0
08/19/2012,06,10741.0
08/19/2012,07,10708.0
08/19/2012,08,11336.0
08/19/2012,09,12270.0
08/19/2012,10,13345.0
08/19/2012,11,14137.0
08/19/2012,12,14690.0
08/19/2012,13,14936.0
08/19/2012,14,15088.0
08/19/2012,15,15224.0
08/19/2012,16,15306.0
08/19/2012,17,15520.0
08/19/2012,18,15492.0
08/19/2012,19,15396.0
08/19/2012,20,15457.0
08/19/2012,21,15669.0
08/19/2012,22,14702.0
08/19/2012,23,13241.0
08/19/2012,24,12096.0
08/20/2012,01,11380.0
08/20/2012,02,10890.0
08/20/2012,03,10917.0
08/20/2012,04,10871.0
08/20/2012,05,10755.0
08/20/2012,06,10998.0
08/20/2012,07,12432.0
08/20/2012,08,14014.0
08/20/2012,09,15069.0
08/20/2012,10,16052.0
08/20/2012,11,16835.0
08/20/2012,12,17221.0
08/20/2012,13,17612.0
08/20/2012,14,17883.0
08/20/2012,15,17789.0
08/20/2012,16,17862.0
08/20/2012,17,17855.0
08/20/2012,18,17574.0
08/20/2012,19,17111.0
08/20/2012,20,17009.0
08/20/2012,21,17027.0
08/20/2012,22,16157.0
08/20/2012,23,14449.0
08/20/2012,24,12909.0
08/21/2012,01,12064.0
08/21/2012,02,11854.0
08/21/2012,03,11523.0
08/21/2012,04,11419.0
08/21/2012,05,11479.0
08/21/2012,06,11822.0
08/21/2012,07,12677.0
08/21/2012,08,13975.0
08/21/2012,09,15006.0
08/21/2012,10,16203.0
08/21/2012,11,17125.0
08/21/2012,12,17661.0
08/21/2012,13,17941.0
08/21/2012,14,18331.0
08/21/2012,15,18402.0
08/21/2012,16,18528.0
08/21/2012,17,18458.0
08/21/2012,18,18152.0
08/21/2012,19,17691.0
08/21/2012,20,17707.0
08/21/2012,21,17868.0
08/21/2012,22,16464.0
08/21/2012,23,14918.0
08/21/2012,24,13428.0
08/22/2012,01,12497.0
08/22/2012,02,12148.0
08/22/2012,03,11745.0
08/22/2012,04,11567.0
08/22/2012,05,11711.0
08/22/2012,06,12174.0
