"C","Day-Ahead Energy Market Hourly Demand Report"
"C","Filename: da_hourlydemand_20130729_20130812.csv"
"C","Report for: 07/29/2013 - 08/12/2013"
"C","Report generated: 03/14/2016 09:13:34 EDT"
"H","Date","Hour Ending","Day-Ahead Cleared Demand"
"H","Date","HE","MWh"
"D","07/29/2013","01",13537.0
"D","07/29/2013","02",13386.0
"D","07/29/2013","03",13280.0
"D","07/29/2013","04",12994.0
"D","07/29/2013","05",13255.0
"D","07/29/2013","06",13659.0
"D","07/29/2013","07",14150.0
"D","07/29/2013","08",16028.0
"D","07/29/2013","09",17301.0
"D","07/29/2013","10",18101.0
"D","07/29/2013","11",18954.0
"D","07/29/2013","12",19509.0
"D","07/29/2013","13",19945.0
"D","07/29/2013","14",20430.0
"D","07/29/2013","15",20552.0
"D","07/29/2013","16",20643.0
"D","07/29/2013","17",20808.0
"D","07/29/2013","18",20312.0
"D","07/29/2013","19",19550.0
"D","07/29/2013","20",18962.0
"D","07/29/2013","21",19085.0
"D","07/29/2013","22",18148.0
"D","07/29/2013","23",16199.0
"D","07/29/2013","24",14449.0
"D","07/30/2013","01",13479.0
"D","07/30/2013","02",12960.0
"D","07/30/2013","03",12685.0
"D","07/30/2013","04",12434.0
"D","07/30/2013","05",12559.0
"D","07/30/2013","06",12993.0
"D","07/30/2013","07",13933.0
"D","07/30/2013","08",15065.0
"D","07/30/2013","09",16143.0
"D","07/30/2013","10",17161.0
"D","07/30/2013","11",18047.0
"D","07/30/2013","12",18667.0
"D","07/30/2013","13",19098.0
"D","07/30/2013","14",19438.0
"D","07/30/2013","15",19607.0
"D","07/30/2013","16",19641.0
"D","07/30/2013","17",19612.0
"D","07/30/2013","18",19281.0
"D","07/30/2013","19",18724.0
"D","07/30/2013","20",18323.0
"D","07/30/2013","21",18372.0
"D","07/30/2013","22",17171.0
"D","07/30/2013","23",15272.0
"D","07/30/2013","24",13765.0
"D","07/31/2013","01",12655.0
"D","07/31/2013","02",12474.0
"D","07/31/2013","03",12217.0
"D","07/31/2013","04",12115.0
"D","07/31/2013","05",12188.0
"D","07/31/2013","06",12595.0
"D","07/31/2013","07",13375.0
"D","07/31/2013","08",14996.0
"D","07/31/2013","09",16040.0
"D","07/31/2013","10",16948.0
"D","07/31/2013","11",17676.0
"D","07/31/2013","12",18382.0
"D","07/31/2013","13",18927.0
"D","07/31/2013","14",19341.0
"D","07/31/2013","15",19501.0
"D","07/31/2013","16",19696.0
"D","07/31/2013","17",19661.0
"D","07/31/2013","18",19245.0
"D","07/31/2013","19",18726.0
"D","07/31/2013","20",18286.0
"D","07/31/2013","21",18407.0
"D","07/31/2013","22",17265.0
"D","07/31/2013","23",15662.0
"D","07/31/2013","24",13948.0
"D","08/01/2013","01",12982.0
"D","08/01/2013","02",12648.0
"D","08/01/2013","03",12601.0
"D","08/01/2013","04",12509.0
"D","08/01/2013","05",12596.0
"D","08/01/2013","06",12639.0
"D","08/01/2013","07",13684.0
"D","08/01/2013","08",15259.0
"D","08/01/2013","09",16422.0
"D","08/01/2013","10",17429.0
"D","08/01/2013","11",18274.0
"D","08/01/2013","12",18783.0
"D","08/01/2013","13",19149.0
"D","08/01/2013","14",19440.0
"D","08/01/2013","15",19575.0
"D","08/01/2013","16",19530.0
"D","08/01/2013","17",19272.0
"D","08/01/2013","18",18817.0
"D","08/01/2013","19",18357.0
"D","08/01/2013","20",17969.0
"D","08/01/2013","21",18022.0
"D","08/01/2013","22",17073.0
"D","08/01/2013","23",15546.0
"D","08/01/2013","24",13917.0
"D","08/02/2013","01",12979.0
"D","08/02/2013","02",12242.0
"D","08/02/2013","03",12334.0
"D","08/02/2013","04",12101.0
"D","08/02/2013","05",12259.0
"D","08/02/2013","06",12318.0
"D","08/02/2013","07",13695.0
"D","08/02/2013","08",15159.0
"D","08/02/2013","09",16333.0
"D","08/02/2013","10",17257.0
"D","08/02/2013","11",18101.0
"D","08/02/2013","12",18524.0
"D","08/02/2013","13",19049.0
"D","08/02/2013","14",19458.0
"D","08/02/2013","15",19490.0
"D","08/02/2013","16",19529.0
"D","08/02/2013","17",19291.0
"D","08/02/2013","18",18710.0
"D","08/02/2013","19",18185.0
"D","08/02/2013","20",17719.0
"D","08/02/2013","21",17686.0
"D","08/02/2013","22",16628.0
"D","08/02/2013","23",15237.0
"D","08/02/2013","24",13833.0
"D","08/03/2013","01",12009.0
"D","08/03/2013","02",11338.0
"D","08/03/2013","03",11305.0
"D","08/03/2013","04",11003.0
"D","08/03/2013","05",10936.0
"D","08/03/2013","06",11028.0
"D","08/03/2013","07",11397.0
"D","08/03/2013","08",11966.0
"D","08/03/2013","09",13429.0
"D","08/03/2013","10",14527.0
"D","08/03/2013","11",15550.0
"D","08/03/2013","12",16139.0
"D","08/03/2013","13",16169.0
"D","08/03/2013","14",16371.0
"D","08/03/2013","15",16323.0
"D","08/03/2013","16",16432.0
"D","08/03/2013","17",16462.0
"D","08/03/2013","18",16386.0
"D","08/03/2013","19",16166.0
"D","08/03/2013","20",15800.0
"D","08/03/2013","21",15886.0
"D","08/03/2013","22",15279.0
"D","08/03/2013","23",14149.0
"D","08/03/2013","24",12857.0
"D","08/04/2013","01",12120.0
"D","08/04/2013","02",11552.0
"D","08/04/2013","03",11402.0
"D","08/04/2013","04",11220.0
"D","08/04/2013","05",11080.0
"D","08/04/2013","06",11108.0
"D","08/04/2013","07",11196.0
"D","08/04/2013","08",11511.0
"D","08/04/2013","09",12646.0
"D","08/04/2013","10",13890.0
"D","08/04/2013","11",14768.0
"D","08/04/2013","12",15400.0
"D","08/04/2013","13",15599.0
"D","08/04/2013","14",15707.0
"D","08/04/2013","15",15666.0
"D","08/04/2013","16",15771.0
"D","08/04/2013","17",15832.0
"D","08/04/2013","18",15844.0
"D","08/04/2013","19",15724.0
"D","08/04/2013","20",15602.0
"D","08/04/2013","21",15677.0
"D","08/04/2013","22",14975.0
"D","08/04/2013","23",13547.0
"D","08/04/2013","24",12286.0
"D","08/05/2013","01",11345.0
"D","08/05/2013","02",10714.0
"D","08/05/2013","03",10629.0
"D","08/05/2013","04",10618.0
"D","08/05/2013","05",10636.0
"D","08/05/2013","06",11148.0
"D","08/05/2013","07",12353.0
"D","08/05/2013","08",13784.0
"D","08/05/2013","09",14835.0
"D","08/05/2013","10",15676.0
"D","08/05/2013","11",16324.0
"D","08/05/2013","12",16844.0
"D","08/05/2013","13",17099.0
"D","08/05/2013","14",17341.0
"D","08/05/2013","15",17405.0
"D","08/05/2013","16",17441.0
"D","08/05/2013","17",17394.0
"D","08/05/2013","18",17226.0
"D","08/05/2013","19",16834.0
"D","08/05/2013","20",16423.0
"D","08/05/2013","21",16371.0
"D","08/05/2013","22",15495.0
"D","08/05/2013","23",14051.0
"D","08/05/2013","24",12594.0
"D","08/06/2013","01",11218.0
"D","08/06/2013","02",10660.0
"D","08/06/2013","03",10617.0
"D","08/06/2013","04",10524.0
"D","08/06/2013","05",10576.0
"D","08/06/2013","06",10936.0
"D","08/06/2013","07",12036.0
"D","08/06/2013","08",13692.0
"D","08/06/2013","09",14792.0
"D","08/06/2013","10",15560.0
"D","08/06/2013","11",16259.0
"D","08/06/2013","12",16828.0
"D","08/06/2013","13",17048.0
"D","08/06/2013","14",17401.0
"D","08/06/2013","15",17502.0
"D","08/06/2013","16",17561.0
"D","08/06/2013","17",17572.0
"D","08/06/2013","18",17371.0
"D","08/06/2013","19",17008.0
"D","08/06/2013","20",16657.0
"D","08/06/2013","21",16790.0
"D","08/06/2013","22",15837.0
"D","08/06/2013","23",14280.0
"D","08/06/2013","24",12767.0
"D","08/07/2013","01",11498.0
"D","08/07/2013","02",10917.0
"D","08/07/2013","03",10676.0
"D","08/07/2013","04",10581.0
