"C","Day-Ahead Energy Market Hourly Demand Report"
"C","Filename: da_hourlydemand_20130828_20130911.csv"
"C","Report for: 08/28/2013 - 09/11/2013"
"C","Report generated: 03/14/2016 09:14:24 EDT"
"H","Date","Hour Ending","Day-Ahead Cleared Demand"
"H","Date","HE","MWh"
"D","08/28/2013","01",13732.0
"D","08/28/2013","02",13264.0
"D","08/28/2013","03",12830.0
"D","08/28/2013","04",12604.0
"D","08/28/2013","05",12707.0
"D","08/28/2013","06",13424.0
"D","08/28/2013","07",14388.0
"D","08/28/2013","08",15301.0
"D","08/28/2013","09",16305.0
"D","08/28/2013","10",17299.0
"D","08/28/2013","11",18038.0
"D","08/28/2013","12",18597.0
"D","08/28/2013","13",18936.0
"D","08/28/2013","14",19321.0
"D","08/28/2013","15",19552.0
"D","08/28/2013","16",19628.0
"D","08/28/2013","17",19461.0
"D","08/28/2013","18",19093.0
"D","08/28/2013","19",18577.0
"D","08/28/2013","20",18486.0
"D","08/28/2013","21",18506.0
"D","08/28/2013","22",17075.0
"D","08/28/2013","23",15499.0
"D","08/28/2013","24",14195.0
"D","08/29/2013","01",13026.0
"D","08/29/2013","02",12567.0
"D","08/29/2013","03",12433.0
"D","08/29/2013","04",12442.0
"D","08/29/2013","05",12439.0
"D","08/29/2013","06",12827.0
"D","08/29/2013","07",13371.0
"D","08/29/2013","08",14669.0
"D","08/29/2013","09",15621.0
"D","08/29/2013","10",16378.0
"D","08/29/2013","11",17077.0
"D","08/29/2013","12",17685.0
"D","08/29/2013","13",17928.0
"D","08/29/2013","14",18147.0
"D","08/29/2013","15",18220.0
"D","08/29/2013","16",18143.0
"D","08/29/2013","17",17913.0
"D","08/29/2013","18",17650.0
"D","08/29/2013","19",17063.0
"D","08/29/2013","20",17300.0
"D","08/29/2013","21",17289.0
"D","08/29/2013","22",15812.0
"D","08/29/2013","23",14405.0
"D","08/29/2013","24",13002.0
"D","08/30/2013","01",12470.0
"D","08/30/2013","02",12392.0
"D","08/30/2013","03",12249.0
"D","08/30/2013","04",12044.0
"D","08/30/2013","05",11941.0
"D","08/30/2013","06",12401.0
"D","08/30/2013","07",13114.0
"D","08/30/2013","08",14351.0
"D","08/30/2013","09",15202.0
"D","08/30/2013","10",16124.0
"D","08/30/2013","11",16980.0
"D","08/30/2013","12",17211.0
"D","08/30/2013","13",17415.0
"D","08/30/2013","14",17647.0
"D","08/30/2013","15",17815.0
"D","08/30/2013","16",17919.0
"D","08/30/2013","17",17923.0
"D","08/30/2013","18",17598.0
"D","08/30/2013","19",16960.0
"D","08/30/2013","20",17026.0
"D","08/30/2013","21",17022.0
"D","08/30/2013","22",15882.0
"D","08/30/2013","23",14545.0
"D","08/30/2013","24",13195.0
"D","08/31/2013","01",13014.0
"D","08/31/2013","02",12621.0
"D","08/31/2013","03",12361.0
"D","08/31/2013","04",12086.0
"D","08/31/2013","05",11901.0
"D","08/31/2013","06",11977.0
"D","08/31/2013","07",11990.0
"D","08/31/2013","08",12917.0
"D","08/31/2013","09",14518.0
"D","08/31/2013","10",15838.0
"D","08/31/2013","11",16641.0
"D","08/31/2013","12",17014.0
"D","08/31/2013","13",17380.0
"D","08/31/2013","14",17539.0
"D","08/31/2013","15",17576.0
"D","08/31/2013","16",17707.0
"D","08/31/2013","17",17830.0
"D","08/31/2013","18",17502.0
"D","08/31/2013","19",17081.0
"D","08/31/2013","20",17183.0
"D","08/31/2013","21",17123.0
"D","08/31/2013","22",16190.0
"D","08/31/2013","23",15062.0
"D","08/31/2013","24",13683.0
"D","09/01/2013","01",13254.0
"D","09/01/2013","02",12864.0
"D","09/01/2013","03",12509.0
"D","09/01/2013","04",12169.0
"D","09/01/2013","05",12228.0
"D","09/01/2013","06",12280.0
"D","09/01/2013","07",12422.0
