"C","Day-Ahead Energy Market Hourly Demand Report"
"C","Filename: da_hourlydemand_20130629_20130713.csv"
"C","Report for: 06/29/2013 - 07/13/2013"
"C","Report generated: 03/14/2016 09:12:39 EDT"
"H","Date","Hour Ending","Day-Ahead Cleared Demand"
"H","Date","HE","MWh"
"D","06/29/2013","01",12550.0
"D","06/29/2013","02",12009.0
"D","06/29/2013","03",11446.0
"D","06/29/2013","04",11133.0
"D","06/29/2013","05",11040.0
"D","06/29/2013","06",11050.0
"D","06/29/2013","07",11277.0
"D","06/29/2013","08",12497.0
"D","06/29/2013","09",14027.0
"D","06/29/2013","10",15161.0
"D","06/29/2013","11",16084.0
"D","06/29/2013","12",16662.0
"D","06/29/2013","13",16988.0
"D","06/29/2013","14",17216.0
"D","06/29/2013","15",17177.0
"D","06/29/2013","16",17084.0
"D","06/29/2013","17",17222.0
"D","06/29/2013","18",17129.0
"D","06/29/2013","19",16736.0
"D","06/29/2013","20",16282.0
"D","06/29/2013","21",16471.0
"D","06/29/2013","22",15984.0
"D","06/29/2013","23",14498.0
"D","06/29/2013","24",13081.0
"D","06/30/2013","01",12657.0
"D","06/30/2013","02",11987.0
"D","06/30/2013","03",11710.0
"D","06/30/2013","04",11460.0
"D","06/30/2013","05",11335.0
"D","06/30/2013","06",11333.0
"D","06/30/2013","07",11448.0
"D","06/30/2013","08",12440.0
"D","06/30/2013","09",13821.0
"D","06/30/2013","10",14566.0
"D","06/30/2013","11",15434.0
"D","06/30/2013","12",16286.0
"D","06/30/2013","13",16695.0
"D","06/30/2013","14",16849.0
"D","06/30/2013","15",16778.0
"D","06/30/2013","16",17048.0
"D","06/30/2013","17",17142.0
"D","06/30/2013","18",17136.0
"D","06/30/2013","19",16944.0
"D","06/30/2013","20",16548.0
"D","06/30/2013","21",16690.0
"D","06/30/2013","22",16216.0
"D","06/30/2013","23",14540.0
"D","06/30/2013","24",13390.0
"D","07/01/2013","01",13455.0
"D","07/01/2013","02",13054.0
"D","07/01/2013","03",12831.0
"D","07/01/2013","04",12671.0
"D","07/01/2013","05",12695.0
"D","07/01/2013","06",13119.0
"D","07/01/2013","07",14104.0
"D","07/01/2013","08",16021.0
"D","07/01/2013","09",17066.0
"D","07/01/2013","10",17726.0
"D","07/01/2013","11",18470.0
"D","07/01/2013","12",18939.0
"D","07/01/2013","13",19344.0
"D","07/01/2013","14",19700.0
"D","07/01/2013","15",19871.0
"D","07/01/2013","16",20003.0
"D","07/01/2013","17",19907.0
"D","07/01/2013","18",19660.0
"D","07/01/2013","19",19143.0
"D","07/01/2013","20",18440.0
"D","07/01/2013","21",18451.0
"D","07/01/2013","22",17804.0
"D","07/01/2013","23",16088.0
"D","07/01/2013","24",14328.0
"D","07/02/2013","01",14037.0
"D","07/02/2013","02",13738.0
"D","07/02/2013","03",13460.0
"D","07/02/2013","04",13194.0
"D","07/02/2013","05",13251.0
"D","07/02/2013","06",13954.0
"D","07/02/2013","07",14266.0
"D","07/02/2013","08",16001.0
"D","07/02/2013","09",16993.0
"D","07/02/2013","10",17967.0
"D","07/02/2013","11",18832.0
"D","07/02/2013","12",19279.0
"D","07/02/2013","13",19652.0
"D","07/02/2013","14",19963.0
"D","07/02/2013","15",19996.0
"D","07/02/2013","16",20061.0
"D","07/02/2013","17",20097.0
"D","07/02/2013","18",19892.0
"D","07/02/2013","19",19284.0
"D","07/02/2013","20",18742.0
"D","07/02/2013","21",18727.0
"D","07/02/2013","22",17979.0
"D","07/02/2013","23",16171.0
"D","07/02/2013","24",14635.0
"D","07/03/2013","01",14023.0
"D","07/03/2013","02",13639.0
"D","07/03/2013","03",13245.0
"D","07/03/2013","04",13112.0
"D","07/03/2013","05",13128.0
"D","07/03/2013","06",13518.0
"D","07/03/2013","07",14395.0
"D","07/03/2013","08",16173.0
"D","07/03/2013","09",17424.0
"D","07/03/2013","10",18709.0
"D","07/03/2013","11",19431.0
"D","07/03/2013","12",20061.0
"D","07/03/2013","13",20842.0
"D","07/03/2013","14",21027.0
"D","07/03/2013","15",21240.0
"D","07/03/2013","16",21406.0
"D","07/03/2013","17",21436.0
"D","07/03/2013","18",21019.0
"D","07/03/2013","19",20451.0
"D","07/03/2013","20",19909.0
"D","07/03/2013","21",19726.0
"D","07/03/2013","22",18868.0
"D","07/03/2013","23",16911.0
"D","07/03/2013","24",15205.0
"D","07/04/2013","01",13934.0
"D","07/04/2013","02",13222.0
"D","07/04/2013","03",12949.0
"D","07/04/2013","04",12795.0
"D","07/04/2013","05",12794.0
"D","07/04/2013","06",12819.0
"D","07/04/2013","07",12940.0
"D","07/04/2013","08",14062.0
"D","07/04/2013","09",15308.0
"D","07/04/2013","10",16870.0
"D","07/04/2013","11",18033.0
"D","07/04/2013","12",18928.0
"D","07/04/2013","13",19591.0
"D","07/04/2013","14",20102.0
"D","07/04/2013","15",20380.0
"D","07/04/2013","16",20599.0
"D","07/04/2013","17",20733.0
"D","07/04/2013","18",20594.0
"D","07/04/2013","19",20100.0
"D","07/04/2013","20",19460.0
"D","07/04/2013","21",19390.0
"D","07/04/2013","22",18605.0
"D","07/04/2013","23",17162.0
"D","07/04/2013","24",15617.0
"D","07/05/2013","01",15657.0
"D","07/05/2013","02",14935.0
"D","07/05/2013","03",14498.0
"D","07/05/2013","04",14159.0
"D","07/05/2013","05",14105.0
"D","07/05/2013","06",14629.0
"D","07/05/2013","07",15524.0
"D","07/05/2013","08",16727.0
"D","07/05/2013","09",18056.0
"D","07/05/2013","10",19547.0
"D","07/05/2013","11",21121.0
"D","07/05/2013","12",21888.0
"D","07/05/2013","13",22361.0
"D","07/05/2013","14",23118.0
"D","07/05/2013","15",23383.0
"D","07/05/2013","16",23503.0
"D","07/05/2013","17",23523.0
"D","07/05/2013","18",22840.0
"D","07/05/2013","19",22272.0
"D","07/05/2013","20",21518.0
"D","07/05/2013","21",21062.0
"D","07/05/2013","22",20099.0
"D","07/05/2013","23",18319.0
"D","07/05/2013","24",17001.0
"D","07/06/2013","01",15817.0
"D","07/06/2013","02",14823.0
"D","07/06/2013","03",14411.0
"D","07/06/2013","04",14302.0
"D","07/06/2013","05",14089.0
"D","07/06/2013","06",14154.0
"D","07/06/2013","07",14745.0
"D","07/06/2013","08",15192.0
"D","07/06/2013","09",16636.0
"D","07/06/2013","10",18254.0
"D","07/06/2013","11",19418.0
"D","07/06/2013","12",20383.0
"D","07/06/2013","13",20920.0
"D","07/06/2013","14",21184.0
"D","07/06/2013","15",21437.0
"D","07/06/2013","16",21548.0
"D","07/06/2013","17",21813.0
