MW Wind Added,Price
1,1000.0
2,1000.0
3,1000.0
4,1000.0
5,1000.0
6,1000.0
7,1000.0
8,1000.0
9,1000.0
10,1000.0
11,1000.0
12,1000.0
13,1000.0
14,1000.0
15,1000.0
16,1000.0
17,1000.0
18,1000.0
19,1000.0
20,1000.0
21,1000.0
22.0,999.0
23.0,999.0
24.0,999.0
25.0,999.0
26.0,999.0
27.0,999.0
28.0,999.0
28.5,999.0
29.5,999.0
30.5,999.0
31.5,999.0
32.5,999.0
33.5,999.0
34.5,999.0
35.5,999.0
36.5,999.0
37.5,999.0
38.5,999.0
39.5,999.0
40.5,999.0
41.5,999.0
42.5,999.0
43.5,999.0
44.5,999.0
45.5,999.0
46.5,999.0
47.5,999.0
48.5,999.0
49.5,999.0
50.2,999.0
51.2,999.0
52.2,999.0
53.2,999.0
54.2,999.0
55.2,999.0
56.2,999.0
57.2,999.0
58.2,999.0
59.2,999.0
60.2,999.0
61.2,999.0
62.2,999.0
63.2,999.0
64.2,999.0
64.6,999.0
65.6,999.0
66.6,999.0
67.6,999.0
68.6,999.0
69.6,999.0
70.6,999.0
71.6,999.0
72.6,999.0
73.6,999.0
74.6,999.0
75.6,999.0
76.6,999.0
77.6,999.0
78.6,999.0
79.6,999.0
80.6,999.0
81.6,999.0
82.6,999.0
83.6,999.0
84.6,999.0
85.6,999.0
86.6,999.0
87.6,999.0
88.6,999.0
89.6,999.0
90.6,999.0
91.6,999.0
92.6,999.0
93.6,999.0
94.6,999.0
95.6,999.0
96.6,999.0
97.6,999.0
98.1,999.0
99.1,999.0
100.1,999.0
101.1,999.0
102.1,999.0
103.1,999.0
104.1,999.0
105.1,999.0
106.1,999.0
107.1,999.0
107.39999999999999,999.0
108.39999999999999,999.0
109.19999999999999,999.0
110.19999999999999,999.0
111.19999999999999,999.0
112.19999999999999,999.0
113.19999999999999,999.0
114.19999999999999,999.0
115.19999999999999,999.0
116.19999999999999,999.0
117.19999999999999,999.0
118.19999999999999,999.0
119.19999999999999,999.0
119.99999999999999,999.0
120.99999999999999,999.0
121.99999999999999,999.0
122.99999999999999,999.0
123.19999999999999,999.0
124.19999999999999,999.0
125.19999999999999,999.0
126.19999999999999,999.0
127.19999999999999,999.0
128.2,999.0
129.2,999.0
130.2,999.0
131.2,999.0
132.2,999.0
133.2,999.0
134.2,999.0
135.2,999.0
136.2,999.0
137.2,999.0
138.2,999.0
139.2,999.0
140.2,999.0
140.39999999999998,999.0
141.09999999999997,999.0
142.09999999999997,999.0
143.09999999999997,999.0
144.09999999999997,999.0
145.09999999999997,999.0
146.09999999999997,999.0
147.09999999999997,999.0
148.09999999999997,999.0
148.29999999999995,999.0
149.29999999999995,999.0
150.29999999999995,999.0
151.29999999999995,999.0
152.29999999999995,999.0
153.29999999999995,999.0
154.29999999999995,999.0
155.29999999999995,999.0
156.29999999999995,999.0
157.29999999999995,999.0
158.29999999999995,999.0
159.29999999999995,999.0
160.29999999999995,999.0
161.29999999999995,999.0
162.29999999999995,999.0
163.29999999999995,999.0
164.29999999999995,999.0
164.49999999999994,999.0
165.49999999999994,999.0
166.49999999999994,999.0
167.49999999999994,999.0
168.49999999999994,999.0
169.49999999999994,999.0
170.49999999999994,999.0
171.49999999999994,999.0
172.49999999999994,999.0
173.49999999999994,999.0
174.49999999999994,999.0
175.49999999999994,999.0
