DATE,DA_DEMD_AVG,DA_LMP_AVG,DA_EC_AVG,DA_CC_AVG,DA_MLC_AVG,RT_LMP_AVG,RT_EC_AVG,RT_CC_AVG,RT_MLC_AVG,DryBulb_avg,SYSLoad_avg,COAL,GAS,HYDRO,NUCLEAR,OIL,REFUSE,SOLAR,WIND,TOTAL,COAL_P,GAS_P,HYDRO_P,NUCLEAR_P,OIL_P,REFUSE_P,SOLAR_P,WIND_P
6/14/11,"14,154.00",41.679,41.679,-1.2433,-0.1775,35.846,35.949,0.000,-0.103,64.917,"14,584.417","6,205.879","144,185.659","24,584.571",111515.427,65.884,"17,827.046",19.436,"2,080.535","306,484.437",0.020248594,0.470450181,0.080214745,0.363853474,0.000214967,0.058166236,6.34159E-05,0.006788387
6/15/11,"13,217.04",45.783,45.783,-0.2142,-0.0329,54.264,54.458,-0.341,0.147,66.917,"14,818.042","6,622.719","150,916.573","28,598.696",110703.509,380.005,"17,722.472",56.176,"1,366.684","316,366.834",0.02093367,0.477030323,0.090397263,0.349921348,0.001201153,0.056018742,0.000177566,0.004319934
6/16/11,"13,344.75",47.641,47.641,-0.2088,0.1267,48.651,48.568,0.000,0.084,63.625,"14,466.125","10,332.505","184,877.891","29,562.478",111351.730,77.402,"18,629.002",53.249,"1,326.579","356,210.836",0.029006712,0.519012541,0.082991518,0.312600625,0.000217293,0.052297685,0.000149487,0.00372414
6/17/11,"14,322.96",48.420,48.420,-0.1900,0.1254,46.919,46.870,0.000,0.048,66.625,"14,889.917","7,221.270","176,198.879","23,877.099",111319.438,0.455,"18,662.647",20.553,"1,023.990","338,324.331",0.021344223,0.520798721,0.070574584,0.329031724,1.34486E-06,0.055162001,6.07494E-05,0.003026652
6/18/11,"15,252.25",50.034,50.034,-0.1567,0.1554,39.500,40.420,-0.915,-0.005,72.292,"15,792.667","7,146.849","164,018.456","23,212.531",111334.415,31.471,"18,263.005",51.196,978.086,"325,036.009",0.021987868,0.504616262,0.07141526,0.34252948,9.68231E-05,0.056187636,0.000157509,0.003009162
6/19/11,"14,240.96",45.205,45.205,0.0004,0.2583,43.689,43.483,0.141,0.065,72.500,"14,986.750","8,736.559","141,472.643","21,495.318",110437.703,0.478,"18,502.781",63.965,"3,141.544","303,850.991",0.028752774,0.465598755,0.070742958,0.363460072,1.57314E-06,0.060894259,0.000210514,0.010339094
6/20/11,"14,165.08",45.931,45.931,-0.0979,0.3717,51.165,51.028,0.000,0.136,74.792,"15,702.333","21,840.208","176,170.439","20,474.999",93437.167,0.478,"18,955.305",54.355,"1,278.946","332,211.897",0.0657418,0.530295395,0.061632347,0.281257739,1.43884E-06,0.057057875,0.000163615,0.00384979
6/21/11,"15,722.04",53.451,53.451,-0.0746,0.4383,69.151,69.118,0.000,0.033,75.917,"17,903.750","29,604.141","189,486.786","22,577.247",90165.399,39.321,"17,981.892",53.232,740.064,"350,648.082",0.08442693,0.540390197,0.064387197,0.25713929,0.000112138,0.051281878,0.00015181,0.002110561
6/22/11,"15,821.54",50.995,50.995,-0.0021,0.2288,52.348,52.907,-0.429,-0.130,71.042,"16,695.750","33,863.977","197,100.171","18,459.792",90164.252,0.409,"18,776.507",9.952,566.913,"358,941.973",0.094343876,0.549114302,0.051428346,0.251194507,1.13946E-06,0.052310703,2.77259E-05,0.0015794
6/23/11,"16,321.88",56.610,56.610,0.0258,0.0496,80.748,81.027,0.000,-0.279,74.458,"17,836.000","14,670.417","183,491.126","19,899.651",98479.912,3770.014,"19,209.049",7.215,"1,923.134","341,450.518",0.042964987,0.537387165,0.058279751,0.28841635,0.011041172,0.056257197,2.11304E-05,0.005632248
6/24/11,"17,289.88",64.545,64.545,0.1792,0.1758,84.554,84.493,0.000,0.060,77.042,"18,607.625","10,582.119","158,137.304","22,647.002",110210.304,0.434,"19,033.241",13.094,"2,755.326","323,378.824",0.032723599,0.489015644,0.070032421,0.340808661,1.34208E-06,0.058857413,4.04912E-05,0.008520428
6/25/11,"15,964.04",53.754,53.754,0.0771,0.0196,55.570,55.518,0.000,0.052,72.875,"17,105.833","6,417.090","132,098.043","22,950.082",110785.792,41.538,"18,194.734",30.705,667.073,"291,185.057",0.022037841,0.453656669,0.078816139,0.380465238,0.000142652,0.062485123,0.000105448,0.00229089
6/26/11,"14,396.25",47.823,47.823,-0.0008,0.2317,48.688,48.673,0.000,0.015,71.958,"15,498.500","6,631.676","140,069.598","27,531.091",111065.050,41.760,"18,370.954",41.295,487.305,"304,238.729",0.021797606,0.460393713,0.090491737,0.365058881,0.000137261,0.060383351,0.000135732,0.001601719
6/27/11,"13,967.71",45.610,45.610,-0.1904,0.3046,65.469,65.637,-0.124,-0.045,72.583,"15,568.250","12,979.359","192,895.658","32,251.259",111228.883,64.028,"19,383.488",50.042,952.269,"369,804.986",0.035097847,0.521614541,0.087211531,0.300777132,0.00017314,0.052415432,0.00013532,0.002575057
6/28/11,"17,496.50",71.860,71.860,0.2483,0.6329,68.245,68.181,0.000,0.064,78.292,"19,313.917","21,529.455","211,285.515","30,363.423",111250.341,76.248,"19,651.165",44.234,373.132,"394,573.513",0.054563863,0.535478201,0.076952512,0.281950859,0.000193242,0.049803558,0.000112106,0.000945659
6/29/11,"17,581.96",57.816,57.816,0.0200,0.2938,56.153,56.172,0.000,-0.020,77.000,"18,939.958","17,522.273","209,022.417","23,986.215",111202.707,87.824,"19,370.790",43.239,"1,199.457","382,434.922",0.045817659,0.546556826,0.06271973,0.290775503,0.000229644,0.050651206,0.000113062,0.003136369
6/30/11,"15,115.79",43.436,43.436,-0.6583,0.0738,38.524,38.433,0.000,0.091,66.875,"15,529.292","8,664.897","196,330.472","20,623.411",111108.423,92.751,"18,690.455",51.221,"1,955.839","357,517.469",0.02423629,0.549149312,0.057685044,0.310777606,0.000259431,0.052278438,0.000143269,0.005470611
7/1/11,"13,791.67",41.975,41.975,-0.0358,-0.1575,41.708,41.649,0.000,0.060,63.750,"14,493.917","11,866.892","186,295.894","20,962.284",111147.952,144.425,"18,958.134",43.762,802.627,"350,221.970",0.033883917,0.531936629,0.05985428,0.317364305,0.000412381,0.054131767,0.000124955,0.002291767
7/2/11,"13,867.25",43.534,43.534,-0.1188,0.0225,43.868,43.771,0.000,0.097,66.917,"14,481.458","10,033.923","163,845.331","15,940.045",111093.056,92.014,"19,006.503",52.928,375.767,"320,439.567",0.031312996,0.511314294,0.04974431,0.346689571,0.000287149,0.059313846,0.000165173,0.001172661
7/3/11,"14,053.54",43.031,43.031,-0.7417,0.1875,40.809,41.000,-0.220,0.028,72.292,"14,314.583","10,944.394","162,329.621","15,277.230",110961.205,100.060,"18,573.408",25.408,"1,440.959","319,652.285",0.034238435,0.507831881,0.047793276,0.347130961,0.000313028,0.058105037,7.94864E-05,0.004507895
7/4/11,"15,548.25",49.305,49.305,-0.1921,0.3996,37.258,37.348,0.000,-0.090,78.750,"15,475.167","18,204.108","180,786.221","16,926.467",111130.743,92.518,"18,669.049",55.137,"1,131.167","346,995.410",0.0524621,0.521004647,0.048780089,0.320265744,0.000266626,0.053802006,0.000158898,0.00325989
7/5/11,"16,699.42",55.578,55.578,-0.2504,0.4471,61.340,61.535,0.000,-0.195,81.167,"17,906.583","33,828.732","210,929.041","21,730.387",111063.001,195.832,"18,874.919",50.542,"1,277.328","397,949.782",0.08500754,0.530039343,0.054605852,0.279087981,0.000492102,0.047430404,0.000127006,0.003209772
7/6/11,"19,172.29",86.108,86.108,0.0067,0.8142,111.174,110.698,0.398,0.078,86.625,"21,858.625","39,763.092","221,327.481","22,453.244",110947.321,254.027,"18,305.338",52.561,"2,043.611","415,146.675",0.095780827,0.533130805,0.054085087,0.267248488,0.000611897,0.044093664,0.000126608,0.004922624
7/7/11,"20,172.42",96.369,96.369,0.4363,0.5475,98.908,98.493,0.318,0.098,82.417,"22,014.333","34,595.724","222,882.413","23,664.420",110884.972,148.233,"18,923.339",50.349,"2,160.291","413,309.741",0.08370411,0.539262424,0.057255897,0.268285407,0.000358649,0.045784885,0.000121819,0.005226809
7/8/11,"18,944.21",90.908,90.908,0.2796,0.5358,82.327,81.567,0.683,0.077,78.958,"20,753.542","23,296.082","207,608.707","19,440.315",110702.079,102.719,"18,910.028",17.173,547.890,"380,624.993",0.061204814,0.545441605,0.05107472,0.290842906,0.000269869,0.049681519,4.51179E-05,0.001439448
7/9/11,"18,252.46",65.629,65.629,0.4038,0.0638,68.215,67.863,0.307,0.045,78.875,"20,239.167","11,721.675","181,057.895","16,951.220",110789.818,103.879,"19,189.018",55.099,"2,194.921","342,063.525",0.034267538,0.529310733,0.049555766,0.323886676,0.000303683,0.05609782,0.000161078,0.006416706
7/10/11,"16,130.21",45.630,45.630,-1.0004,0.0225,51.221,51.291,-0.125,0.055,74.833,"17,691.167","11,878.039","171,139.970","15,428.825",110650.484,79.608,"19,669.115",59.117,"1,509.097","330,414.255",0.03594893,0.51795577,0.046695398,0.334884111,0.000240934,0.059528651,0.000178918,0.004567288
7/11/11,"15,688.79",44.917,44.917,-0.6446,-0.0533,66.222,66.373,-0.063,-0.089,75.958,"17,008.583","26,542.841","240,533.093","26,362.887",110854.789,3612.175,"19,043.449",46.716,"2,193.288","429,189.238",0.061844144,0.560435984,0.061424856,0.258288837,0.008416276,0.044370751,0.000108847,0.005110305
7/12/11,"17,824.83",68.718,68.718,-0.0796,-0.2850,65.629,65.695,-0.016,-0.051,77.125,"19,547.458","39,735.434","259,657.804","21,702.074",110700.061,8432.207,"18,942.022",41.676,"1,439.444","460,650.722",0.086259355,0.563676103,0.047111777,0.240312358,0.01830499,0.04112014,9.0472E-05,0.003124806
7/13/11,"18,136.13",62.385,62.385,0.0133,0.0475,68.575,68.475,0.124,-0.024,77.375,"19,807.917","39,520.231","229,742.598","16,218.432",110704.762,116.031,"18,755.230",36.719,"1,209.904","416,303.907",0.094931204,0.5518627,0.038958155,0.265922947,0.000278717,0.045051775,8.82024E-05,0.0029063
7/14/11,"18,079.17",68.915,68.915,0.0842,-0.3808,51.453,51.315,0.100,0.038,73.542,"18,506.375","25,300.784","199,961.696","13,900.875",110584.329,70.524,"19,530.510",52.220,"1,096.795","370,497.733",0.068288634,0.539710984,0.03751946,0.298475049,0.000190349,0.05271425,0.000140946,0.002960329
7/15/11,"18,094.08",81.017,81.017,-1.2775,0.0012,50.109,49.936,0.258,-0.085,73.292,"18,112.917","27,924.226","200,868.808","13,764.321",110579.530,100.801,"20,600.466",47.932,569.042,"374,455.126",0.074572957,0.536429585,0.036758266,0.295307828,0.000269194,0.055014512,0.000128005,0.001519653
7/16/11,"18,949.92",68.040,68.040,-0.0517,0.1758,68.281,67.995,0.257,0.029,76.792,"19,383.833","28,960.550","186,816.048","14,443.491",110582.008,91.997,"21,012.256",55.864,984.068,"362,946.282",0.079792938,0.514720931,0.03979512,0.304678718,0.000253473,0.05789357,0.000153918,0.002711332
7/17/11,"17,501.38",60.233,60.233,0.1758,0.1025,68.343,67.288,1.049,0.006,80.000,"18,847.958","35,786.345","204,458.509","15,417.240",110525.191,188.859,"19,035.233",59.453,"1,787.179","387,258.009",0.092409567,0.527964572,0.039811288,0.285404532,0.000487683,0.049153878,0.000153523,0.004614957
7/18/11,"17,426.50",61.723,61.723,0.0383,0.2321,51.053,51.063,0.033,-0.043,79.542,"18,195.500","43,185.134","239,027.312","19,260.298",106920.433,351.304,"20,893.500",25.681,"2,186.012","431,849.674",0.100000386,0.553496567,0.044599543,0.247587157,0.000813487,0.048381419,5.94675E-05,0.005061974
7/19/11,"18,769.50",76.926,76.926,-4.1250,0.1871,54.694,54.679,0.000,0.015,76.083,"18,748.958","48,677.399","244,886.389","20,923.695",110122.543,513.447,"20,932.425",45.541,"1,175.478","447,276.917",0.108830564,0.547505091,0.046780181,0.246206631,0.00114794,0.046799699,0.000101818,0.002628077
7/20/11,"18,115.50",58.567,58.567,0.1158,0.1696,59.023,59.128,0.000,-0.105,75.292,"18,688.500","48,332.986","240,672.721","17,152.458",109583.441,1240.523,"20,494.860",46.094,"2,466.760","439,989.843",0.109850231,0.546996084,0.038983759,0.249059024,0.002819436,0.046580303,0.000104762,0.005606402
7/21/11,"17,403.08",60.095,60.095,0.0842,-0.1296,75.330,75.310,0.000,0.020,74.792,"18,885.708","51,102.785","262,007.732","22,764.916",104764.007,16151.753,"20,049.951",46.646,"3,731.808","480,619.598",0.106326886,0.545145752,0.047365767,0.217976977,0.033606106,0.041716882,9.70539E-05,0.007764577
7/22/11,"17,524.29",64.847,64.847,0.1671,-0.0142,46.685,46.660,0.000,0.025,74.708,"17,877.458","52,377.228","283,805.437","22,614.117",110439.282,25961.715,"19,616.442",50.078,"2,312.979","517,177.278",0.101275192,0.548758519,0.043726045,0.213542409,0.05019887,0.037929822,9.68295E-05,0.004472314
7/23/11,"16,734.50",56.246,56.246,-0.0892,-0.1321,41.019,41.041,0.000,-0.023,70.458,"16,535.500","41,278.809","247,140.519","16,408.184",110313.609,9769.568,"20,421.277",38.725,"2,802.369","448,173.060",0.092104619,0.551439926,0.036611268,0.246140652,0.021798651,0.045565606,8.64064E-05,0.006252872
7/24/11,"16,781.38",62.043,62.043,0.3258,0.2217,51.414,51.510,0.016,-0.112,75.708,"17,460.042","37,712.272","235,812.169","8,791.920",110166.041,75.388,"20,584.602",32.816,"1,005.621","414,180.829",0.091052674,0.569345929,0.02122725,0.26598537,0.000182017,0.049699553,7.92311E-05,0.002427976
7/25/11,"16,464.13",53.213,53.213,-2.7742,0.1400,52.273,52.368,-0.066,-0.028,78.292,"17,675.167","26,393.181","215,671.306","8,846.967",110405.740,34.273,"19,698.074",18.446,939.223,"382,007.210",0.069090793,0.564573915,0.023159162,0.289014807,8.97182E-05,0.051564665,4.8287E-05,0.002458653
7/26/11,"16,766.67",56.360,56.360,-0.1929,-0.0988,41.002,44.377,-3.339,-0.036,73.417,"16,870.542","31,637.302","212,347.081","10,560.261",110472.208,115.630,"18,755.520",32.684,"1,136.947","385,057.633",0.082162511,0.551468307,0.027425144,0.286897853,0.000300293,0.048708345,8.48808E-05,0.002952667
7/27/11,"16,295.42",53.767,53.767,-0.0475,-0.3017,63.593,63.677,-0.001,-0.082,76.208,"17,588.542","28,756.103","218,589.128","11,035.171",110606.062,61.282,"18,985.425",44.983,"1,068.091","389,146.245",0.073895363,0.561714602,0.028357388,0.284227494,0.000157478,0.048787378,0.000115594,0.002744703
7/28/11,"16,989.50",61.025,61.025,0.0000,-0.1129,73.245,72.873,0.297,0.075,77.250,"18,956.125","36,461.037","222,593.582","12,775.371",110511.884,94.798,"19,497.030",45.837,297.486,"402,277.025",0.090636638,0.553334066,0.031757645,0.274715873,0.000235654,0.048466675,0.000113944,0.000739505
7/29/11,"17,501.79",60.696,60.696,0.0596,-0.1788,77.649,77.164,0.335,0.150,78.000,"19,448.667","27,637.445","227,739.712","12,343.984",110522.722,74.033,"19,839.144",9.478,"1,520.284","399,686.802",0.069147755,0.569795427,0.030884142,0.276523321,0.000185228,0.049636725,2.37136E-05,0.003803688
7/30/11,"15,448.25",50.290,50.290,0.0479,-0.2233,46.778,46.609,0.115,0.054,69.708,"16,265.083","30,153.723","216,024.724","12,028.298",110597.425,336.130,"19,228.232",57.724,"1,968.683","390,394.939",0.077239021,0.553349192,0.030810589,0.283296257,0.000861,0.049253282,0.000147861,0.005042798
7/31/11,"13,401.17",44.303,44.303,-0.3871,-0.0788,41.916,41.832,0.000,0.084,66.750,"14,034.208","32,452.658","202,972.359","15,442.532",110552.463,1173.780,"19,718.471",53.748,743.263,"383,109.274",0.08470862,0.529802782,0.040308426,0.288566397,0.003063826,0.051469574,0.000140294,0.001940081
8/1/11,"13,135.67",43.630,43.630,-0.4129,-0.1458,45.773,45.726,0.000,0.046,68.125,"13,835.000","39,724.367","249,048.491","19,896.067",110528.897,428.316,"20,321.015",40.272,"1,194.865","441,182.290",0.090040711,0.564502467,0.045097157,0.250528862,0.000970837,0.04606036,9.1282E-05,0.002708325
8/2/11,"14,889.04",47.495,47.495,-0.2704,-0.2100,66.790,66.993,-0.272,0.069,70.542,"16,257.917","36,384.156","242,800.130","13,713.345",110470.752,133.850,"20,494.041",44.105,456.047,"424,496.426",0.085711336,0.571972142,0.032304972,0.260239534,0.000315315,0.048278477,0.0001039,0.001074325
8/3/11,"16,527.58",62.691,62.691,0.0017,-0.2104,52.843,52.803,0.000,0.040,74.375,"17,552.042","30,722.408","228,584.762","9,910.953",110464.558,243.047,"20,135.439",41.290,207.251,"400,309.708",0.076746597,0.571019782,0.024758213,0.275947737,0.000607147,0.050299652,0.000103145,0.000517727
8/4/11,"17,666.96",74.416,74.416,0.0833,-0.4458,92.898,91.413,1.285,0.200,79.208,"19,709.333","34,656.925","219,250.070","11,918.687",110172.368,52.728,"20,107.063",44.473,560.053,"396,762.367",0.087349325,0.552597948,0.030039863,0.277678472,0.000132896,0.050677848,0.00011209,0.001411558
8/5/11,"18,512.42",72.933,72.933,0.3792,-0.3371,69.313,68.390,0.788,0.135,77.917,"20,113.833","34,241.595","223,463.437","15,656.062",109015.358,73.477,"20,646.435",37.865,266.679,"403,400.908",0.084882295,0.55394877,0.03881018,0.270240735,0.000182144,0.051180933,9.38644E-05,0.000661077
8/6/11,"17,183.83",56.073,56.073,-0.6404,-0.1308,52.704,52.777,-0.038,-0.035,76.250,"18,155.833","32,008.095","207,237.867","12,393.204",110229.776,179.967,"21,000.393",31.562,"1,114.146","384,195.010",0.083312105,0.539408013,0.032257587,0.286911004,0.000468426,0.054660765,8.2151E-05,0.002899949
8/7/11,"13,588.13",44.065,44.065,-0.8879,-0.0383,42.430,42.576,-0.246,0.100,68.125,"14,173.458","30,974.827","217,348.517","15,705.644",110003.218,1692.126,"20,139.431",19.786,806.214,"396,689.763",0.078083253,0.547905535,0.039591755,0.277302891,0.004265615,0.050768719,4.98778E-05,0.002032354
8/8/11,"13,498.00",46.105,46.105,-0.7483,-0.1867,58.588,58.619,0.000,-0.031,71.875,"14,966.792","40,858.416","248,922.714","17,025.661",110393.215,638.676,"20,222.587",35.936,867.678,"438,964.883",0.093079008,0.567067489,0.038785929,0.251485299,0.001454959,0.046068804,8.18653E-05,0.001976646
8/9/11,"16,332.79",65.395,65.395,0.0517,-0.2496,119.723,119.725,0.000,-0.003,79.083,"19,375.583","31,938.660","232,959.894","11,474.225",110355.376,97.329,"20,035.562",34.980,"1,241.585","408,137.611",0.078254636,0.570787616,0.028113618,0.270387666,0.000238471,0.049090212,8.57064E-05,0.003042074
8/10/11,"17,483.75",81.778,81.778,0.2671,-0.6233,89.450,88.750,0.651,0.049,77.708,"19,802.542","31,844.215","231,404.198","15,230.146",110243.117,166.792,"18,469.789",35.718,"1,656.636","409,050.611",0.077849083,0.565710432,0.037232913,0.269509723,0.000407754,0.045152821,8.73193E-05,0.004049954
8/11/11,"16,811.58",81.347,81.347,0.3917,-0.5017,77.113,77.032,0.182,-0.100,75.333,"18,799.292","20,318.176","215,500.614","12,147.564",110261.851,179.958,"18,911.083",52.940,"1,234.964","378,607.150",0.05366559,0.569193197,0.032084877,0.29123024,0.000475316,0.049949091,0.000139828,0.003261861
8/12/11,"15,921.50",62.286,62.286,0.2146,-0.3654,51.523,51.340,0.227,-0.043,70.417,"16,950.917","18,643.048","206,337.406","10,849.446",110260.905,223.124,"19,327.157",49.923,"2,041.689","367,732.698",0.050697281,0.561107041,0.029503621,0.299839817,0.000606756,0.052557624,0.000135759,0.005552101
8/13/11,"15,025.33",48.165,48.165,-0.2613,-0.2821,45.770,45.814,-0.030,-0.014,69.458,"16,086.167","18,453.800","179,626.680","11,465.870",110240.616,142.827,"18,994.111",44.462,"1,038.057","340,006.423",0.054274857,0.528303784,0.03372251,0.324230981,0.000420071,0.055863977,0.000130768,0.003053051
8/14/11,"13,399.13",48.483,48.483,-3.8550,-0.0958,48.853,48.872,-0.018,-0.001,68.500,"14,195.250","11,334.484","174,537.166","8,338.304",110208.799,225.927,"19,428.432",11.551,774.919,"324,859.582",0.03489041,0.537269564,0.02566741,0.339250572,0.00069546,0.05980563,3.55569E-05,0.002385397
8/15/11,"13,669.00",48.169,48.169,-3.6321,-0.0958,39.913,39.898,0.000,0.016,68.792,"13,823.083","10,966.278","199,578.611","10,232.535",110459.364,244.095,"19,390.725",5.966,"1,026.992","351,904.566",0.031162648,0.567138453,0.029077585,0.313890113,0.00069364,0.055102226,1.69535E-05,0.002918382
8/16/11,"15,984.54",60.541,60.541,-9.5217,-0.2142,47.599,47.734,0.000,-0.135,71.458,"16,760.042","11,549.327","189,044.945","18,536.505",109485.137,135.463,"18,211.373",25.397,"1,658.977","348,647.124",0.033126122,0.542224306,0.053166952,0.31402851,0.000388539,0.052234399,7.28444E-05,0.004758327
8/17/11,"17,215.21",64.008,64.008,-0.1308,-0.0854,70.308,70.404,0.000,-0.097,78.083,"18,708.750","6,604.084","218,484.284","22,224.260",108515.859,1809.897,"19,432.797",47.819,"1,365.406","378,484.406",0.017448761,0.577260993,0.05871909,0.286711572,0.004781959,0.051343719,0.000126343,0.003607562
8/18/11,"16,836.96",50.537,50.537,-0.0450,-0.1875,41.212,41.254,0.000,-0.042,72.917,"16,965.292","7,876.787","241,560.006","24,139.606",108255.988,3628.292,"18,730.900",42.696,"1,395.420","405,629.695",0.019418665,0.595518546,0.059511437,0.266883784,0.008944838,0.046177339,0.000105259,0.003440133
8/19/11,"16,167.42",48.186,48.186,-0.3525,-0.2600,49.205,49.340,-0.049,-0.087,73.542,"17,352.250","9,816.551","248,853.636","21,475.839",109586.313,1488.292,"18,937.667",41.186,761.703,"410,961.187",0.023886808,0.605540484,0.052257585,0.266658547,0.00362149,0.0460814,0.000100219,0.001853467
8/20/11,"15,212.67",47.660,47.660,-0.2442,-0.3858,51.678,51.815,-0.040,-0.097,73.042,"16,953.625","6,796.227","218,799.133","17,749.271",110121.774,213.283,"19,966.303",46.317,380.872,"374,073.180",0.018168175,0.584909971,0.04744866,0.294385644,0.000570164,0.053375393,0.000123818,0.001018175
8/21/11,"13,161.17",45.042,45.042,0.0379,0.0033,41.037,40.939,0.000,0.098,67.083,"13,946.208","6,418.574","210,761.646","15,456.794",110098.466,194.953,"19,129.366",38.935,"1,018.536","363,117.270",0.017676312,0.580423085,0.042566948,0.303203607,0.000536887,0.052680959,0.000107224,0.002804978
8/22/11,"12,693.50",42.055,42.055,-0.0138,0.0104,46.789,46.693,0.000,0.096,67.250,"14,007.292","5,296.950","207,064.281","16,906.714",110501.590,186.926,"18,462.605",47.335,"3,378.434","361,844.835",0.014638733,0.57224606,0.046723657,0.305383909,0.000516592,0.051023542,0.000130816,0.009336693
8/23/11,"14,766.63",45.691,45.691,-1.4171,-0.1667,41.745,41.725,0.000,0.020,63.667,"14,879.875","7,326.375","186,430.022","17,574.749",106656.207,203.193,"18,376.440",46.374,"2,168.954","338,782.314",0.021625612,0.550294435,0.051876229,0.31482224,0.000599775,0.054242619,0.000136884,0.006402206
8/24/11,"14,414.88",42.970,42.970,-0.4146,0.0829,30.113,30.165,0.000,-0.053,63.750,"14,521.958","9,644.504","190,799.979","17,587.248",110013.027,117.399,"18,114.052",39.770,"2,302.454","348,618.433",0.027664928,0.547303186,0.050448417,0.315568589,0.000336755,0.051959536,0.000114079,0.00660451
8/25/11,"13,989.92",39.864,39.864,-0.0088,0.0063,40.523,40.529,0.000,-0.006,64.625,"14,854.458","9,509.796","216,424.820","22,291.829",110195.950,6476.419,"18,638.817",23.922,"3,097.999","386,659.552",0.024594753,0.559729661,0.057652343,0.28499477,0.016749668,0.048204724,6.18684E-05,0.008012214
8/26/11,"14,883.46",43.103,43.103,-0.0304,-0.1033,48.572,48.676,-0.089,-0.015,70.833,"15,804.917","9,260.718","226,365.095","30,393.286",110615.476,287.590,"18,775.783",48.027,"1,395.482","397,141.457",0.023318437,0.569986062,0.076530127,0.278529159,0.00072415,0.047277318,0.000120932,0.003513816
8/27/11,"14,179.79",39.496,39.496,-0.0117,0.0050,44.047,43.907,0.000,0.140,66.625,"14,904.375","10,471.603","189,354.036","28,081.680",106576.514,145.779,"19,075.650",20.656,707.442,"354,433.360",0.029544631,0.534244395,0.079229788,0.300695493,0.000411302,0.053820131,5.82789E-05,0.00199598
8/28/11,"13,400.04",36.783,36.783,0.0000,0.0292,33.302,33.237,0.000,0.065,67.667,"13,698.375","6,452.313","144,720.451","24,336.919",86550.451,4321.706,"14,467.418",3.463,"1,601.246","282,453.967",0.022843768,0.512368272,0.086162426,0.306423209,0.015300568,0.051220445,1.22604E-05,0.005669051
8/29/11,"14,667.83",44.621,44.621,-0.8829,0.1608,31.753,31.895,-0.092,-0.050,75.750,"15,242.833","4,691.442","142,734.542","21,610.677",94229.070,584.312,"16,897.360",46.569,"1,871.173","282,665.145",0.016597172,0.504959824,0.076453278,0.333359354,0.002067153,0.059778718,0.00016475,0.006619751
8/30/11,"17,337.29",57.742,57.742,0.0900,0.3954,50.419,50.529,0.000,-0.110,77.292,"18,134.208","3,564.065","151,801.163","27,169.246",109376.687,623.750,"17,953.105",51.296,970.198,"311,509.510",0.011441272,0.487308278,0.087218031,0.351118292,0.002002347,0.057632606,0.000164669,0.003114505
8/31/11,"17,575.46",69.055,69.055,0.6288,0.5933,95.608,95.470,-0.105,0.243,81.000,"20,020.542","3,708.212","182,467.987","31,845.709",110138.255,104.367,"18,374.370",44.006,788.995,"347,471.901",0.010671977,0.525130195,0.091649739,0.316970249,0.000300361,0.052880161,0.000126646,0.002270673
9/1/11,"18,750.21",75.318,75.318,-1.2250,0.0817,77.932,77.853,0.000,0.078,81.375,"20,693.708","4,395.079","198,639.895","27,906.105",110104.528,71.952,"18,399.921",41.402,325.836,"359,884.718",0.012212464,0.551954237,0.077541789,0.305943883,0.000199931,0.051127264,0.000115042,0.00090539
9/2/11,"18,923.13",65.352,65.352,-1.2529,0.6625,79.192,79.146,-0.438,0.484,81.333,"20,731.250","4,468.248","184,824.141","28,897.830",110165.625,450.537,"18,500.668",49.647,717.525,"348,074.221",0.012837055,0.530990604,0.083022035,0.316500385,0.00129437,0.053151503,0.000142633,0.002061414
9/3/11,"16,948.96",45.177,45.177,-1.0779,0.0533,71.403,75.408,-3.752,-0.253,75.958,"18,964.042","4,180.690","175,263.402","28,312.069",106365.176,90.511,"17,082.925",42.377,"1,919.108","333,256.258",0.012544971,0.52591181,0.084955851,0.319169328,0.000271596,0.051260628,0.00012716,0.005758656
9/4/11,"13,759.79",41.450,41.450,-0.0967,-0.0533,47.862,47.882,0.000,-0.020,73.875,"15,550.333","5,023.536","205,770.184","26,915.004",88968.956,167.812,"17,743.633",33.282,"1,086.256","345,708.663",0.014531126,0.595212692,0.077854584,0.257352405,0.000485415,0.051325393,9.62718E-05,0.003142114
9/5/11,"12,454.46",36.883,36.883,-0.6575,-0.0838,32.872,32.752,0.000,0.120,64.292,"12,684.917","4,938.337","207,247.457","29,261.346",89010.714,235.189,"18,574.498",31.301,"1,069.769","350,368.611",0.01409469,0.591512626,0.083515889,0.254048768,0.000671262,0.053014161,8.93373E-05,0.003053267
9/6/11,"12,435.04",40.436,40.436,-0.8379,-0.0604,35.759,35.641,0.000,0.118,64.625,"12,956.667","2,449.595","196,032.758","27,280.096",89166.916,129.828,"18,192.721",13.365,"1,187.622","334,452.901",0.007324185,0.586129639,0.081566331,0.2666053,0.00038818,0.054395465,3.99608E-05,0.003550939
9/7/11,"15,092.50",49.392,49.392,-0.0913,-0.0438,48.295,48.355,0.000,-0.060,71.917,"15,995.167","2,557.648","175,349.210","31,647.561",88831.206,470.176,"16,901.771",8.410,"1,405.597","317,171.579",0.008063926,0.552852846,0.09978057,0.280073033,0.001482403,0.053289046,2.65156E-05,0.004431661
