DATE,DA_DEMD_AVG,DA_LMP_AVG,DA_EC_AVG,DA_CC_AVG,DA_MLC_AVG,RT_LMP_AVG,RT_EC_AVG,RT_CC_AVG,RT_MLC_AVG,DryBulb_avg,SYSLoad_avg,COAL,GAS,HYDRO,NUCLEAR,OIL,REFUSE,SOLAR,WIND,TOTAL,COAL_P,GAS_P,HYDRO_P,NUCLEAR_P,OIL_P,REFUSE_P,SOLAR_P,WIND_P
1/1/10,"13,625.75",58.350,58.518,-0.2317,0.0638,59.994,59.900,0.000,0.093,29.708,"14,276.375","54,129.704","120,127.150","27,192.579",82531.505,0.386,"21,528.719",0.378,521.424,"306,031.845",0.17687605,0.392531535,0.08885539,0.269682735,1.26131E-06,0.07034797,1.23517E-06,0.001703823
1/2/10,"13,884.29",60.343,60.343,-0.4383,0.0004,71.260,71.165,0.000,0.095,26.000,"14,877.375","49,234.337","132,483.824","29,431.474",82512.376,0.416,"20,313.586",0.015,"1,243.433","315,219.461",0.156190664,0.420290751,0.093368201,0.261761681,1.31972E-06,0.064442677,4.75859E-08,0.003944658
1/3/10,"14,089.08",67.160,67.160,-0.0167,0.0100,133.528,133.423,-0.381,0.485,18.708,"15,637.125","54,587.730","152,873.983","30,388.983",82161.154,1722.610,"20,057.661",0.256,"1,043.732","342,836.109",0.159223981,0.445909806,0.088639972,0.239651401,0.005024587,0.0585051,7.46712E-07,0.003044405
1/4/10,"15,975.71",85.569,85.569,0.2629,0.0346,109.813,109.632,0.000,0.180,25.042,"16,280.458","48,949.665","173,285.238","28,464.371",82517.040,828.492,"20,285.675",1.309,"1,013.942","355,345.732",0.137752224,0.48765251,0.080103315,0.232216212,0.00233151,0.05708715,3.68374E-06,0.002853396
1/5/10,"15,598.63",94.574,94.574,-0.4050,0.0908,85.412,86.579,-1.158,-0.009,24.917,"16,452.792","54,437.230","179,119.904","25,165.851",82510.798,1340.210,"19,701.267",0.432,424.977,"362,700.669",0.150088584,0.493850492,0.069384628,0.227490063,0.003695086,0.054318254,1.19106E-06,0.001171702
1/6/10,"15,561.38",86.645,86.645,0.3563,0.1525,62.077,62.123,0.000,-0.045,25.208,"16,242.625","56,379.451","166,917.212","24,983.897",89339.576,39.662,"19,489.897",1.986,857.481,"358,009.162",0.15748047,0.466237264,0.069785636,0.249545502,0.000110785,0.05443966,5.54734E-06,0.002395137
1/7/10,"15,367.75",72.185,72.185,-0.5729,0.1708,57.437,57.480,0.000,-0.043,28.958,"16,018.583","53,949.126","152,627.879","25,671.517",107151.166,114.187,"18,820.055",2.003,"1,276.462","359,612.395",0.150020207,0.424423299,0.07138663,0.297962939,0.000317528,0.052334278,5.56989E-06,0.00354955
1/8/10,"15,703.29",68.005,68.005,-0.0121,0.1888,63.765,63.917,0.000,-0.153,23.458,"16,091.958","57,982.555","157,392.804","22,793.037",112044.281,2.266,"20,165.283",0.369,723.210,"371,103.805",0.156243494,0.424120696,0.061419572,0.301921671,6.10611E-06,0.054338659,9.94331E-07,0.001948808
1/9/10,"14,989.96",74.388,74.388,-0.0033,0.2800,72.064,72.258,0.000,-0.195,19.042,"15,511.875","56,704.730","135,331.388","25,112.563",112027.091,125.480,"20,000.369",2.246,"1,560.057","350,863.924",0.161614592,0.385709042,0.071573511,0.319289284,0.000357632,0.057003207,6.40134E-06,0.004446331
1/10/10,"15,092.58",75.988,75.988,-0.5738,0.2933,73.608,73.824,0.000,-0.216,15.417,"15,714.625","58,852.153","138,791.232","22,578.199",112165.514,16.256,"19,864.506",2.401,988.876,"353,259.137",0.166597681,0.392887876,0.063913984,0.317516243,4.60172E-05,0.056232108,6.79671E-06,0.002799293
1/11/10,"15,616.33",81.463,81.463,0.0208,0.2100,82.226,82.401,0.000,-0.175,23.458,"16,598.833","58,688.881","166,356.977","27,447.551",108743.822,5.088,"18,950.934",1.780,985.295,"381,180.328",0.153966185,0.436425924,0.072006735,0.285281831,1.3348E-05,0.049716453,4.66971E-06,0.002584853
1/12/10,"15,858.50",62.643,62.643,-0.4850,0.1063,56.545,56.791,-0.110,-0.135,24.500,"16,330.583","57,023.772","170,100.157","22,995.013",111513.409,61.517,"18,958.612",1.222,"1,464.886","382,118.588",0.149230563,0.445150177,0.060177688,0.291829323,0.000160989,0.049614472,3.19796E-06,0.00383359
1/13/10,"15,923.21",56.048,56.048,-0.1925,0.0596,54.568,54.625,0.000,-0.058,19.792,"16,822.167","59,064.945","180,942.562","24,305.318",112111.815,17.350,"17,286.105",1.950,"1,266.594","394,996.639",0.149532779,0.458086333,0.061532974,0.283829795,4.39244E-05,0.043762664,4.93675E-06,0.003206594
1/14/10,"15,210.83",49.775,49.775,-0.4396,0.0154,53.310,53.331,0.000,-0.022,27.833,"16,048.083","59,464.130","159,106.026","25,024.836",111628.080,64.396,"17,564.486",2.050,635.334,"373,489.338",0.15921239,0.425998843,0.067002812,0.298878893,0.000172417,0.047028079,5.48878E-06,0.001701077
1/15/10,"13,944.17",52.113,52.113,-0.0154,-0.0013,74.937,74.901,0.000,0.036,35.500,"15,365.000","58,140.507","127,779.345","26,305.030",112264.442,4267.215,"17,362.792",0.698,"1,156.220","347,276.249",0.16741861,0.367947262,0.0757467,0.323271293,0.012287667,0.049997062,2.00993E-06,0.003329396
1/16/10,"13,705.50",53.921,53.921,0.1129,0.0067,47.092,46.987,0.000,0.105,36.792,"13,921.833","53,282.135","105,102.376","22,576.436",112287.622,0.388,"18,631.544",2.541,"1,359.245","313,242.287",0.170098793,0.335530611,0.072073398,0.358468913,1.23866E-06,0.059479658,8.11193E-06,0.004339277
1/17/10,"13,468.17",53.006,53.006,-0.0488,0.0133,52.680,52.636,0.000,0.045,33.208,"14,022.000","51,990.386","104,360.607","25,698.389",112275.864,0.325,"19,256.849",0.513,494.945,"314,077.878",0.165533422,0.33227621,0.08182171,0.357477785,1.03478E-06,0.061312338,1.63335E-06,0.001575867
1/18/10,"14,444.38",55.335,55.335,0.0921,0.0250,52.695,52.657,0.000,0.038,33.042,"15,299.250","55,294.330","136,455.092","26,406.803",112215.521,0.342,"19,064.645",0.228,527.797,"349,964.758",0.157999709,0.389910952,0.075455606,0.320648061,9.77241E-07,0.0544759,6.51494E-07,0.001508143
1/19/10,"14,789.25",56.617,56.617,0.0121,0.0367,63.175,63.130,0.000,0.044,33.125,"15,483.708","56,266.437","131,805.375","27,342.793",112229.961,528.041,"17,529.132",0.094,76.016,"345,777.849",0.162724238,0.381185132,0.079076185,0.324572442,0.001527111,0.05069478,2.71851E-07,0.000219841
1/20/10,"15,086.83",48.873,48.873,-0.0196,0.0292,49.540,49.525,0.000,0.016,32.583,"15,401.750","56,294.160","133,739.082","26,225.935",112234.467,115.435,"18,954.107",0.401,593.224,"348,156.811",0.161691968,0.384134613,0.075327939,0.322367575,0.00033156,0.054441293,1.15178E-06,0.001703899
1/21/10,"14,981.33",50.370,50.370,-0.0067,0.0396,47.097,47.097,0.000,0.000,30.708,"15,451.292","54,705.413","139,498.649","25,970.836",112186.153,30.727,"18,839.465",2.225,"1,015.392","352,248.860",0.155303307,0.396022996,0.073728659,0.318485496,8.72309E-05,0.053483395,6.31656E-06,0.002882598
1/22/10,"15,075.67",48.644,48.644,0.0000,0.0596,45.631,45.537,0.000,0.095,28.375,"15,495.000","54,998.353","137,407.083","24,870.408",111860.114,0.342,"19,903.912",1.498,"1,032.273","350,073.983",0.157104943,0.392508697,0.071043291,0.319532783,9.76936E-07,0.056856302,4.2791E-06,0.002948728
1/23/10,"13,863.46",50.518,50.518,0.0142,0.0783,48.705,48.552,0.000,0.153,26.208,"14,544.667","56,505.111","96,755.266","25,930.319",112162.735,0.310,"20,085.091",2.571,"1,150.206","312,591.609",0.180763365,0.309526114,0.082952703,0.358815566,9.91709E-07,0.064253455,8.22479E-06,0.003679581
1/24/10,"13,608.92",46.805,46.805,0.0079,0.0967,55.053,54.848,0.000,0.205,29.458,"14,387.708","47,280.974","99,738.134","27,058.779",112213.564,0.390,"20,495.243",0.851,590.902,"307,378.837",0.153819874,0.324479509,0.088030716,0.365066005,1.26879E-06,0.066677469,2.76857E-06,0.00192239
1/25/10,"14,108.71",54.586,54.586,0.0438,0.1004,59.624,59.350,0.000,0.274,46.875,"14,883.083","41,604.971","122,545.674","29,169.283",112205.909,3.589,"19,615.861",0.042,"2,168.998","327,314.327",0.127110143,0.374397525,0.089117037,0.342807814,1.0965E-05,0.059929735,1.28317E-07,0.006626652
1/26/10,"14,382.67",53.315,53.315,0.0008,0.1100,44.319,44.100,0.000,0.219,39.042,"14,771.792","42,372.574","122,777.656","31,624.486",112224.737,74.696,"19,123.957",1.556,"1,804.154","330,003.816",0.128400255,0.372049201,0.095830668,0.340071028,0.000226349,0.057950715,4.7151E-06,0.00546707
1/27/10,"14,819.46",48.422,48.422,-0.1013,0.1233,43.308,43.063,0.000,0.245,33.250,"15,269.792","41,081.044","131,792.841","29,844.246",112210.204,47.258,"18,972.669",2.381,"1,214.919","335,165.562",0.122569406,0.393217132,0.089043295,0.334790374,0.000140999,0.056606857,7.10395E-06,0.003624832
1/28/10,"14,587.04",45.768,45.768,-0.2183,0.1446,46.461,46.366,-0.102,0.197,27.542,"15,869.708","41,664.825","148,975.426","34,092.515",112231.202,13.482,"20,641.152",0.541,703.172,"358,322.315",0.116277506,0.415758159,0.095144828,0.313212985,3.76253E-05,0.057604986,1.50981E-06,0.001962401
1/29/10,"16,128.17",58.247,58.247,-0.6271,0.2183,59.406,59.607,-0.355,0.154,13.167,"17,036.042","50,500.451","169,972.173","31,943.060",112292.143,74.449,"21,478.951",2.783,"2,164.398","388,428.408",0.130012249,0.437589449,0.082236673,0.289093539,0.000191667,0.055297065,7.16477E-06,0.005572193
1/30/10,"15,910.63",62.335,62.335,0.0004,0.2663,62.121,62.064,0.000,0.058,11.083,"16,401.208","53,932.906","151,926.953","28,486.204",112147.881,19.670,"21,812.973",1.965,"1,955.808","370,284.360",0.145652671,0.410298056,0.076930616,0.302869614,5.31213E-05,0.058908707,5.30673E-06,0.005281908
1/31/10,"15,003.13",61.245,61.245,0.3267,0.2846,57.603,57.640,0.000,-0.037,18.000,"15,537.708","53,391.996","136,373.537","29,865.172",112188.123,71.692,"22,169.514",3.036,"1,842.933","355,906.003",0.150017127,0.383172905,0.083913089,0.315218406,0.000201435,0.062290363,8.53034E-06,0.005178145
2/1/10,"15,705.08",57.690,57.690,-0.3075,0.2517,48.556,48.581,0.000,-0.025,24.792,"16,263.458","49,309.406","149,419.448","27,206.415",112206.540,5649.704,"20,676.175",2.726,"2,455.553","366,925.967",0.134385163,0.407219607,0.074146878,0.305801579,0.015397395,0.056349719,7.42929E-06,0.00669223
2/2/10,"14,813.54",51.508,51.508,0.0092,0.2208,59.483,59.446,0.000,0.037,23.833,"16,273.542","46,114.746","155,306.603","31,910.762",112252.060,377.246,"19,647.582",1.182,"1,050.397","366,660.578",0.125769578,0.423570496,0.087030796,0.306147066,0.00102887,0.053585204,3.22369E-06,0.002864767
2/3/10,"14,981.92",48.536,48.536,0.0000,0.1779,67.967,67.800,0.000,0.167,26.417,"16,026.792","38,496.027","160,820.824","30,074.178",112217.556,8088.712,"19,973.534",0.740,264.899,"369,936.470",0.104061184,0.434725519,0.081295521,0.303342777,0.021865138,0.053991795,2.00034E-06,0.000716066
2/4/10,"15,025.00",59.023,59.023,-0.0467,0.1896,71.481,71.132,0.060,0.289,25.708,"16,040.000","46,270.794","163,686.932","30,205.958",112183.172,2460.570,"21,763.601",2.875,"2,489.652","379,063.554",0.122066059,0.43181923,0.079685735,0.295948188,0.006491181,0.057414122,7.58448E-06,0.006567901
2/5/10,"14,847.50",58.817,58.817,0.0175,0.1921,53.605,53.485,0.000,0.120,25.792,"15,850.625","56,355.291","145,534.032","26,007.260",112215.747,98.034,"21,699.403",2.182,"2,136.108","364,048.057",0.15480179,0.39976599,0.071439085,0.308244323,0.000269289,0.059605875,5.99371E-06,0.005867654
2/6/10,"14,452.46",67.594,67.594,-0.0513,0.2375,71.979,71.855,0.000,0.124,20.042,"15,330.667","53,548.824","125,310.751","28,676.193",112181.208,13.699,"22,070.172",0.402,"1,693.071","343,494.320",0.155894351,0.364811712,0.083483747,0.326588248,3.98813E-05,0.064251927,1.17033E-06,0.004928964
2/7/10,"14,200.63",68.883,68.883,-0.0129,0.2188,68.023,67.905,0.000,0.118,20.375,"15,199.917","54,154.426","120,300.833","24,429.341",112170.650,13.575,"21,606.601",3.625,"2,963.263","335,642.314",0.161345646,0.358419746,0.072783853,0.334196987,4.04448E-05,0.064373889,1.08002E-05,0.008828634
2/8/10,"15,235.75",69.629,69.629,-0.1688,0.1742,61.498,61.546,0.000,-0.048,24.083,"16,201.042","58,694.189","148,525.704","25,091.865",112227.240,40.626,"20,920.536",2.752,"2,742.296","368,245.208",0.159388874,0.403333705,0.068139013,0.304762255,0.000110323,0.056811428,7.47328E-06,0.007446929
2/9/10,"15,032.54",57.528,57.528,0.0000,0.1383,56.583,56.529,0.000,0.053,28.583,"15,795.125","57,756.202","140,401.748","25,675.411",112205.615,116.754,"21,761.490",2.844,"1,341.156","359,261.220",0.160763809,0.390806856,0.071467249,0.312323203,0.000324984,0.060572889,7.91625E-06,0.003733094
2/10/10,"15,396.54",57.395,57.395,0.0013,0.1342,50.331,50.243,0.000,0.088,30.125,"15,828.542","55,431.074","139,559.736","25,368.641",112192.126,15.004,"22,093.458",0.168,471.156,"355,131.363",0.156086113,0.3929806,0.071434527,0.315917257,4.22492E-05,0.062212072,4.73064E-07,0.001326709
2/11/10,"14,740.46",54.787,54.787,-0.1904,0.1621,46.024,45.941,0.000,0.083,31.625,"15,455.708","53,453.623","125,259.212","24,367.863",112220.967,14.298,"22,202.427",2.450,"1,214.347","338,735.187",0.157803574,0.369785062,0.071937797,0.331294094,4.221E-05,0.065545086,7.23279E-06,0.003584945
2/12/10,"14,614.38",52.964,52.964,-0.2275,0.1596,54.590,54.715,-0.194,0.069,27.792,"15,390.458","54,909.847","126,444.722","24,429.878",111903.498,71.582,"21,499.060",3.155,"1,451.923","340,713.665",0.16116127,0.371117261,0.071702079,0.328438538,0.000210094,0.063100081,9.25997E-06,0.004261417
2/13/10,"13,860.71",52.973,52.973,0.0000,0.1704,58.528,58.500,0.000,0.028,26.167,"14,543.125","48,994.859","100,781.054","25,293.921",112208.949,11.636,"22,973.359",2.210,"1,260.083","311,526.071",0.157273704,0.323507608,0.081193593,0.360191199,3.73516E-05,0.073744579,7.09411E-06,0.004044872
2/14/10,"13,621.04",55.195,55.195,0.0000,0.1817,54.922,54.881,0.000,0.041,30.583,"13,897.875","49,730.738","88,836.809","21,478.472",112171.038,34.107,"22,721.532",3.006,"1,322.907","296,298.609",0.167839931,0.29982189,0.072489277,0.378574298,0.00011511,0.076684572,1.01452E-05,0.004464776
2/15/10,"14,128.96",60.658,60.658,0.0000,0.1479,56.246,56.334,0.000,-0.088,33.042,"14,650.208","53,003.745","116,023.071","24,801.525",112246.200,6.844,"21,069.912",1.248,"1,022.112","328,174.657",0.161510781,0.353540618,0.075574163,0.342031896,2.08547E-05,0.064203349,3.80285E-06,0.003114537
2/16/10,"14,502.13",60.357,60.357,0.0613,0.1338,76.605,76.628,0.000,-0.023,29.708,"15,502.083","55,789.078","127,654.275","27,744.539",112172.410,696.021,"20,703.667",0.020,458.760,"345,218.770",0.161604996,0.369777909,0.080367991,0.324931376,0.002016174,0.059972599,5.79343E-08,0.001328896
2/17/10,"15,065.92",49.002,49.002,-0.2858,0.0775,46.180,46.111,0.000,0.069,30.542,"15,299.500","54,114.790","131,729.053","20,788.462",112213.664,714.928,"20,635.622",0.806,"1,100.507","341,297.832",0.158555915,0.385965103,0.060910032,0.328785165,0.002094733,0.060462212,2.36157E-06,0.003224477
2/18/10,"14,429.88",45.388,45.388,-0.0488,0.0754,43.413,44.345,-1.001,0.070,35.000,"14,975.625","52,688.008","127,787.282","20,828.103",111311.112,78.695,"20,704.437",1.900,"1,940.177","335,339.714",0.157118307,0.381068143,0.062110457,0.33193537,0.000234672,0.061741679,5.6659E-06,0.005785706
2/19/10,"14,114.83",45.415,45.415,-0.0683,0.0750,41.590,41.503,0.000,0.087,34.583,"14,851.958","49,903.253","119,674.272","20,145.152",112122.438,49.821,"20,715.245",2.468,"1,836.345","324,448.994",0.153809239,0.368853885,0.062090351,0.345578011,0.000153556,0.063847463,7.60674E-06,0.005659888
2/20/10,"13,299.75",43.159,43.159,-0.0075,0.0904,40.845,40.802,0.000,0.043,37.250,"13,612.375","44,919.142","92,443.207","21,498.086",112170.631,462.464,"19,982.159",4.382,"1,611.061","293,091.132",0.153259983,0.315407724,0.073349493,0.382715882,0.001577885,0.06817729,1.4951E-05,0.005496792
2/21/10,"13,159.17",42.014,42.014,-0.0413,0.0925,43.145,43.082,0.000,0.063,33.542,"13,545.458","44,302.351","97,488.990","22,428.149",112154.537,198.533,"20,093.072",3.321,"1,173.798","297,842.751",0.148744097,0.327316981,0.07530198,0.376556208,0.00066657,0.067462015,1.11502E-05,0.003940999
2/22/10,"14,243.63",45.994,45.994,-0.0913,0.0688,44.682,44.633,0.000,0.049,35.083,"14,799.167","47,422.499","121,171.738","23,631.495",112184.875,163.974,"20,513.966",2.952,507.317,"325,598.816",0.145647025,0.372150426,0.072578566,0.344549395,0.000503607,0.06300381,9.06637E-06,0.001558105
2/23/10,"14,362.04",46.849,46.849,-0.0038,0.0800,50.715,51.708,-0.956,-0.038,34.792,"15,169.458","47,191.665","134,982.053","26,010.088",112224.777,595.052,"20,701.324",0.352,798.328,"342,503.639",0.137784419,0.394103997,0.075941056,0.327660101,0.00173736,0.06044118,1.02773E-06,0.00233086
2/24/10,"14,634.71",43.069,43.069,-0.1058,0.0796,43.416,43.317,0.000,0.099,36.333,"15,217.417","47,712.599","135,381.141","21,875.300",112176.072,435.590,"20,080.849",0.079,"1,711.150","339,372.780",0.14059053,0.398915732,0.064458028,0.330539391,0.001283515,0.059170476,2.32782E-07,0.005042096
2/25/10,"14,617.29",42.696,42.696,0.0908,0.1146,39.837,39.758,0.000,0.079,38.958,"15,046.792","45,719.056","134,608.747","25,328.611",112073.096,2017.457,"20,402.651",0.178,"1,818.847","341,968.643",0.133693708,0.393628918,0.074067057,0.32772916,0.005899538,0.059662345,5.20516E-07,0.005318754
2/26/10,"14,248.67",41.551,41.551,-0.3100,0.0942,47.316,45.396,1.894,0.026,35.250,"14,421.042","45,309.513","127,089.420","29,780.811",100715.299,45.833,"19,386.101",0.586,784.907,"323,112.470",0.140228302,0.393328738,0.09216856,0.311703535,0.000141848,0.059997997,1.81361E-06,0.002429207
2/27/10,"13,135.21",46.491,46.491,0.0000,0.1350,46.553,46.521,0.000,0.032,33.042,"13,770.833","47,617.983","98,305.619","27,807.846",91058.206,249.115,"20,672.495",0.707,652.605,"286,364.576",0.166284474,0.343288337,0.097106445,0.317979993,0.000869923,0.072189428,2.46888E-06,0.002278931
2/28/10,"12,790.13",41.028,41.028,-0.0288,0.1363,50.205,50.147,0.000,0.058,33.167,"13,673.375","46,765.439","87,002.030","30,735.264",91294.675,137.283,"20,879.821",0.822,555.915,"277,371.249",0.168602331,0.31366636,0.11080912,0.329142531,0.000494943,0.075277525,2.96354E-06,0.002004227
3/1/10,"14,357.96",41.831,41.831,-0.0996,0.0954,42.560,42.467,0.000,0.093,39.500,"14,862.333","47,168.405","117,818.188","27,860.755",105087.905,84.945,"19,882.049",1.130,"2,068.568","319,971.945",0.14741419,0.36821412,0.087072493,0.328428497,0.000265476,0.062136851,3.53156E-06,0.006464842
3/2/10,"14,224.17",42.315,42.315,-0.0371,0.0950,39.258,39.091,0.036,0.130,39.625,"14,511.458","44,776.892","111,698.603","27,177.345",111642.484,357.692,"18,958.773",2.497,511.272,"315,125.558",0.142092226,0.354457454,0.08624291,0.354279369,0.001135078,0.0601626,7.92383E-06,0.001622439
3/3/10,"14,141.92",40.337,40.337,-1.9596,0.0983,47.644,47.455,0.000,0.190,34.875,"15,100.375","45,945.881","116,794.652","31,178.083",111920.248,266.295,"19,430.600",0.270,700.167,"326,236.196",0.140836246,0.358006418,0.095569049,0.343065084,0.000816264,0.059559915,8.27621E-07,0.002146197
3/4/10,"13,898.79",43.997,43.997,0.0000,0.0988,46.091,45.848,0.000,0.243,36.125,"15,018.250","46,878.576","115,919.320","31,271.399",110233.922,278.589,"19,842.907",0.458,"1,869.453","326,294.624",0.143669471,0.355259669,0.095837923,0.337835545,0.000853796,0.060812853,1.40364E-06,0.00572934
3/5/10,"13,813.13",44.400,44.400,-0.0271,0.1254,46.999,46.745,0.000,0.254,36.917,"14,623.542","47,687.846","107,666.920","30,752.185",110439.653,66.959,"20,405.701",1.471,"1,387.438","318,408.173",0.149769541,0.338141195,0.096581016,0.346849303,0.000210293,0.064086612,4.61986E-06,0.00435742
3/6/10,"12,985.92",40.236,40.236,-0.0025,0.1313,41.397,41.255,0.000,0.142,40.333,"13,350.792","42,407.489","93,085.914","26,014.650",111930.537,40.335,"20,577.822",4.915,"1,568.536","295,630.198",0.143447758,0.31487282,0.087997269,0.378616724,0.000136437,0.069606631,1.66255E-05,0.005305737
3/7/10,"12,951.17",39.538,39.538,-0.0267,0.1433,33.783,33.591,0.000,0.192,43.167,"12,788.833","38,718.529","83,983.533","26,806.995",111939.481,13.836,"20,072.143",5.334,"1,203.516","282,743.367",0.13693877,0.297030957,0.094810341,0.395904888,4.89348E-05,0.070990677,1.88652E-05,0.004256567
3/8/10,"13,509.33",38.989,38.989,-0.0583,0.1275,33.710,35.443,-1.862,0.130,45.875,"13,928.625","39,858.253","108,797.580","27,247.518",111980.536,26.990,"20,412.897",3.282,"1,721.782","310,048.838",0.128554757,0.350904653,0.087881374,0.361170636,8.70508E-05,0.065837683,1.05854E-05,0.005553261
3/9/10,"13,405.54",39.254,39.254,-0.1450,0.1625,34.365,34.183,0.000,0.182,42.625,"14,033.000","36,608.886","110,950.324","29,042.883",112021.894,472.899,"20,076.012",3.476,"1,297.616","310,473.990",0.117912892,0.357357871,0.093543691,0.360809271,0.001523152,0.06466246,1.11958E-05,0.004179468
3/10/10,"13,324.33",37.712,37.712,-0.1750,0.1675,35.784,35.639,0.000,0.145,40.250,"14,151.333","41,719.858","120,317.013","29,461.892",108894.888,519.878,"19,498.841",3.480,391.232,"320,807.082",0.130046562,0.375044754,0.091836788,0.339440412,0.001620532,0.060780582,1.08476E-05,0.001219524
3/11/10,"13,346.04",37.358,37.358,-0.0608,0.1767,39.331,39.111,0.000,0.220,40.625,"14,266.125","38,515.492","117,380.943","30,996.135",112117.727,4254.052,"19,236.584",0.625,235.000,"322,736.558",0.119340344,0.363705134,0.096041599,0.347397046,0.01318119,0.059604602,1.93656E-06,0.000728148
3/12/10,"13,128.29",40.191,40.191,0.0000,0.1975,46.155,45.962,0.006,0.188,41.250,"14,105.083","38,037.697","112,763.957","32,732.976",112011.621,13.485,"19,833.054",0.885,597.897,"315,991.572",0.120375669,0.356857483,0.10358813,0.354476609,4.26752E-05,0.062764503,2.80071E-06,0.00189213
3/13/10,"12,492.25",44.430,44.430,0.0025,0.2338,53.578,53.505,0.000,0.073,38.417,"13,635.667","38,248.335","96,711.396","32,123.269",112142.117,63.823,"20,886.800",0.158,"2,154.501","302,330.399",0.126511707,0.319886443,0.106252197,0.370925707,0.000211103,0.069086007,5.22607E-07,0.007126313
3/14/10,"11,810.13",37.825,37.825,-0.0221,0.2196,49.505,49.381,0.000,0.125,41.708,"13,245.333","33,759.792","84,497.522","31,840.825",106892.798,616.342,"19,276.980",0.085,"2,493.257","279,377.601",0.120839294,0.302449164,0.113970572,0.38261048,0.002206125,0.068999733,3.04248E-07,0.008924327
3/15/10,"13,401.00",43.312,43.312,0.0075,0.1104,64.962,64.604,-0.006,0.364,40.333,"14,833.083","36,404.052","127,785.601","34,249.064",112067.814,298.623,"19,882.825",0.137,"2,624.473","333,312.589",0.109218953,0.383380662,0.102753587,0.336224366,0.000895925,0.059652187,4.11026E-07,0.007873909
3/16/10,"13,648.29",38.308,38.308,-0.1025,0.1688,38.453,38.333,0.000,0.119,44.875,"14,189.833","38,608.193","117,962.087","28,673.690",112142.695,181.790,"19,411.731",3.674,735.983,"317,719.843",0.121516468,0.371277053,0.090248345,0.352960942,0.000572171,0.061097006,1.15636E-05,0.002316453
3/17/10,"13,225.58",37.590,37.590,-0.0771,0.0950,35.577,35.461,0.000,0.115,48.250,"13,895.167","40,081.464","102,189.915","30,616.219",112145.991,1926.978,"18,994.259",3.749,"1,698.526","307,657.101",0.130279665,0.33215523,0.099514098,0.364516179,0.006263395,0.061738406,1.21856E-05,0.005520841
3/18/10,"12,996.63",35.625,35.625,-0.0129,0.0667,32.755,32.687,0.000,0.068,52.417,"13,673.917","39,996.678","98,307.683","32,403.528",112139.160,121.727,"18,908.960",3.728,"2,495.497","304,376.961",0.131405077,0.32298004,0.106458544,0.368421971,0.000399922,0.062123493,1.2248E-05,0.008198705
3/19/10,"12,738.88",33.480,33.480,-0.1192,0.0583,33.354,33.285,0.000,0.069,52.792,"13,340.625","40,484.299","95,528.563","33,034.293",112079.879,331.441,"19,077.650",3.526,895.461,"301,435.112",0.134305187,0.316912527,0.109590063,0.371820914,0.001099543,0.063289409,1.16974E-05,0.002970659
3/20/10,"11,802.25",31.399,31.399,0.0067,0.0667,31.284,31.238,0.000,0.045,56.250,"12,178.125","35,014.577","62,797.604","33,487.641",112164.025,36.273,"18,396.516",4.665,"2,218.007","264,119.308",0.132571061,0.237762262,0.126789826,0.424671812,0.000137336,0.069652295,1.76625E-05,0.008397747
3/21/10,"11,581.21",32.557,32.557,-0.0121,0.0758,30.722,30.780,0.000,-0.058,48.417,"11,942.583","35,570.596","65,522.003","34,488.496",112147.636,230.785,"18,550.985",4.802,289.351,"266,804.654",0.133320748,0.245580435,0.129264972,0.420336131,0.000864996,0.069530215,1.79982E-05,0.001084505
3/22/10,"13,263.08",32.388,32.388,-0.1696,0.0500,33.135,33.054,0.000,0.081,42.917,"13,838.417","38,003.701","106,193.475","36,114.841",112164.464,4843.734,"18,571.132",0.214,267.819,"316,159.380",0.12020425,0.335885891,0.114229858,0.3547719,0.015320545,0.058739779,6.76874E-07,0.000847101
3/23/10,"13,136.71",37.643,37.643,-0.0625,0.0579,44.919,45.143,-0.355,0.131,42.500,"14,289.917","37,036.969","113,488.375","37,663.579",112156.183,67.315,"19,052.618",0.217,"1,864.685","321,329.941",0.115261494,0.353183319,0.117211545,0.349037449,0.000209489,0.059293006,6.75318E-07,0.005803023
3/24/10,"13,213.38",38.191,38.191,-0.0829,0.0538,41.410,41.235,0.000,0.175,44.125,"14,053.000","27,700.033","111,495.189","33,333.162",112033.500,14.615,"19,730.986",2.625,"2,000.680","306,310.790",0.090431137,0.363993671,0.108821377,0.365751073,4.7713E-05,0.064414923,8.56973E-06,0.006531536
3/25/10,"13,737.04",35.651,35.651,-0.0629,0.0492,30.996,30.821,0.000,0.175,48.500,"13,867.125","25,516.062","122,112.114","31,455.632",111923.083,70.203,"19,496.640",2.727,"2,048.775","312,625.236",0.081618689,0.390602229,0.100617699,0.358010391,0.00022456,0.062364255,8.7229E-06,0.006553454
3/26/10,"14,041.04",37.336,37.336,-0.0133,0.0633,27.449,27.333,0.000,0.115,37.792,"13,949.375","25,325.726","123,030.126","31,990.886",112040.849,3515.599,"19,889.123",1.240,"2,207.038","318,000.587",0.079640501,0.386886475,0.100600085,0.352329063,0.011055322,0.062544296,3.89936E-06,0.006940358
3/27/10,"12,859.38",37.383,37.383,-0.0396,0.0883,37.958,37.863,0.000,0.095,30.167,"13,417.583","28,415.248","107,529.245","36,515.620",111973.782,46.747,"19,661.893",6.175,636.866,"304,785.576",0.093230291,0.352802933,0.119807573,0.367385437,0.000153377,0.064510576,2.02601E-05,0.002089554
