Date,Hour,Price
20100524,19,38.97
20100524,20,38.97
20100524,21,38.97
20100524,22,38.0
20100524,23,33.47
20100524,24,31.32
20100525,1,32.44
20100525,2,31.92
20100525,3,31.27
20100525,4,31.1
20100525,5,31.27
20100525,6,32.0
20100525,7,33.38
20100525,8,38.58
20100525,9,40.67
20100525,10,41.85
20100525,11,43.99
20100525,12,43.99
20100525,13,43.99
20100525,14,43.99
20100525,15,43.99
20100525,16,43.99
20100525,17,43.99
20100525,18,43.45
20100525,19,43.44
20100525,20,43.44
20100525,21,43.99
20100525,22,41.4
20100525,23,38.56
20100525,24,33.61
20100526,1,33.82
20100526,2,33.14
20100526,3,32.96
20100526,4,32.72
20100526,5,32.96
20100526,6,33.25
20100526,7,35.5
20100526,8,41.72
20100526,9,44.06
20100526,10,46.77
20100526,11,52.55
20100526,12,54.49
20100526,13,54.5
20100526,14,55.59
20100526,15,55.59
20100526,16,55.59
20100526,17,54.55
20100526,18,53.64
20100526,19,48.8
20100526,20,49.98
20100526,21,52.03
20100526,22,46.04
20100526,23,39.0
20100526,24,35.0
20100527,1,33.49
20100527,2,33.0
20100527,3,32.45
20100527,4,32.2
20100527,5,32.35
20100527,6,33.0
20100527,7,35.59
20100527,8,38.33
20100527,9,42.27
20100527,10,43.41
20100527,11,44.63
20100527,12,44.9
20100527,13,45.5
20100527,14,45.87
20100527,15,45.87
20100527,16,45.87
20100527,17,44.9
20100527,18,44.9
20100527,19,43.03
20100527,20,42.54
20100527,21,43.69
20100527,22,40.3
20100527,23,35.5
20100527,24,33.49
20100528,1,31.9
20100528,2,31.56
20100528,3,30.48
20100528,4,30.48
20100528,5,30.48
20100528,6,31.56
20100528,7,34.44
20100528,8,36.75
20100528,9,38.76
20100528,10,40.72
20100528,11,41.52
20100528,12,41.91
20100528,13,41.97
20100528,14,41.91
20100528,15,42.34
20100528,16,42.34
20100528,17,41.52
20100528,18,40.76
20100528,19,38.25
20100528,20,38.25
20100528,21,40.72
20100528,22,36.75
20100528,23,34.62
20100528,24,32.09
20100529,1,32.33
20100529,2,31.95
20100529,3,31.56
20100529,4,31.56
20100529,5,31.56
20100529,6,31.56
20100529,7,31.57
20100529,8,33.0
20100529,9,35.09
20100529,10,36.75
20100529,11,38.25
20100529,12,39.24
20100529,13,38.25
20100529,14,38.25
20100529,15,38.25
20100529,16,38.25
20100529,17,38.25
20100529,18,40.0
20100529,19,38.25
20100529,20,38.25
20100529,21,41.08
20100529,22,38.25
20100529,23,35.09
20100529,24,32.7
20100530,1,32.0
20100530,2,31.88
20100530,3,31.57
20100530,4,31.07
20100530,5,30.48
20100530,6,31.56
20100530,7,31.56
20100530,8,32.0
20100530,9,35.09
20100530,10,36.45
20100530,11,39.24
20100530,12,41.91
20100530,13,42.08
20100530,14,42.08
20100530,15,42.08
20100530,16,42.08
20100530,17,42.09
20100530,18,42.08
20100530,19,42.08
20100530,20,42.09
20100530,21,44.63
20100530,22,42.08
20100530,23,36.32
20100530,24,35.09
20100531,1,31.57
20100531,2,31.56
20100531,3,31.56
20100531,4,31.07
20100531,5,31.07
20100531,6,31.38
20100531,7,31.57
20100531,8,33.0
20100531,9,34.62
20100531,10,36.25
20100531,11,38.25
20100531,12,40.14
20100531,13,40.73
20100531,14,41.31
20100531,15,41.9
20100531,16,41.9
20100531,17,41.95
20100531,18,42.08
20100531,19,41.9
20100531,20,42.08
20100531,21,42.09
20100531,22,39.0
20100531,23,35.09
20100531,24,33.08
20100601,1,32.19
20100601,2,32.19
20100601,3,32.0
20100601,4,32.0
20100601,5,32.0
20100601,6,32.19
20100601,7,33.36
20100601,8,38.0
20100601,9,40.0
20100601,10,41.35
20100601,11,43.6
20100601,12,44.56
20100601,13,44.56
20100601,14,45.05
20100601,15,44.76
20100601,16,44.56
20100601,17,43.4
20100601,18,42.8
20100601,19,42.34
20100601,20,41.6
20100601,21,42.8
20100601,22,39.35
20100601,23,35.8
20100601,24,32.96
20100602,1,33.08
20100602,2,33.07
20100602,3,33.03
20100602,4,33.02
20100602,5,33.03
20100602,6,33.07
20100602,7,35.5
20100602,8,39.0
20100602,9,42.23
20100602,10,43.93
20100602,11,45.22
20100602,12,45.73
20100602,13,45.69
20100602,14,46.69
20100602,15,46.89
20100602,16,46.9
20100602,17,47.63
20100602,18,45.73
20100602,19,45.22
20100602,20,45.22
20100602,21,45.69
20100602,22,42.44
20100602,23,36.73
20100602,24,34.31
20100603,1,33.08
20100603,2,33.07
20100603,3,33.0
20100603,4,32.68
20100603,5,33.0
20100603,6,33.07
20100603,7,34.18
20100603,8,36.58
20100603,9,40.19
20100603,10,42.06
20100603,11,45.73
20100603,12,48.33
20100603,13,49.07
20100603,14,49.07
20100603,15,50.55
20100603,16,49.52
20100603,17,49.08
20100603,18,49.07
20100603,19,47.42
20100603,20,45.33
20100603,21,45.27
20100603,22,43.27
20100603,23,37.25
20100603,24,34.19
20100604,1,34.09
20100604,2,33.4
20100604,3,33.39
20100604,4,33.39
20100604,5,33.21
20100604,6,33.39
20100604,7,34.63
20100604,8,38.0
20100604,9,42.48
20100604,10,43.48
20100604,11,44.35
20100604,12,45.29
20100604,13,45.29
20100604,14,46.15
20100604,15,46.03
20100604,16,45.4
20100604,17,45.29
20100604,18,44.35
20100604,19,43.0
20100604,20,42.48
20100604,21,43.0
20100604,22,41.68
20100604,23,36.53
20100604,24,33.88
20100605,1,34.34
20100605,2,34.33
20100605,3,33.67
20100605,4,33.23
20100605,5,33.23
20100605,6,33.23
20100605,7,34.32
20100605,8,35.0
20100605,9,39.0
20100605,10,41.28
20100605,11,43.66
20100605,12,45.77
20100605,13,45.96
20100605,14,46.16
20100605,15,46.33
20100605,16,46.33
20100605,17,46.33
20100605,18,46.16
20100605,19,44.16
20100605,20,43.42
20100605,21,44.16
20100605,22,41.68
20100605,23,39.0
20100605,24,36.13
20100606,1,34.4
20100606,2,34.4
20100606,3,34.34
20100606,4,33.24
20100606,5,33.24
20100606,6,33.23
20100606,7,33.71
20100606,8,34.4
20100606,9,36.85
20100606,10,38.79
20100606,11,39.5
20100606,12,40.75
20100606,13,40.25
20100606,14,40.25
20100606,15,40.25
20100606,16,40.0
20100606,17,40.75
20100606,18,40.75
20100606,19,40.75
20100606,20,41.0
20100606,21,41.37
20100606,22,39.5
20100606,23,36.86
20100606,24,34.33
20100607,1,34.34
20100607,2,34.29
20100607,3,33.23
20100607,4,33.23
20100607,5,33.71
20100607,6,34.29
20100607,7,36.85
20100607,8,41.35
20100607,9,41.96
20100607,10,43.3
20100607,11,43.72
20100607,12,44.15
20100607,13,44.0
20100607,14,44.0
20100607,15,43.76
20100607,16,43.79
20100607,17,43.72
20100607,18,43.72
20100607,19,43.52
20100607,20,43.52
20100607,21,43.72
20100607,22,41.96
20100607,23,38.0
20100607,24,35.01
20100608,1,34.65
20100608,2,34.39
20100608,3,33.78
20100608,4,33.78
20100608,5,33.78
20100608,6,34.39
20100608,7,35.18
20100608,8,38.82
20100608,9,40.11
20100608,10,41.25
20100608,11,42.0
20100608,12,42.93
20100608,13,43.63
20100608,14,43.63
20100608,15,43.84
20100608,16,43.84
20100608,17,43.63
20100608,18,42.09
20100608,19,41.85
20100608,20,40.75
20100608,21,41.85
20100608,22,40.0
20100608,23,36.2
20100608,24,35.01
20100609,1,35.0
20100609,2,34.35
20100609,3,34.35
20100609,4,34.35
20100609,5,34.35
20100609,6,34.35
20100609,7,36.22
20100609,8,39.0
20100609,9,39.74
20100609,10,40.0
20100609,11,41.3
20100609,12,41.42
20100609,13,41.53
20100609,14,41.95
20100609,15,41.95
20100609,16,41.42
20100609,17,41.3
20100609,18,41.3
20100609,19,40.0
20100609,20,39.74
20100609,21,40.11
20100609,22,39.6
20100609,23,37.19
20100609,24,35.33
20100610,1,33.57
20100610,2,33.12
20100610,3,33.5
20100610,4,33.09
20100610,5,33.5
20100610,6,33.57
20100610,7,36.85
20100610,8,38.36
20100610,9,38.91
20100610,10,42.12
20100610,11,43.49
20100610,12,44.49
20100610,13,44.03
20100610,14,44.49
20100610,15,44.49
20100610,16,44.49
20100610,17,44.03
20100610,18,42.12
20100610,19,42.12
20100610,20,40.0
20100610,21,42.12
20100610,22,38.89
20100610,23,36.86
20100610,24,34.6
20100611,1,34.16
20100611,2,33.25
20100611,3,33.14
20100611,4,33.14
20100611,5,33.25
20100611,6,34.16
20100611,7,35.45
20100611,8,38.43
20100611,9,42.57
20100611,10,45.48
20100611,11,45.98
20100611,12,46.62
20100611,13,46.66
20100611,14,46.62
20100611,15,46.62
20100611,16,45.98
20100611,17,45.98
20100611,18,45.48
20100611,19,42.57
20100611,20,40.02
20100611,21,42.57
20100611,22,39.0
20100611,23,37.84
20100611,24,35.0
20100612,1,34.47
20100612,2,34.47
20100612,3,33.48
20100612,4,33.48
20100612,5,33.48
20100612,6,33.48
20100612,7,33.15
20100612,8,35.1
20100612,9,38.81
20100612,10,40.27
20100612,11,42.53
20100612,12,44.42
20100612,13,44.8
20100612,14,43.18
20100612,15,42.53
20100612,16,42.63
20100612,17,43.39
20100612,18,42.63
20100612,19,42.53
20100612,20,41.3
20100612,21,41.94
20100612,22,41.39
20100612,23,38.81
20100612,24,35.97
20100613,1,34.61
20100613,2,34.6
20100613,3,34.47
20100613,4,33.49
20100613,5,33.49
20100613,6,33.49
20100613,7,33.49
20100613,8,34.85
20100613,9,35.92
20100613,10,37.36
20100613,11,38.81
20100613,12,40.1
20100613,13,40.1
20100613,14,40.18
20100613,15,40.27
20100613,16,40.27
20100613,17,40.27
20100613,18,40.68
20100613,19,40.68
20100613,20,40.27
20100613,21,41.77
20100613,22,40.0
20100613,23,37.0
20100613,24,35.08
20100614,1,34.85
20100614,2,34.47
20100614,3,34.47
20100614,4,34.47
20100614,5,34.47
20100614,6,34.47
20100614,7,35.55
20100614,8,38.81
20100614,9,40.27
20100614,10,42.27
20100614,11,45.99
20100614,12,45.99
20100614,13,46.32
20100614,14,49.53
20100614,15,49.8
20100614,16,49.8
20100614,17,49.8
20100614,18,46.32
20100614,19,45.99
20100614,20,45.82
20100614,21,45.99
20100614,22,40.27
20100614,23,37.28
20100614,24,35.55
20100615,1,36.53
20100615,2,36.01
20100615,3,36.0
20100615,4,34.91
20100615,5,36.0
20100615,6,36.01
20100615,7,37.0
20100615,8,39.91
20100615,9,41.0
20100615,10,41.5
20100615,11,42.75
20100615,12,44.1
20100615,13,45.69
20100615,14,45.69
20100615,15,45.69
20100615,16,45.69
20100615,17,45.69
20100615,18,45.0
20100615,19,43.0
20100615,20,41.9
20100615,21,42.75
20100615,22,41.0
20100615,23,38.95
20100615,24,36.9
20100616,1,37.52
20100616,2,37.25
20100616,3,37.25
20100616,4,37.25
20100616,5,37.25
20100616,6,37.5
20100616,7,40.46
20100616,8,41.89
20100616,9,42.16
20100616,10,43.5
20100616,11,44.95
20100616,12,45.96
20100616,13,47.16
20100616,14,47.16
20100616,15,47.16
20100616,16,47.02
20100616,17,46.01
20100616,18,44.0
20100616,19,42.16
20100616,20,42.16
20100616,21,42.16
20100616,22,42.0
20100616,23,40.46
20100616,24,37.76
20100617,1,38.0
20100617,2,38.0
20100617,3,37.82
20100617,4,37.81
20100617,5,37.83
20100617,6,38.0
20100617,7,39.28
20100617,8,44.0
20100617,9,46.0
20100617,10,47.79
20100617,11,49.83
20100617,12,50.02
20100617,13,50.15
20100617,14,50.02
20100617,15,50.02
20100617,16,49.83
20100617,17,49.47
20100617,18,49.47
20100617,19,47.24
20100617,20,47.0
20100617,21,47.0
20100617,22,45.37
20100617,23,41.31
20100617,24,38.06
20100618,1,37.96
20100618,2,37.72
20100618,3,37.53
20100618,4,37.53
20100618,5,37.71
20100618,6,37.96
20100618,7,38.73
20100618,8,44.11
20100618,9,46.04
20100618,10,49.83
20100618,11,51.9
20100618,12,52.96
20100618,13,53.55
20100618,14,54.06
20100618,15,55.94
20100618,16,54.06
20100618,17,54.06
20100618,18,53.55
20100618,19,52.11
20100618,20,50.55
20100618,21,51.31
20100618,22,49.81
20100618,23,44.11
20100618,24,40.15
20100619,1,38.0
20100619,2,37.71
20100619,3,37.64
20100619,4,37.43
20100619,5,37.43
20100619,6,37.43
20100619,7,37.43
20100619,8,38.0
20100619,9,41.62
20100619,10,44.76
20100619,11,47.5
20100619,12,48.6
20100619,13,49.82
20100619,14,50.45
20100619,15,50.45
20100619,16,50.45
20100619,17,50.45
20100619,18,49.57
20100619,19,48.47
20100619,20,46.1
20100619,21,47.9
20100619,22,45.0
20100619,23,42.17
20100619,24,39.0
20100620,1,37.89
20100620,2,37.74
20100620,3,37.48
20100620,4,37.48
20100620,5,36.77
20100620,6,37.26
20100620,7,37.48
20100620,8,37.89
20100620,9,39.11
20100620,10,42.74
20100620,11,45.6
20100620,12,48.47
20100620,13,49.75
20100620,14,49.75
20100620,15,49.9
20100620,16,49.9
20100620,17,49.9
20100620,18,49.82
20100620,19,48.98
20100620,20,48.5
20100620,21,49.75
20100620,22,46.23
20100620,23,42.17
20100620,24,38.24
20100621,1,37.99
20100621,2,37.89
20100621,3,37.74
20100621,4,37.65
20100621,5,37.65
20100621,6,37.99
20100621,7,39.26
20100621,8,45.5
20100621,9,48.54
20100621,10,50.55
20100621,11,52.63
20100621,12,57.5
20100621,13,59.28
20100621,14,61.0
20100621,15,61.0
20100621,16,61.92
20100621,17,61.8
20100621,18,56.5
20100621,19,52.63
20100621,20,50.96
20100621,21,52.11
20100621,22,49.82
20100621,23,44.76
20100621,24,39.1
20100622,1,38.55
20100622,2,38.52
20100622,3,38.24
20100622,4,38.09
20100622,5,38.24
20100622,6,38.52
20100622,7,40.0
20100622,8,44.87
20100622,9,48.31
20100622,10,50.47
20100622,11,52.1
20100622,12,55.07
20100622,13,55.67
20100622,14,56.31
20100622,15,56.56
20100622,16,57.5
20100622,17,56.56
20100622,18,55.07
20100622,19,53.75
20100622,20,51.3
20100622,21,51.3
20100622,22,49.34
20100622,23,44.67
20100622,24,39.56
20100623,1,38.57
20100623,2,37.17
20100623,3,37.04
20100623,4,36.75
20100623,5,37.03
20100623,6,37.04
20100623,7,40.39
20100623,8,46.25
20100623,9,47.86
20100623,10,50.08
20100623,11,54.35
20100623,12,60.17
20100623,13,61.92
20100623,14,63.18
20100623,15,65.0
20100623,16,65.96
20100623,17,65.96
20100623,18,62.84
20100623,19,55.85
20100623,20,53.4
20100623,21,53.76
20100623,22,49.81
20100623,23,46.3
20100623,24,40.72
20100624,1,41.03
20100624,2,39.35
20100624,3,38.4
20100624,4,38.0
20100624,5,38.4
20100624,6,38.43
20100624,7,42.75
20100624,8,49.81
20100624,9,54.43
20100624,10,60.54
20100624,11,66.01
20100624,12,69.13
20100624,13,69.49
20100624,14,69.86
20100624,15,69.56
20100624,16,70.3
20100624,17,70.3
20100624,18,69.49
20100624,19,65.03
20100624,20,62.06
20100624,21,63.46
20100624,22,60.54
20100624,23,48.99
20100624,24,43.74
20100625,1,39.0
20100625,2,37.55
20100625,3,36.49
20100625,4,36.4
20100625,5,36.48
20100625,6,36.64
20100625,7,38.09
20100625,8,43.34
20100625,9,47.46
20100625,10,49.8
20100625,11,52.09
20100625,12,55.36
20100625,13,57.41
20100625,14,62.47
20100625,15,62.68
20100625,16,63.14
20100625,17,64.17
20100625,18,55.41
20100625,19,49.92
20100625,20,48.04
20100625,21,47.88
20100625,22,47.25
20100625,23,40.82
20100625,24,38.0
20100626,1,37.38
20100626,2,36.24
20100626,3,36.2
20100626,4,35.99
20100626,5,35.98
20100626,6,35.66
20100626,7,36.2
20100626,8,37.38
20100626,9,41.12
20100626,10,45.5
20100626,11,46.04
20100626,12,48.42
20100626,13,49.09
20100626,14,49.09
20100626,15,49.09
20100626,16,49.16
20100626,17,49.09
20100626,18,49.09
20100626,19,46.5
20100626,20,46.0
20100626,21,46.92
20100626,22,45.81
20100626,23,44.75
20100626,24,38.84
20100627,1,36.48
20100627,2,36.2
20100627,3,35.98
20100627,4,35.62
20100627,5,35.62
20100627,6,35.62
20100627,7,35.98
20100627,8,36.2
20100627,9,38.53
20100627,10,40.56
20100627,11,44.84
20100627,12,46.19
20100627,13,47.25
20100627,14,47.25
20100627,15,47.27
20100627,16,47.64
20100627,17,48.42
20100627,18,48.42
20100627,19,46.92
20100627,20,46.44
20100627,21,48.42
20100627,22,46.0
20100627,23,40.16
20100627,24,37.39
20100628,1,38.0
20100628,2,37.38
20100628,3,36.49
20100628,4,36.48
20100628,5,36.49
20100628,6,37.49
20100628,7,42.09
20100628,8,49.1
20100628,9,57.31
20100628,10,71.2
20100628,11,90.0
20100628,12,90.0
20100628,13,90.0
20100628,14,95.55
20100628,15,95.87
20100628,16,95.99
20100628,17,95.75
20100628,18,90.0
20100628,19,77.0
20100628,20,77.0
20100628,21,75.64
20100628,22,64.09
20100628,23,50.0
20100628,24,44.37
20100629,1,42.73
20100629,2,40.1
20100629,3,37.61
20100629,4,37.35
20100629,5,37.36
20100629,6,40.1
20100629,7,44.71
20100629,8,48.25
20100629,9,58.29
20100629,10,64.31
20100629,11,72.32
20100629,12,79.01
20100629,13,80.39
20100629,14,85.74
20100629,15,85.74
20100629,16,85.74
20100629,17,85.74
20100629,18,77.0
20100629,19,68.0
20100629,20,63.17
20100629,21,62.47
20100629,22,54.26
20100629,23,46.06
20100629,24,40.1
20100630,1,35.61
20100630,2,34.81
20100630,3,34.73
20100630,4,34.57
20100630,5,34.6
20100630,6,34.89
20100630,7,35.95
20100630,8,38.25
20100630,9,41.38
20100630,10,44.6
20100630,11,46.35
20100630,12,48.09
20100630,13,49.13
20100630,14,52.44
20100630,15,52.44
20100630,16,52.44
20100630,17,52.44
20100630,18,47.71
20100630,19,45.0
20100630,20,43.85
20100630,21,44.63
20100630,22,41.38
20100630,23,38.18
20100630,24,35.88
20100701,1,34.61
20100701,2,33.42
20100701,3,33.17
20100701,4,33.0
20100701,5,33.18
20100701,6,33.5
20100701,7,36.75
20100701,8,39.19
20100701,9,42.0
20100701,10,43.15
20100701,11,43.61
20100701,12,44.09
20100701,13,44.09
20100701,14,44.31
20100701,15,44.31
20100701,16,44.09
20100701,17,44.09
20100701,18,43.61
20100701,19,43.07
20100701,20,42.75
20100701,21,43.07
20100701,22,42.0
20100701,23,38.0
20100701,24,36.11
20100702,1,34.86
20100702,2,33.42
20100702,3,33.16
20100702,4,33.0
20100702,5,33.16
20100702,6,33.41
20100702,7,36.45
20100702,8,39.23
20100702,9,42.38
20100702,10,43.86
20100702,11,44.34
20100702,12,44.62
20100702,13,44.62
20100702,14,45.07
20100702,15,45.35
20100702,16,45.64
20100702,17,44.76
20100702,18,44.62
20100702,19,43.86
20100702,20,43.5
20100702,21,43.25
20100702,22,42.0
20100702,23,39.23
20100702,24,36.45
20100703,1,35.41
20100703,2,35.0
20100703,3,34.5
20100703,4,34.5
20100703,5,33.51
20100703,6,33.51
20100703,7,33.51
20100703,8,35.49
20100703,9,38.74
20100703,10,40.5
20100703,11,42.41
20100703,12,43.69
20100703,13,44.64
20100703,14,44.64
20100703,15,44.83
20100703,16,46.16
20100703,17,46.16
20100703,18,46.16
20100703,19,43.69
20100703,20,42.41
20100703,21,43.65
20100703,22,42.61
20100703,23,40.5
20100703,24,38.2
20100704,1,36.7
20100704,2,35.49
20100704,3,35.38
20100704,4,35.0
20100704,5,34.99
20100704,6,34.99
20100704,7,35.0
20100704,8,36.93
20100704,9,39.04
20100704,10,43.65
20100704,11,48.29
20100704,12,57.28
20100704,13,59.0
20100704,14,59.79
20100704,15,59.16
20100704,16,59.29
20100704,17,59.84
20100704,18,59.84
20100704,19,59.16
20100704,20,58.24
20100704,21,59.16
20100704,22,55.59
20100704,23,46.16
20100704,24,41.0
20100705,1,38.21
20100705,2,37.71
20100705,3,36.47
20100705,4,35.46
20100705,5,35.42
20100705,6,35.49
20100705,7,35.69
20100705,8,39.04
20100705,9,44.0
20100705,10,48.28
20100705,11,55.0
20100705,12,61.41
20100705,13,66.17
20100705,14,70.52
20100705,15,76.0
20100705,16,77.0
20100705,17,76.0
20100705,18,74.5
20100705,19,70.52
20100705,20,63.75
20100705,21,63.75
20100705,22,58.1
20100705,23,46.84
20100705,24,43.5
20100706,1,39.6
20100706,2,39.04
20100706,3,38.0
20100706,4,37.71
20100706,5,37.71
20100706,6,39.04
20100706,7,42.98
20100706,8,54.63
20100706,9,63.63
20100706,10,80.0
20100706,11,105.47
20100706,12,114.79
20100706,13,120.0
20100706,14,120.0
20100706,15,120.36
20100706,16,121.83
20100706,17,121.52
20100706,18,120.0
20100706,19,118.91
20100706,20,110.08
20100706,21,98.76
20100706,22,80.0
20100706,23,57.07
20100706,24,46.16
20100707,1,51.22
20100707,2,47.59
20100707,3,44.5
20100707,4,42.81
20100707,5,42.81
20100707,6,44.75
20100707,7,51.22
20100707,8,66.14
20100707,9,84.62
20100707,10,105.47
20100707,11,117.81
20100707,12,123.31
20100707,13,128.84
20100707,14,134.88
20100707,15,140.36
20100707,16,140.36
20100707,17,140.57
20100707,18,133.04
20100707,19,122.62
20100707,20,106.46
20100707,21,102.87
20100707,22,90.0
20100707,23,65.35
20100707,24,51.83
20100708,1,41.99
20100708,2,41.11
20100708,3,40.18
20100708,4,39.73
20100708,5,39.73
20100708,6,40.18
20100708,7,46.14
20100708,8,54.79
20100708,9,65.26
20100708,10,88.9
20100708,11,107.4
20100708,12,110.82
20100708,13,112.85
20100708,14,120.3
20100708,15,119.56
20100708,16,120.3
20100708,17,119.56
20100708,18,117.0
20100708,19,104.14
20100708,20,94.02
20100708,21,94.02
20100708,22,69.57
20100708,23,55.59
20100708,24,46.5
20100709,1,39.6
20100709,2,38.82
20100709,3,38.16
20100709,4,37.85
20100709,5,37.47
20100709,6,38.2
20100709,7,39.0
20100709,8,46.25
20100709,9,57.11
20100709,10,66.22
20100709,11,94.54
20100709,12,110.38
20100709,13,110.39
20100709,14,112.07
20100709,15,112.6
20100709,16,112.07
20100709,17,112.0
20100709,18,110.61
20100709,19,81.0
20100709,20,67.03
20100709,21,66.22
20100709,22,61.0
20100709,23,47.77
20100709,24,43.03
20100710,1,37.0
20100710,2,36.83
20100710,3,35.03
20100710,4,34.53
20100710,5,34.2
20100710,6,34.52
20100710,7,34.83
20100710,8,36.87
20100710,9,42.1
20100710,10,43.83
20100710,11,52.31
20100710,12,58.09
20100710,13,59.58
20100710,14,60.08
20100710,15,60.44
20100710,16,60.45
20100710,17,60.44
20100710,18,58.38
20100710,19,54.81
20100710,20,49.39
20100710,21,52.72
20100710,22,43.83
20100710,23,40.55
20100710,24,37.08
20100711,1,36.83
20100711,2,36.83
20100711,3,34.81
20100711,4,34.53
20100711,5,33.79
20100711,6,33.79
20100711,7,33.8
20100711,8,36.26
20100711,9,37.85
20100711,10,41.37
20100711,11,43.83
20100711,12,50.27
20100711,13,54.36
20100711,14,55.58
20100711,15,56.47
20100711,16,57.29
20100711,17,57.29
20100711,18,55.58
20100711,19,57.29
20100711,20,50.27
20100711,21,55.58
20100711,22,43.83
20100711,23,41.05
20100711,24,38.0
20100712,1,36.83
20100712,2,35.0
20100712,3,34.52
20100712,4,33.57
20100712,5,33.79
20100712,6,34.95
20100712,7,37.85
20100712,8,43.83
20100712,9,55.91
20100712,10,64.05
20100712,11,81.0
20100712,12,100.0
20100712,13,99.59
20100712,14,102.99
20100712,15,103.53
20100712,16,103.25
20100712,17,96.79
20100712,18,96.79
20100712,19,81.0
20100712,20,79.0
20100712,21,79.0
20100712,22,61.72
20100712,23,47.22
20100712,24,39.75
20100713,1,37.4
20100713,2,37.4
20100713,3,36.1
20100713,4,35.52
20100713,5,36.21
20100713,6,37.4
20100713,7,39.48
20100713,8,46.98
20100713,9,55.58
20100713,10,64.48
20100713,11,88.42
20100713,12,101.17
20100713,13,103.53
20100713,14,110.03
20100713,15,110.03
20100713,16,110.03
20100713,17,105.78
20100713,18,104.19
20100713,19,88.42
20100713,20,74.0
20100713,21,74.0
20100713,22,60.08
20100713,23,46.71
20100713,24,39.5
20100714,1,39.6
20100714,2,38.11
20100714,3,37.5
20100714,4,37.0
20100714,5,37.3
20100714,6,38.11
20100714,7,42.99
20100714,8,47.5
20100714,9,56.1
20100714,10,62.48
20100714,11,80.34
20100714,12,89.95
20100714,13,90.0
20100714,14,102.12
20100714,15,103.53
20100714,16,99.5
20100714,17,99.5
20100714,18,96.5
20100714,19,89.95
20100714,20,73.0
20100714,21,73.0
20100714,22,60.77
20100714,23,49.64
20100714,24,43.56
20100715,1,40.33
20100715,2,37.71
20100715,3,37.61
20100715,4,37.5
20100715,5,37.5
20100715,6,37.61
20100715,7,42.12
20100715,8,48.75
20100715,9,57.92
20100715,10,70.0
20100715,11,81.84
20100715,12,92.11
20100715,13,100.37
20100715,14,102.56
20100715,15,103.18
20100715,16,103.18
20100715,17,100.37
20100715,18,98.03
20100715,19,71.82
20100715,20,62.67
20100715,21,62.67
20100715,22,60.0
20100715,23,55.58
20100715,24,44.46
20100716,1,38.11
20100716,2,38.11
20100716,3,37.0
20100716,4,36.27
20100716,5,36.78
20100716,6,37.3
20100716,7,39.3
20100716,8,50.5
20100716,9,59.16
20100716,10,87.98
20100716,11,111.86
20100716,12,125.71
20100716,13,127.93
20100716,14,138.77
20100716,15,138.77
20100716,16,133.82
20100716,17,131.27
20100716,18,120.35
20100716,19,107.4
20100716,20,100.88
20100716,21,96.91
20100716,22,81.0
20100716,23,57.32
20100716,24,47.13
20100717,1,43.5
20100717,2,40.35
20100717,3,39.46
20100717,4,39.0
20100717,5,39.0
20100717,6,39.0
20100717,7,39.46
20100717,8,44.0
20100717,9,48.68
20100717,10,58.84
20100717,11,68.0
20100717,12,92.15
20100717,13,96.86
20100717,14,106.65
20100717,15,106.65
20100717,16,111.33
20100717,17,111.33
20100717,18,92.79
20100717,19,77.15
20100717,20,68.86
20100717,21,73.0
20100717,22,60.24
20100717,23,55.59
20100717,24,45.14
20100718,1,41.79
20100718,2,39.94
20100718,3,39.0
20100718,4,38.54
20100718,5,37.12
20100718,6,37.1
20100718,7,38.54
20100718,8,41.79
20100718,9,45.14
20100718,10,57.3
20100718,11,64.88
20100718,12,74.0
20100718,13,85.0
20100718,14,97.0
20100718,15,96.86
20100718,16,92.15
20100718,17,92.79
20100718,18,96.32
20100718,19,81.5
20100718,20,72.0
20100718,21,80.0
20100718,22,59.16
20100718,23,53.16
20100718,24,45.14
20100719,1,39.75
20100719,2,39.46
20100719,3,38.54
20100719,4,37.15
20100719,5,38.0
20100719,6,39.35
20100719,7,42.79
20100719,8,56.4
20100719,9,64.48
20100719,10,96.32
20100719,11,111.94
20100719,12,118.56
20100719,13,120.78
20100719,14,125.0
20100719,15,124.75
20100719,16,128.51
20100719,17,129.11
20100719,18,120.07
20100719,19,111.33
20100719,20,108.39
20100719,21,111.33
20100719,22,80.34
20100719,23,57.0
20100719,24,46.7
20100720,1,38.2
20100720,2,38.18
20100720,3,37.5
20100720,4,36.29
20100720,5,37.0
20100720,6,38.0
20100720,7,41.22
20100720,8,47.27
20100720,9,56.32
20100720,10,62.49
20100720,11,73.0
20100720,12,96.02
20100720,13,104.69
20100720,14,105.38
20100720,15,107.5
20100720,16,105.38
20100720,17,101.15
20100720,18,96.02
20100720,19,80.35
20100720,20,65.75
20100720,21,68.56
20100720,22,60.04
20100720,23,50.08
20100720,24,41.72
20100721,1,38.0
20100721,2,37.29
20100721,3,36.73
20100721,4,36.72
20100721,5,36.72
20100721,6,37.29
20100721,7,38.82
20100721,8,45.0
20100721,9,48.84
20100721,10,57.32
20100721,11,64.9
20100721,12,77.34
20100721,13,83.6
20100721,14,90.0
20100721,15,87.23
20100721,16,82.29
20100721,17,82.29
20100721,18,80.34
20100721,19,66.68
20100721,20,60.0
20100721,21,60.05
20100721,22,55.0
20100721,23,45.34
20100721,24,39.37
20100722,1,39.39
