DATE,da_demd_avg,da_lmp_avg,da_ec_avg,meritPrice_avg,da_cc_avg,da_mlc_avg,rt_ec_avg,drybulb_avg,COAL,GAS,HYDRO,NUCLEAR,OIL,REFUSE,SOLAR,WIND,total,coal_p,gas_p,hydro_p,nuclear_p,oil_p,refuse_p,solar_p,wind_p
2/3/10,14981.91667,48.536,48.35833333,50.95833333,0,0.177916667,67.8,26.41666667,38496.027,160820.824,30074.178,112217.556,8088.712,19973.534,0.74,264.899,369936.47,0.104061184,0.434725519,0.081295521,0.303342777,0.021865138,0.053991795,2.00034E-06,0.000716066
2/4/10,15025,59.023,58.88041667,53.78166667,-0.046666667,0.189583333,71.13166667,25.70833333,46270.794,163686.932,30205.958,112183.172,2460.57,21763.601,2.875,2489.652,379063.554,0.122066059,0.43181923,0.079685735,0.295948188,0.006491181,0.057414122,7.58448E-06,0.006567901
2/5/10,14847.5,58.817,58.6075,58.10041667,0.0175,0.192083333,53.48541667,25.79166667,56355.291,145534.032,26007.26,112215.747,98.034,21699.403,2.182,2136.108,364048.057,0.15480179,0.39976599,0.071439085,0.308244323,0.000269289,0.059605875,5.99371E-06,0.005867654
2/6/10,14452.45833,67.594,67.40791667,67.15041667,-0.05125,0.2375,71.85458333,20.04166667,53548.824,125310.751,28676.193,112181.208,13.699,22070.172,0.402,1693.071,343494.32,0.155894351,0.364811712,0.083483747,0.326588248,3.98813E-05,0.064251927,1.17033E-06,0.004928964
2/7/10,14200.625,68.883,68.67666667,67.90625,-0.012916667,0.21875,67.905,20.375,54154.426,120300.833,24429.341,112170.65,13.575,21606.601,3.625,2963.263,335642.314,0.161345646,0.358419746,0.072783853,0.334196987,4.04448E-05,0.064373889,1.08002E-05,0.008828634
2/8/10,15235.75,69.629,69.62333333,69.04791667,-0.16875,0.174166667,61.54583333,24.08333333,58694.189,148525.704,25091.865,112227.24,40.626,20920.536,2.752,2742.296,368245.208,0.159388874,0.403333705,0.068139013,0.304762255,0.000110323,0.056811428,7.47328E-06,0.007446929
2/9/10,15032.54167,57.528,57.38958333,59.02375,0,0.138333333,56.52916667,28.58333333,57756.202,140401.748,25675.411,112205.615,116.754,21761.49,2.844,1341.156,359261.22,0.160763809,0.390806856,0.071467249,0.312323203,0.000324984,0.060572889,7.91625E-06,0.003733094
2/10/10,15396.54167,57.395,57.25916667,58.59875,0.00125,0.134166667,50.2425,30.125,55431.074,139559.736,25368.641,112192.126,15.004,22093.458,0.168,471.156,355131.363,0.156086113,0.3929806,0.071434527,0.315917257,4.22492E-05,0.062212072,4.73064E-07,0.001326709
2/11/10,14740.45833,54.787,54.81541667,57.67791667,-0.190416667,0.162083333,45.94083333,31.625,53453.623,125259.212,24367.863,112220.967,14.298,22202.427,2.45,1214.347,338735.187,0.157803574,0.369785062,0.071937797,0.331294094,4.221E-05,0.065545086,7.23279E-06,0.003584945
2/12/10,14614.375,52.964,53.03166667,56.7625,-0.2275,0.159583333,54.71541667,27.79166667,54909.847,126444.722,24429.878,111903.498,71.582,21499.06,3.155,1451.923,340713.665,0.16116127,0.371117261,0.071702079,0.328438538,0.000210094,0.063100081,9.25997E-06,0.004261417
2/13/10,13860.70833,52.973,52.8025,54.48333333,0,0.170416667,58.49958333,26.16666667,48994.859,100781.054,25293.921,112208.949,11.636,22973.359,2.21,1260.083,311526.071,0.157273704,0.323507608,0.081193593,0.360191199,3.73516E-05,0.073744579,7.09411E-06,0.004044872
2/14/10,13621.04167,55.195,55.01291667,55.02458333,0,0.181666667,54.88083333,30.58333333,49730.738,88836.809,21478.472,112171.038,34.107,22721.532,3.006,1322.907,296298.609,0.167839931,0.29982189,0.072489277,0.378574298,0.00011511,0.076684572,1.01452E-05,0.004464776
2/15/10,14128.95833,60.658,60.51,56.59458333,0,0.147916667,56.33375,33.04166667,53003.745,116023.071,24801.525,112246.2,6.844,21069.912,1.248,1022.112,328174.657,0.161510781,0.353540618,0.075574163,0.342031896,2.08547E-05,0.064203349,3.80285E-06,0.003114537
2/16/10,14502.125,60.357,60.16166667,57.45875,0.06125,0.13375,76.62833333,29.70833333,55789.078,127654.275,27744.539,112172.41,696.021,20703.667,0.02,458.76,345218.77,0.161604996,0.369777909,0.080367991,0.324931376,0.002016174,0.059972599,5.79343E-08,0.001328896
2/17/10,15065.91667,49.002,49.21,51.515,-0.285833333,0.0775,46.11083333,30.54166667,54114.79,131729.053,20788.462,112213.664,714.928,20635.622,0.806,1100.507,341297.832,0.158555915,0.385965103,0.060910032,0.328785165,0.002094733,0.060462212,2.36157E-06,0.003224477
2/18/10,14429.875,45.388,45.36166667,48.5325,-0.04875,0.075416667,44.34458333,35,52688.008,127787.282,20828.103,111311.112,78.695,20704.437,1.9,1940.177,335339.714,0.157118307,0.381068143,0.062110457,0.33193537,0.000234672,0.061741679,5.6659E-06,0.005785706
2/19/10,14114.83333,45.415,45.40791667,47.12625,-0.068333333,0.075,41.50333333,34.58333333,49903.253,119674.272,20145.152,112122.438,49.821,20715.245,2.468,1836.345,324448.994,0.153809239,0.368853885,0.062090351,0.345578011,0.000153556,0.063847463,7.60674E-06,0.005659888
2/20/10,13299.75,43.159,43.07583333,46.73291667,-0.0075,0.090416667,40.80208333,37.25,44919.142,92443.207,21498.086,112170.631,462.464,19982.159,4.382,1611.061,293091.132,0.153259983,0.315407724,0.073349493,0.382715882,0.001577885,0.06817729,1.4951E-05,0.005496792
2/21/10,13159.16667,42.014,41.96291667,46.18375,-0.04125,0.0925,43.08208333,33.54166667,44302.351,97488.99,22428.149,112154.537,198.533,20093.072,3.321,1173.798,297842.751,0.148744097,0.327316981,0.07530198,0.376556208,0.00066657,0.067462015,1.11502E-05,0.003940999
2/22/10,14243.625,45.994,46.01625,48.16916667,-0.09125,0.06875,44.6325,35.08333333,47422.499,121171.738,23631.495,112184.875,163.974,20513.966,2.952,507.317,325598.816,0.145647025,0.372150426,0.072578566,0.344549395,0.000503607,0.06300381,9.06637E-06,0.001558105
2/23/10,14362.04167,46.849,46.7725,46.56666667,-0.00375,0.08,51.70833333,34.79166667,47191.665,134982.053,26010.088,112224.777,595.052,20701.324,0.352,798.328,342503.639,0.137784419,0.394103997,0.075941056,0.327660101,0.00173736,0.06044118,1.02773E-06,0.00233086
2/24/10,14634.70833,43.069,43.09541667,44.26791667,-0.105833333,0.079583333,43.31666667,36.33333333,47712.599,135381.141,21875.3,112176.072,435.59,20080.849,0.079,1711.15,339372.78,0.14059053,0.398915732,0.064458028,0.330539391,0.001283515,0.059170476,2.32782E-07,0.005042096
2/25/10,14617.29167,42.696,42.49041667,44.90125,0.090833333,0.114583333,39.75791667,38.95833333,45719.056,134608.747,25328.611,112073.096,2017.457,20402.651,0.178,1818.847,341968.643,0.133693708,0.393628918,0.074067057,0.32772916,0.005899538,0.059662345,5.20516E-07,0.005318754
2/26/10,14248.66667,41.551,41.76708333,42.92625,-0.31,0.094166667,45.39625,35.25,45309.513,127089.42,29780.811,100715.299,45.833,19386.101,0.586,784.907,323112.47,0.140228302,0.393328738,0.09216856,0.311703535,0.000141848,0.059997997,1.81361E-06,0.002429207
2/27/10,13135.20833,46.491,46.35583333,43.62333333,0,0.135,46.52125,33.04166667,47617.983,98305.619,27807.846,91058.206,249.115,20672.495,0.707,652.605,286364.576,0.166284474,0.343288337,0.097106445,0.317979993,0.000869923,0.072189428,2.46888E-06,0.002278931
2/28/10,12790.125,41.028,40.92,42.2825,-0.02875,0.13625,50.14708333,33.16666667,46765.439,87002.03,30735.264,91294.675,137.283,20879.821,0.822,555.915,277371.249,0.168602331,0.31366636,0.11080912,0.329142531,0.000494943,0.075277525,2.96354E-06,0.002004227
3/1/10,14357.95833,41.831,41.835,45.03958333,-0.099583333,0.095416667,42.46708333,39.5,47168.405,117818.188,27860.755,105087.905,84.945,19882.049,1.13,2068.568,319971.945,0.14741419,0.36821412,0.087072493,0.328428497,0.000265476,0.062136851,3.53156E-06,0.006464842
3/2/10,14224.16667,42.315,42.2575,43.925,-0.037083333,0.095,39.09125,39.625,44776.892,111698.603,27177.345,111642.484,357.692,18958.773,2.497,511.272,315125.558,0.142092226,0.354457454,0.08624291,0.354279369,0.001135078,0.0601626,7.92383E-06,0.001622439
3/3/10,14141.91667,40.337,42.19791667,42.40708333,-1.959583333,0.098333333,47.45458333,34.875,45945.881,116794.652,31178.083,111920.248,266.295,19430.6,0.27,700.167,326236.196,0.140836246,0.358006418,0.095569049,0.343065084,0.000816264,0.059559915,8.27621E-07,0.002146197
3/4/10,13898.79167,43.997,43.89791667,41.34375,0,0.09875,45.84791667,36.125,46878.576,115919.32,31271.399,110233.922,278.589,19842.907,0.458,1869.453,326294.624,0.143669471,0.355259669,0.095837923,0.337835545,0.000853796,0.060812853,1.40364E-06,0.00572934
3/5/10,13813.125,44.400,44.30166667,41.12833333,-0.027083333,0.125416667,46.745,36.91666667,47687.846,107666.92,30752.185,110439.653,66.959,20405.701,1.471,1387.438,318408.173,0.149769541,0.338141195,0.096581016,0.346849303,0.000210293,0.064086612,4.61986E-06,0.00435742
3/6/10,12985.91667,40.236,40.1075,38.65958333,-0.0025,0.13125,41.255,40.33333333,42407.489,93085.914,26014.65,111930.537,40.335,20577.822,4.915,1568.536,295630.198,0.143447758,0.31487282,0.087997269,0.378616724,0.000136437,0.069606631,1.66255E-05,0.005305737
3/7/10,12951.16667,39.538,39.42125,38.69416667,-0.026666667,0.143333333,33.59125,43.16666667,38718.529,83983.533,26806.995,111939.481,13.836,20072.143,5.334,1203.516,282743.367,0.13693877,0.297030957,0.094810341,0.395904888,4.89348E-05,0.070990677,1.88652E-05,0.004256567
3/8/10,13509.33333,38.989,38.91958333,39.20083333,-0.058333333,0.1275,35.4425,45.875,39858.253,108797.58,27247.518,111980.536,26.99,20412.897,3.282,1721.782,310048.838,0.128554757,0.350904653,0.087881374,0.361170636,8.70508E-05,0.065837683,1.05854E-05,0.005553261
3/9/10,13405.54167,39.254,39.23666667,38.05166667,-0.145,0.1625,34.18291667,42.625,36608.886,110950.324,29042.883,112021.894,472.899,20076.012,3.476,1297.616,310473.99,0.117912892,0.357357871,0.093543691,0.360809271,0.001523152,0.06466246,1.11958E-05,0.004179468
3/10/10,13324.33333,37.712,37.71916667,37.78208333,-0.175,0.1675,35.63916667,40.25,41719.858,120317.013,29461.892,108894.888,519.878,19498.841,3.48,391.232,320807.082,0.130046562,0.375044754,0.091836788,0.339440412,0.001620532,0.060780582,1.08476E-05,0.001219524
3/11/10,13346.04167,37.358,37.24208333,37.07791667,-0.060833333,0.176666667,39.11083333,40.625,38515.492,117380.943,30996.135,112117.727,4254.052,19236.584,0.625,235,322736.558,0.119340344,0.363705134,0.096041599,0.347397046,0.01318119,0.059604602,1.93656E-06,0.000728148
3/12/10,13128.29167,40.191,39.99375,37.63208333,0,0.1975,45.96166667,41.25,38037.697,112763.957,32732.976,112011.621,13.485,19833.054,0.885,597.897,315991.572,0.120375669,0.356857483,0.10358813,0.354476609,4.26752E-05,0.062764503,2.80071E-06,0.00189213
3/13/10,12492.25,44.430,44.19416667,37.71375,0.0025,0.23375,53.505,38.41666667,38248.335,96711.396,32123.269,112142.117,63.823,20886.8,0.158,2154.501,302330.399,0.126511707,0.319886443,0.106252197,0.370925707,0.000211103,0.069086007,5.22607E-07,0.007126313
3/14/10,11810.125,37.825,37.62708333,37.92695652,-0.022083333,0.219583333,49.38083333,41.70833333,33759.792,84497.522,31840.825,106892.798,616.342,19276.98,0.085,2493.257,279377.601,0.120839294,0.302449164,0.113970572,0.38261048,0.002206125,0.068999733,3.04248E-07,0.008924327
3/15/10,13401,43.312,43.19416667,38.42958333,0.0075,0.110416667,64.60375,40.33333333,36404.052,127785.601,34249.064,112067.814,298.623,19882.825,0.137,2624.473,333312.589,0.109218953,0.383380662,0.102753587,0.336224366,0.000895925,0.059652187,4.11026E-07,0.007873909
3/16/10,13648.29167,38.308,38.24166667,37.135,-0.1025,0.16875,38.33333333,44.875,38608.193,117962.087,28673.69,112142.695,181.79,19411.731,3.674,735.983,317719.843,0.121516468,0.371277053,0.090248345,0.352960942,0.000572171,0.061097006,1.15636E-05,0.002316453
3/17/10,13225.58333,37.590,37.57208333,38.285,-0.077083333,0.095,35.46125,48.25,40081.464,102189.915,30616.219,112145.991,1926.978,18994.259,3.749,1698.526,307657.101,0.130279665,0.33215523,0.099514098,0.364516179,0.006263395,0.061738406,1.21856E-05,0.005520841
3/18/10,12996.625,35.625,35.57166667,38.34375,-0.012916667,0.066666667,32.68666667,52.41666667,39996.678,98307.683,32403.528,112139.16,121.727,18908.96,3.728,2495.497,304376.961,0.131405077,0.32298004,0.106458544,0.368421971,0.000399922,0.062123493,1.2248E-05,0.008198705
3/19/10,12738.875,33.480,33.54041667,37.46916667,-0.119166667,0.058333333,33.285,52.79166667,40484.299,95528.563,33034.293,112079.879,331.441,19077.65,3.526,895.461,301435.112,0.134305187,0.316912527,0.109590063,0.371820914,0.001099543,0.063289409,1.16974E-05,0.002970659
3/20/10,11802.25,31.399,31.32541667,36.16458333,0.006666667,0.066666667,31.23833333,56.25,35014.577,62797.604,33487.641,112164.025,36.273,18396.516,4.665,2218.007,264119.308,0.132571061,0.237762262,0.126789826,0.424671812,0.000137336,0.069652295,1.76625E-05,0.008397747
3/21/10,11581.20833,32.557,32.49333333,35.3925,-0.012083333,0.075833333,30.77958333,48.41666667,35570.596,65522.003,34488.496,112147.636,230.785,18550.985,4.802,289.351,266804.654,0.133320748,0.245580435,0.129264972,0.420336131,0.000864996,0.069530215,1.79982E-05,0.001084505
3/22/10,13263.08333,32.388,32.50708333,36.00583333,-0.169583333,0.05,33.05375,42.91666667,38003.701,106193.475,36114.841,112164.464,4843.734,18571.132,0.214,267.819,316159.38,0.12020425,0.335885891,0.114229858,0.3547719,0.015320545,0.058739779,6.76874E-07,0.000847101
3/23/10,13136.70833,37.643,37.64708333,36.06125,-0.0625,0.057916667,45.14333333,42.5,37036.969,113488.375,37663.579,112156.183,67.315,19052.618,0.217,1864.685,321329.941,0.115261494,0.353183319,0.117211545,0.349037449,0.000209489,0.059293006,6.75318E-07,0.005803023
3/24/10,13213.375,38.191,38.22041667,35.60791667,-0.082916667,0.05375,41.235,44.125,27700.033,111495.189,33333.162,112033.5,14.615,19730.986,2.625,2000.68,306310.79,0.090431137,0.363993671,0.108821377,0.365751073,4.7713E-05,0.064414923,8.56973E-06,0.006531536
3/25/10,13737.04167,35.651,35.665,35.26708333,-0.062916667,0.049166667,30.82125,48.5,25516.062,122112.114,31455.632,111923.083,70.203,19496.64,2.727,2048.775,312625.236,0.081618689,0.390602229,0.100617699,0.358010391,0.00022456,0.062364255,8.7229E-06,0.006553454
3/26/10,14041.04167,37.336,37.28625,35.445,-0.013333333,0.063333333,27.33333333,37.79166667,25325.726,123030.126,31990.886,112040.849,3515.599,19889.123,1.24,2207.038,318000.587,0.079640501,0.386886475,0.100600085,0.352329063,0.011055322,0.062544296,3.89936E-06,0.006940358
3/27/10,12859.375,37.383,37.33375,35.05791667,-0.039583333,0.088333333,37.86291667,30.16666667,28415.248,107529.245,36515.62,111973.782,46.747,19661.893,6.175,636.866,304785.576,0.093230291,0.352802933,0.119807573,0.367385437,0.000153377,0.064510576,2.02601E-05,0.002089554
3/28/10,12197.25,35.649,35.5625,33.98125,-0.00875,0.095,32.54583333,36.95833333,33469.503,100791.212,33051.661,111931.548,13.938,19062.002,4.679,1606.21,299930.753,0.111590768,0.336048274,0.11019764,0.373191301,4.64707E-05,0.063554677,1.56003E-05,0.005355269
3/29/10,13212.08333,34.987,34.95458333,34.1375,-0.051666667,0.084166667,34.44041667,48.58333333,36893.254,119274.232,36599.237,111929.591,30.99,19239.053,0.119,2367.965,326334.441,0.11305351,0.365496917,0.112152542,0.342990432,9.49639E-05,0.058955018,3.64657E-07,0.007256252
3/30/10,13241.66667,36.327,36.2775,33.4575,-0.02625,0.075416667,36.46041667,45.16666667,37063.988,120611.146,37313.337,111848.381,45.114,19294.153,0.215,1802.564,327978.898,0.113007234,0.367740567,0.113767493,0.341023101,0.000137552,0.058827422,6.5553E-07,0.005495976
3/31/10,13300.875,32.386,32.2975,33.58,0.01625,0.072083333,35.54166667,46.5,32916.589,112897.695,34939.473,111828.192,643.766,18831.581,0.73,1466.857,313524.883,0.104988761,0.360091658,0.111440829,0.356680436,0.002053317,0.060064072,2.32836E-06,0.004678598
4/1/10,12383.41667,34.877,34.60166667,34.31916667,0.225833333,0.049166667,46.07458333,51.45833333,34393.103,95909.764,36501.956,111789.76,1166.862,19166.267,2.849,267.285,299197.846,0.114951038,0.320556332,0.121999394,0.373631567,0.003899968,0.06405884,9.52213E-06,0.000893339
4/2/10,11863.29167,37.414,37.13583333,33.53291667,0.220833333,0.0575,41.37708333,54,33788.516,86019.727,37028.679,111748.724,168.156,19722.515,5.603,364.459,288846.379,0.116977461,0.297804415,0.12819506,0.386879435,0.000582164,0.068280292,1.93979E-05,0.001261775
4/3/10,11676.5,33.085,32.84583333,33.44041667,0.152916667,0.08625,33.30791667,57.75,32115.443,67793.517,35755.337,111701.591,14.63,19731.686,5.883,1119.593,268237.68,0.11972756,0.252736741,0.13329722,0.416427666,5.45412E-05,0.073560456,2.1932E-05,0.004173884
4/4/10,11330.25,30.240,30.12958333,32.84166667,-0.007083333,0.1175,26.94541667,59.875,28517.723,60208.179,35678.686,111644.542,14.651,18627.348,5.365,2115.761,256812.255,0.111045024,0.234444338,0.138929063,0.434732143,5.70495E-05,0.07253294,2.08907E-05,0.008238552
4/5/10,12413.95833,36.182,35.76416667,33.43041667,0.305,0.112916667,36.69916667,59.375,35917.33,96136.134,39544.121,111523.284,140.244,18805.308,3.671,1640.573,303710.665,0.118261669,0.316538552,0.130203268,0.367202396,0.000461768,0.061918497,1.20872E-05,0.005401763
4/6/10,12812.45833,35.611,35.26833333,32.50083333,0.225,0.117916667,34.71375,57.33333333,36613.982,107489.982,36090.717,111494.02,137.209,18486.982,0.985,1386.16,311700.037,0.11746544,0.344850719,0.115786695,0.357696525,0.000440196,0.059310169,3.16009E-06,0.004447096
