"C","Day-Ahead Energy Market Hourly Demand Report"
"C","Filename: da_hourlydemand_20120430_20120514.csv"
"C","Report for: 04/30/2012 - 05/14/2012"
"C","Report generated: 03/14/2016 08:58:27 EDT"
"H","Date","Hour Ending","Day-Ahead Cleared Demand"
"H","Date","HE","MWh"
"D","04/30/2012","01",9795.0
"D","04/30/2012","02",9345.0
"D","04/30/2012","03",9184.0
"D","04/30/2012","04",9269.0
"D","04/30/2012","05",9151.0
"D","04/30/2012","06",10142.0
"D","04/30/2012","07",12034.0
"D","04/30/2012","08",13361.0
"D","04/30/2012","09",13684.0
"D","04/30/2012","10",13718.0
"D","04/30/2012","11",13799.0
"D","04/30/2012","12",13709.0
"D","04/30/2012","13",13552.0
"D","04/30/2012","14",13326.0
"D","04/30/2012","15",12979.0
"D","04/30/2012","16",12942.0
"D","04/30/2012","17",12771.0
"D","04/30/2012","18",12875.0
"D","04/30/2012","19",12972.0
"D","04/30/2012","20",13621.0
"D","04/30/2012","21",13929.0
"D","04/30/2012","22",13028.0
"D","04/30/2012","23",11596.0
"D","04/30/2012","24",10050.0
"D","05/01/2012","01",9908.0
"D","05/01/2012","02",9675.0
"D","05/01/2012","03",9749.0
"D","05/01/2012","04",9631.0
"D","05/01/2012","05",9641.0
"D","05/01/2012","06",10102.0
"D","05/01/2012","07",11473.0
"D","05/01/2012","08",12605.0
"D","05/01/2012","09",12999.0
"D","05/01/2012","10",13450.0
"D","05/01/2012","11",13443.0
"D","05/01/2012","12",13538.0
"D","05/01/2012","13",13355.0
"D","05/01/2012","14",13115.0
"D","05/01/2012","15",13072.0
"D","05/01/2012","16",12869.0
"D","05/01/2012","17",12864.0
"D","05/01/2012","18",12672.0
"D","05/01/2012","19",12726.0
"D","05/01/2012","20",13269.0
"D","05/01/2012","21",13447.0
"D","05/01/2012","22",12401.0
"D","05/01/2012","23",11322.0
"D","05/01/2012","24",10421.0
"D","05/02/2012","01",9986.0
"D","05/02/2012","02",9812.0
"D","05/02/2012","03",9744.0
"D","05/02/2012","04",9706.0
"D","05/02/2012","05",9815.0
"D","05/02/2012","06",10311.0
"D","05/02/2012","07",11269.0
"D","05/02/2012","08",12733.0
"D","05/02/2012","09",13304.0
"D","05/02/2012","10",13758.0
"D","05/02/2012","11",13919.0
"D","05/02/2012","12",13927.0
"D","05/02/2012","13",13765.0
"D","05/02/2012","14",13684.0
"D","05/02/2012","15",13512.0
"D","05/02/2012","16",13366.0
"D","05/02/2012","17",13301.0
"D","05/02/2012","18",13310.0
"D","05/02/2012","19",13225.0
"D","05/02/2012","20",13509.0
"D","05/02/2012","21",13790.0
"D","05/02/2012","22",12664.0
"D","05/02/2012","23",11421.0
"D","05/02/2012","24",10413.0
"D","05/03/2012","01",10142.0
"D","05/03/2012","02",9859.0
"D","05/03/2012","03",9621.0
"D","05/03/2012","04",9586.0
"D","05/03/2012","05",9871.0
"D","05/03/2012","06",10173.0
"D","05/03/2012","07",11509.0
"D","05/03/2012","08",12848.0
"D","05/03/2012","09",13256.0
"D","05/03/2012","10",13138.0
"D","05/03/2012","11",13638.0
"D","05/03/2012","12",13244.0
"D","05/03/2012","13",13305.0
"D","05/03/2012","14",12905.0
"D","05/03/2012","15",12998.0
"D","05/03/2012","16",12518.0
"D","05/03/2012","17",12547.0
"D","05/03/2012","18",12612.0
"D","05/03/2012","19",12744.0
"D","05/03/2012","20",13361.0
"D","05/03/2012","21",13331.0
"D","05/03/2012","22",12274.0
"D","05/03/2012","23",11160.0
"D","05/03/2012","24",10437.0
"D","05/04/2012","01",9779.0
"D","05/04/2012","02",9493.0
"D","05/04/2012","03",9366.0
"D","05/04/2012","04",9409.0
"D","05/04/2012","05",9544.0
"D","05/04/2012","06",9878.0
"D","05/04/2012","07",11289.0
"D","05/04/2012","08",12741.0
"D","05/04/2012","09",13214.0
"D","05/04/2012","10",13574.0
"D","05/04/2012","11",13878.0
"D","05/04/2012","12",13697.0
"D","05/04/2012","13",13748.0
"D","05/04/2012","14",13279.0
"D","05/04/2012","15",13246.0
"D","05/04/2012","16",12856.0
"D","05/04/2012","17",12702.0
"D","05/04/2012","18",12245.0
"D","05/04/2012","19",12194.0
"D","05/04/2012","20",12566.0
"D","05/04/2012","21",13338.0
"D","05/04/2012","22",12520.0
"D","05/04/2012","23",11206.0
"D","05/04/2012","24",10299.0
"D","05/05/2012","01",9790.0
"D","05/05/2012","02",9272.0
"D","05/05/2012","03",8927.0
"D","05/05/2012","04",8806.0
"D","05/05/2012","05",8820.0
"D","05/05/2012","06",9170.0
"D","05/05/2012","07",9654.0
"D","05/05/2012","08",10381.0
"D","05/05/2012","09",11437.0
"D","05/05/2012","10",12227.0
"D","05/05/2012","11",12449.0
"D","05/05/2012","12",12425.0
"D","05/05/2012","13",12235.0
"D","05/05/2012","14",11852.0
"D","05/05/2012","15",11831.0
"D","05/05/2012","16",11754.0
"D","05/05/2012","17",11858.0
"D","05/05/2012","18",11980.0
"D","05/05/2012","19",12029.0
"D","05/05/2012","20",12089.0
"D","05/05/2012","21",12308.0
"D","05/05/2012","22",11664.0
"D","05/05/2012","23",10642.0
"D","05/05/2012","24",9863.0
"D","05/06/2012","01",9546.0
"D","05/06/2012","02",9246.0
"D","05/06/2012","03",9066.0
"D","05/06/2012","04",8922.0
"D","05/06/2012","05",8945.0
"D","05/06/2012","06",9146.0
"D","05/06/2012","07",9285.0
"D","05/06/2012","08",9637.0
"D","05/06/2012","09",10559.0
"D","05/06/2012","10",11554.0
"D","05/06/2012","11",11841.0
"D","05/06/2012","12",12036.0
"D","05/06/2012","13",11969.0
"D","05/06/2012","14",11775.0
"D","05/06/2012","15",11582.0
"D","05/06/2012","16",11527.0
"D","05/06/2012","17",11640.0
"D","05/06/2012","18",11778.0
"D","05/06/2012","19",11985.0
"D","05/06/2012","20",12357.0
"D","05/06/2012","21",12418.0
"D","05/06/2012","22",11499.0
"D","05/06/2012","23",10502.0
"D","05/06/2012","24",9594.0
"D","05/07/2012","01",9501.0
"D","05/07/2012","02",9303.0
"D","05/07/2012","03",9259.0
"D","05/07/2012","04",9285.0
"D","05/07/2012","05",9291.0
"D","05/07/2012","06",9972.0
"D","05/07/2012","07",11531.0
"D","05/07/2012","08",12812.0
"D","05/07/2012","09",13185.0
