Date,Hour Ending,Day-Ahead Cleared Demand
05/15/2013,01,9644.0
05/15/2013,02,9158.0
05/15/2013,03,9045.0
05/15/2013,04,9042.0
05/15/2013,05,9138.0
05/15/2013,06,10001.0
05/15/2013,07,11844.0
05/15/2013,08,12829.0
05/15/2013,09,13192.0
05/15/2013,10,13627.0
05/15/2013,11,13611.0
05/15/2013,12,13554.0
05/15/2013,13,13700.0
05/15/2013,14,13490.0
05/15/2013,15,13356.0
05/15/2013,16,13262.0
05/15/2013,17,13238.0
05/15/2013,18,13161.0
05/15/2013,19,13048.0
05/15/2013,20,13664.0
05/15/2013,21,14035.0
05/15/2013,22,13144.0
05/15/2013,23,11827.0
05/15/2013,24,10458.0
05/16/2013,01,10176.0
05/16/2013,02,9911.0
05/16/2013,03,9628.0
05/16/2013,04,9574.0
05/16/2013,05,9819.0
05/16/2013,06,10411.0
05/16/2013,07,11807.0
05/16/2013,08,13080.0
05/16/2013,09,13520.0
05/16/2013,10,14009.0
05/16/2013,11,14336.0
05/16/2013,12,14464.0
05/16/2013,13,14490.0
05/16/2013,14,14625.0
05/16/2013,15,14547.0
05/16/2013,16,14484.0
05/16/2013,17,14351.0
05/16/2013,18,14204.0
05/16/2013,19,13802.0
05/16/2013,20,13817.0
05/16/2013,21,14459.0
05/16/2013,22,13345.0
05/16/2013,23,12026.0
05/16/2013,24,10727.0
05/17/2013,01,9978.0
05/17/2013,02,9884.0
05/17/2013,03,9626.0
05/17/2013,04,9554.0
05/17/2013,05,9769.0
05/17/2013,06,10164.0
05/17/2013,07,11697.0
05/17/2013,08,12919.0
05/17/2013,09,13314.0
05/17/2013,10,13723.0
05/17/2013,11,13872.0
05/17/2013,12,14179.0
05/17/2013,13,14219.0
05/17/2013,14,14064.0
05/17/2013,15,13947.0
05/17/2013,16,13866.0
05/17/2013,17,13839.0
05/17/2013,18,13636.0
05/17/2013,19,13306.0
05/17/2013,20,13464.0
05/17/2013,21,14036.0
05/17/2013,22,13128.0
05/17/2013,23,11900.0
05/17/2013,24,10618.0
05/18/2013,01,9613.0
05/18/2013,02,9411.0
05/18/2013,03,9392.0
05/18/2013,04,9151.0
05/18/2013,05,9029.0
05/18/2013,06,9018.0
05/18/2013,07,9213.0
05/18/2013,08,10206.0
05/18/2013,09,11458.0
05/18/2013,10,12224.0
05/18/2013,11,12738.0
05/18/2013,12,12764.0
05/18/2013,13,12576.0
05/18/2013,14,12302.0
05/18/2013,15,12222.0
05/18/2013,16,12118.0
05/18/2013,17,12222.0
05/18/2013,18,12462.0
05/18/2013,19,12230.0
05/18/2013,20,12480.0
05/18/2013,21,13022.0
05/18/2013,22,12335.0
05/18/2013,23,11067.0
05/18/2013,24,10262.0
05/19/2013,01,9577.0
05/19/2013,02,9225.0
05/19/2013,03,8856.0
05/19/2013,04,8938.0
05/19/2013,05,8904.0
05/19/2013,06,8987.0
05/19/2013,07,9167.0
05/19/2013,08,9897.0
05/19/2013,09,10760.0
05/19/2013,10,11485.0
05/19/2013,11,12033.0
05/19/2013,12,12169.0
05/19/2013,13,12266.0
05/19/2013,14,12125.0
05/19/2013,15,12107.0
05/19/2013,16,12103.0
05/19/2013,17,12409.0
05/19/2013,18,12624.0
05/19/2013,19,12573.0
05/19/2013,20,12709.0
05/19/2013,21,13029.0
05/19/2013,22,12493.0
05/19/2013,23,11216.0
05/19/2013,24,10158.0
05/20/2013,01,9406.0
05/20/2013,02,9220.0
05/20/2013,03,9024.0
05/20/2013,04,9044.0
05/20/2013,05,9244.0
05/20/2013,06,9858.0
05/20/2013,07,11696.0
05/20/2013,08,13094.0
05/20/2013,09,13722.0
05/20/2013,10,14117.0
05/20/2013,11,14672.0
05/20/2013,12,14800.0
05/20/2013,13,14745.0
05/20/2013,14,14766.0
05/20/2013,15,14720.0
05/20/2013,16,14784.0
05/20/2013,17,14739.0
05/20/2013,18,14510.0
05/20/2013,19,14373.0
05/20/2013,20,14531.0
05/20/2013,21,14986.0
05/20/2013,22,13921.0
05/20/2013,23,12321.0
05/20/2013,24,10947.0
05/21/2013,01,10118.0
05/21/2013,02,10097.0
05/21/2013,03,9982.0
05/21/2013,04,9916.0
05/21/2013,05,10013.0
05/21/2013,06,10154.0
05/21/2013,07,12222.0
05/21/2013,08,13379.0
05/21/2013,09,14072.0
05/21/2013,10,14546.0
05/21/2013,11,14906.0
05/21/2013,12,14980.0
05/21/2013,13,14907.0
05/21/2013,14,14907.0
05/21/2013,15,14768.0
05/21/2013,16,14752.0
