Date,Hour Ending,Day-Ahead Cleared Demand
10/12/2012,01,9768.0
10/12/2012,02,9511.0
10/12/2012,03,9452.0
10/12/2012,04,9393.0
10/12/2012,05,9355.0
10/12/2012,06,10049.0
10/12/2012,07,12527.0
10/12/2012,08,13198.0
10/12/2012,09,13411.0
10/12/2012,10,13512.0
10/12/2012,11,13674.0
10/12/2012,12,13613.0
10/12/2012,13,13493.0
10/12/2012,14,13432.0
10/12/2012,15,13247.0
10/12/2012,16,13204.0
10/12/2012,17,13405.0
10/12/2012,18,13698.0
10/12/2012,19,14516.0
10/12/2012,20,14353.0
10/12/2012,21,13959.0
10/12/2012,22,13065.0
10/12/2012,23,11762.0
10/12/2012,24,10652.0
10/13/2012,01,10304.0
10/13/2012,02,10041.0
10/13/2012,03,9931.0
10/13/2012,04,9956.0
10/13/2012,05,9940.0
10/13/2012,06,9982.0
10/13/2012,07,10983.0
10/13/2012,08,11775.0
10/13/2012,09,12488.0
10/13/2012,10,12578.0
10/13/2012,11,12672.0
10/13/2012,12,12762.0
10/13/2012,13,12590.0
10/13/2012,14,12489.0
10/13/2012,15,12401.0
10/13/2012,16,12387.0
10/13/2012,17,12440.0
10/13/2012,18,12873.0
10/13/2012,19,13351.0
10/13/2012,20,13202.0
10/13/2012,21,12877.0
10/13/2012,22,12132.0
10/13/2012,23,11438.0
10/13/2012,24,10481.0
10/14/2012,01,10333.0
10/14/2012,02,10193.0
10/14/2012,03,9957.0
10/14/2012,04,9817.0
10/14/2012,05,9886.0
10/14/2012,06,10011.0
10/14/2012,07,10110.0
10/14/2012,08,10527.0
10/14/2012,09,11563.0
10/14/2012,10,12305.0
10/14/2012,11,12538.0
10/14/2012,12,12668.0
10/14/2012,13,12627.0
10/14/2012,14,12720.0
10/14/2012,15,12658.0
10/14/2012,16,12669.0
10/14/2012,17,12795.0
10/14/2012,18,13033.0
10/14/2012,19,13554.0
10/14/2012,20,13454.0
10/14/2012,21,13268.0
10/14/2012,22,12270.0
10/14/2012,23,11132.0
10/14/2012,24,10367.0
10/15/2012,01,10058.0
10/15/2012,02,9837.0
10/15/2012,03,9862.0
10/15/2012,04,9822.0
10/15/2012,05,10009.0
10/15/2012,06,10536.0
10/15/2012,07,12126.0
10/15/2012,08,13226.0
10/15/2012,09,13359.0
10/15/2012,10,13813.0
10/15/2012,11,14101.0
10/15/2012,12,14288.0
10/15/2012,13,14212.0
10/15/2012,14,14176.0
10/15/2012,15,14018.0
10/15/2012,16,13843.0
10/15/2012,17,13984.0
10/15/2012,18,14124.0
10/15/2012,19,14583.0
10/15/2012,20,14618.0
10/15/2012,21,14029.0
10/15/2012,22,13008.0
10/15/2012,23,12064.0
10/15/2012,24,10679.0
10/16/2012,01,10181.0
10/16/2012,02,9911.0
10/16/2012,03,9699.0
10/16/2012,04,9617.0
10/16/2012,05,9826.0
10/16/2012,06,10756.0
10/16/2012,07,12204.0
10/16/2012,08,12916.0
10/16/2012,09,13362.0
10/16/2012,10,13817.0
10/16/2012,11,14025.0
10/16/2012,12,14077.0
10/16/2012,13,13907.0
10/16/2012,14,13956.0
10/16/2012,15,13707.0
10/16/2012,16,13707.0
10/16/2012,17,13824.0
10/16/2012,18,14216.0
10/16/2012,19,15037.0
10/16/2012,20,14915.0
10/16/2012,21,14229.0
10/16/2012,22,12997.0
10/16/2012,23,11180.0
10/16/2012,24,10451.0
10/17/2012,01,10162.0
10/17/2012,02,10096.0
10/17/2012,03,9965.0
10/17/2012,04,9957.0
10/17/2012,05,10082.0
10/17/2012,06,10647.0
10/17/2012,07,12473.0
10/17/2012,08,13922.0
10/17/2012,09,14042.0
10/17/2012,10,14369.0
10/17/2012,11,14235.0
10/17/2012,12,14204.0
10/17/2012,13,14107.0
10/17/2012,14,14094.0
