Date,Hour Ending,Day-Ahead Cleared Demand
02/15/2011,01,12042.0
02/15/2011,02,11799.0
02/15/2011,03,11596.0
02/15/2011,04,11543.0
02/15/2011,05,12046.0
02/15/2011,06,13389.0
02/15/2011,07,15700.0
02/15/2011,08,16680.0
02/15/2011,09,16865.0
02/15/2011,10,16870.0
02/15/2011,11,16665.0
02/15/2011,12,16817.0
02/15/2011,13,16555.0
02/15/2011,14,16320.0
02/15/2011,15,16158.0
02/15/2011,16,16099.0
02/15/2011,17,16923.0
02/15/2011,18,17865.0
02/15/2011,19,17792.0
02/15/2011,20,17771.0
02/15/2011,21,17382.0
02/15/2011,22,16546.0
02/15/2011,23,15076.0
02/15/2011,24,13746.0
02/16/2011,01,13262.0
02/16/2011,02,12655.0
02/16/2011,03,12538.0
02/16/2011,04,12625.0
02/16/2011,05,13039.0
02/16/2011,06,13931.0
02/16/2011,07,15765.0
02/16/2011,08,16298.0
02/16/2011,09,16492.0
02/16/2011,10,16420.0
02/16/2011,11,16336.0
02/16/2011,12,16188.0
02/16/2011,13,15815.0
02/16/2011,14,15560.0
02/16/2011,15,15365.0
02/16/2011,16,15308.0
02/16/2011,17,15845.0
02/16/2011,18,17061.0
02/16/2011,19,17396.0
02/16/2011,20,16887.0
02/16/2011,21,16379.0
02/16/2011,22,14919.0
02/16/2011,23,13689.0
02/16/2011,24,12253.0
02/17/2011,01,11855.0
02/17/2011,02,11771.0
02/17/2011,03,11570.0
02/17/2011,04,11564.0
02/17/2011,05,11901.0
02/17/2011,06,12711.0
02/17/2011,07,14657.0
02/17/2011,08,15872.0
02/17/2011,09,15925.0
02/17/2011,10,15891.0
02/17/2011,11,15935.0
02/17/2011,12,15728.0
02/17/2011,13,15416.0
02/17/2011,14,15180.0
02/17/2011,15,14944.0
02/17/2011,16,14899.0
02/17/2011,17,15571.0
02/17/2011,18,16779.0
02/17/2011,19,16670.0
02/17/2011,20,16482.0
02/17/2011,21,15900.0
02/17/2011,22,14752.0
02/17/2011,23,13402.0
02/17/2011,24,12216.0
02/18/2011,01,11471.0
02/18/2011,02,11240.0
02/18/2011,03,11109.0
02/18/2011,04,11077.0
02/18/2011,05,11329.0
02/18/2011,06,11843.0
02/18/2011,07,13166.0
02/18/2011,08,14683.0
02/18/2011,09,14866.0
02/18/2011,10,14790.0
02/18/2011,11,14830.0
02/18/2011,12,14688.0
02/18/2011,13,14548.0
02/18/2011,14,14363.0
02/18/2011,15,14023.0
02/18/2011,16,13964.0
02/18/2011,17,14518.0
02/18/2011,18,15778.0
02/18/2011,19,15617.0
02/18/2011,20,15326.0
02/18/2011,21,14451.0
02/18/2011,22,13471.0
02/18/2011,23,12338.0
02/18/2011,24,11441.0
02/19/2011,01,10974.0
02/19/2011,02,10458.0
02/19/2011,03,10523.0
02/19/2011,04,10432.0
02/19/2011,05,10557.0
02/19/2011,06,10950.0
02/19/2011,07,11403.0
02/19/2011,08,12331.0
02/19/2011,09,13720.0
02/19/2011,10,14328.0
02/19/2011,11,14400.0
02/19/2011,12,14219.0
02/19/2011,13,14121.0
02/19/2011,14,13770.0
02/19/2011,15,13514.0
02/19/2011,16,13537.0
02/19/2011,17,14155.0
02/19/2011,18,15898.0
02/19/2011,19,16054.0
02/19/2011,20,15475.0
02/19/2011,21,14901.0
02/19/2011,22,14257.0
02/19/2011,23,13309.0
02/19/2011,24,12314.0
02/20/2011,01,11868.0
02/20/2011,02,11437.0
02/20/2011,03,11243.0
02/20/2011,04,11158.0
02/20/2011,05,11441.0
02/20/2011,06,11593.0
02/20/2011,07,11898.0
02/20/2011,08,12563.0
02/20/2011,09,13709.0
02/20/2011,10,14075.0
02/20/2011,11,14391.0
02/20/2011,12,14428.0
02/20/2011,13,14328.0
02/20/2011,14,13864.0
02/20/2011,15,13643.0
02/20/2011,16,13693.0
02/20/2011,17,14319.0
02/20/2011,18,15827.0
02/20/2011,19,15945.0
02/20/2011,20,15447.0
02/20/2011,21,14669.0
02/20/2011,22,14108.0
02/20/2011,23,13182.0
02/20/2011,24,12026.0
02/21/2011,01,10817.0
02/21/2011,02,10515.0
02/21/2011,03,10301.0
02/21/2011,04,10306.0
02/21/2011,05,10565.0
02/21/2011,06,11571.0
02/21/2011,07,12299.0
02/21/2011,08,13407.0
02/21/2011,09,14034.0
02/21/2011,10,14551.0
02/21/2011,11,14550.0
02/21/2011,12,14344.0
02/21/2011,13,13952.0
02/21/2011,14,13634.0
02/21/2011,15,13222.0
02/21/2011,16,12812.0
02/21/2011,17,13581.0
02/21/2011,18,14900.0
02/21/2011,19,14856.0
02/21/2011,20,14577.0
02/21/2011,21,14041.0
02/21/2011,22,13194.0
02/21/2011,23,12037.0
02/21/2011,24,11204.0
02/22/2011,01,12865.0
02/22/2011,02,12592.0
02/22/2011,03,12512.0
02/22/2011,04,12500.0
02/22/2011,05,12570.0
02/22/2011,06,13405.0
02/22/2011,07,15083.0
02/22/2011,08,15884.0
02/22/2011,09,15728.0
02/22/2011,10,15768.0
02/22/2011,11,15861.0
02/22/2011,12,15724.0
02/22/2011,13,15518.0
02/22/2011,14,15253.0
02/22/2011,15,15066.0
02/22/2011,16,14917.0
02/22/2011,17,15452.0
02/22/2011,18,17069.0
02/22/2011,19,17211.0
02/22/2011,20,16815.0
02/22/2011,21,16264.0
02/22/2011,22,15442.0
02/22/2011,23,14027.0
02/22/2011,24,12980.0
02/23/2011,01,12140.0
02/23/2011,02,12140.0
02/23/2011,03,12045.0
02/23/2011,04,12062.0
02/23/2011,05,12322.0
02/23/2011,06,12837.0
02/23/2011,07,14400.0
02/23/2011,08,15659.0
02/23/2011,09,15864.0
02/23/2011,10,15661.0
02/23/2011,11,15421.0
02/23/2011,12,15425.0
02/23/2011,13,15154.0
02/23/2011,14,14907.0
02/23/2011,15,14666.0
02/23/2011,16,14726.0
02/23/2011,17,15041.0
02/23/2011,18,16421.0
02/23/2011,19,16362.0
02/23/2011,20,16346.0
02/23/2011,21,16037.0
02/23/2011,22,15084.0
02/23/2011,23,13660.0
02/23/2011,24,12402.0
02/24/2011,01,12369.0
02/24/2011,02,12364.0
02/24/2011,03,12352.0
02/24/2011,04,12284.0
02/24/2011,05,12706.0
02/24/2011,06,13214.0
02/24/2011,07,15174.0
02/24/2011,08,15474.0
02/24/2011,09,15635.0
02/24/2011,10,15639.0
02/24/2011,11,16075.0
02/24/2011,12,16013.0
02/24/2011,13,15762.0
02/24/2011,14,15469.0
02/24/2011,15,15288.0
02/24/2011,16,15223.0
02/24/2011,17,15531.0
02/24/2011,18,16703.0
02/24/2011,19,16552.0
02/24/2011,20,16419.0
02/24/2011,21,15893.0
02/24/2011,22,14756.0
